timestamp, utilization.gpu [%], memory.used [MiB], power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], temperature.gpu
2026/09/13 14:43:40.663, 19 %, 510 MiB, 293.32 W, 2865 MHz, 14001 MHz, 46
2026/09/13 14:43:40.913, 19 %, 544 MiB, 293.32 W, 2865 MHz, 14001 MHz, 46
2026/09/13 14:43:41.163, 0 %, 1344 MiB, 156.81 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:41.414, 0 %, 3776 MiB, 156.81 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:41.664, 28 %, 6432 MiB, 83.25 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:41.914, 28 %, 10304 MiB, 83.25 W, 2865 MHz, 13801 MHz, 45
2026/09/13 14:43:42.164, 33 %, 10592 MiB, 94.07 W, 2857 MHz, 13801 MHz, 49
2026/09/13 14:43:42.414, 33 %, 10592 MiB, 94.07 W, 2857 MHz, 13801 MHz, 49
2026/09/13 14:43:42.664, 99 %, 10592 MiB, 222.94 W, 2857 MHz, 13801 MHz, 52
2026/09/13 14:43:42.915, 99 %, 10592 MiB, 222.94 W, 2857 MHz, 13801 MHz, 52
2026/09/13 14:43:43.165, 98 %, 10592 MiB, 376.48 W, 2842 MHz, 13801 MHz, 51
