timestamp, index, uuid, memory.used [MiB], utilization.gpu [%], power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], temperature.gpu
2026/08/25 00:22:37.798, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 73 %, 254.00 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:38.048, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 73 %, 254.09 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:38.298, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 72 %, 253.44 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:38.548, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 73 %, 253.62 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:38.798, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 72 %, 253.75 W, 2385 MHz, 12481 MHz, 44
2026/08/25 00:22:39.048, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 73 %, 257.62 W, 2385 MHz, 12481 MHz, 45
2026/08/25 00:22:39.298, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 94 %, 274.16 W, 2385 MHz, 12481 MHz, 46
2026/08/25 00:22:39.548, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 94 %, 297.15 W, 2392 MHz, 12481 MHz, 46
2026/08/25 00:22:39.798, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 0 %, 264.81 W, 2377 MHz, 12481 MHz, 42
2026/08/25 00:22:40.048, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 0 %, 215.26 W, 2325 MHz, 12481 MHz, 41
2026/08/25 00:22:40.298, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 0 %, 167.10 W, 2317 MHz, 12481 MHz, 41
2026/08/25 00:22:40.553, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 2 %, 95.40 W, 2325 MHz, 12481 MHz, 41
2026/08/25 00:22:40.806, 0, GPU-c7a984e7-502c-30a9-2839-e19703802681, 21877 MiB, 2 %, 91.71 W, 2317 MHz, 12481 MHz, 41
