
NOTICE: Existing SQLite export found: /opt/dl-image/nvme/ncuspike-20260811/nsys/decode.sqlite
        It is assumed file was previously exported from: /opt/dl-image/nvme/ncuspike-20260811/nsys/decode.nsys-rep
        Consider using --force-export=true if needed.

Processing [/opt/dl-image/nvme/ncuspike-20260811/nsys/decode.sqlite] with [/opt/nvidia/nsight-systems/2026.1.3/target-linux-x64/reports/cuda_api_sum.py]... 

 ** CUDA API Summary (cuda_api_sum):

 Time (%)  Total Time (ns)  Num Calls   Avg (ns)    Med (ns)   Min (ns)  Max (ns)  StdDev (ns)          Name         
 --------  ---------------  ---------  ----------  ----------  --------  --------  -----------  ---------------------
     45.6       4605238324        127  36261719.1  36505963.0    336034  38667271    3234441.6  cuMemFreeHost        
     45.2       4564075133        155  29445646.0  23001436.0   2818815  71019045   22628144.3  cuMemcpyDtoHAsync_v2 
      4.1        411240552     138570      2967.7      2874.0      1937     25519        753.0  cuLaunchKernel       
      1.7        169629803      60760      2791.8      2573.0      2083     25730        790.8  cuLaunchKernelEx     
      1.4        145771933     271801       536.3       473.0       109  10657397      20442.8  cuMemFreeAsync       
      1.3        134187319     255280       525.6       505.0       103     14287        270.8  cuMemAllocAsync      
      0.4         42615807      28145      1514.2      1261.0        83     24524       1247.7  cuMemsetD8Async      
      0.2         17370690       8260      2103.0      1848.0      1471     13839        854.8  cuMemcpyHtoDAsync_v2 
      0.0          1780805        622      2863.0      2619.0       715     13107       1465.8  cuStreamWaitEvent    
      0.0          1636447        310      5278.9      5160.5      4024     18179       1177.4  cuMemcpyDtoDAsync_v2 
      0.0          1331276        157      8479.5      8288.0      3916     18503       1545.9  cuStreamSynchronize  
      0.0          1299834          7    185690.6    112468.0     36508    570027     198989.3  cuModuleUnload       
      0.0           803757        155      5185.5      5050.0      4343     16381       1011.9  cuMemcpyPeerAsync    
      0.0           756614        126      6004.9      5864.5      4370     18721       1564.3  cuEventSynchronize   
      0.0           595605        465      1280.9      1056.0       438     14466       1089.8  cuEventRecord        
      0.0           257984        283       911.6       605.0       342      1983        448.0  cuEventDestroy_v2    
      0.0           183865        155      1186.2      1046.0       794     11161       1123.1  cuEventCreate        
      0.0           108122        622       173.8       138.0        89      5596        240.1  cuCtxSetCurrent      
      0.0            49115          1     49115.0     49115.0     49115     49115          0.0  cudaDeviceSynchronize
      0.0            47540          2     23770.0     23770.0      7582     39958      22893.3  cuStreamDestroy_v2   
      0.0             3697          1      3697.0      3697.0      3697      3697          0.0  cuProfilerStart      

