timestamp, index, pstate, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], power.limit [W], temperature.gpu, memory.used [MiB], utilization.gpu [%]
2026/09/22 21:58:02.007, 0, P8, 180 MHz, 405 MHz, 33.50 W, 600.00 W, 33, 0 MiB, 0 %
2026/09/22 21:58:03.010, 0, P0, 2362 MHz, 12481 MHz, 63.50 W, 600.00 W, 34, 2611 MiB, 7 %
2026/09/22 21:58:04.010, 0, P0, 2362 MHz, 12481 MHz, 89.74 W, 600.00 W, 35, 6003 MiB, 6 %
2026/09/22 21:58:05.011, 0, P0, 2355 MHz, 12481 MHz, 89.77 W, 600.00 W, 35, 9107 MiB, 6 %
2026/09/22 21:58:06.011, 0, P0, 2347 MHz, 12481 MHz, 89.60 W, 600.00 W, 35, 12211 MiB, 7 %
2026/09/22 21:58:07.012, 0, P0, 2347 MHz, 12481 MHz, 89.40 W, 600.00 W, 35, 14739 MiB, 0 %
2026/09/22 21:58:08.012, 0, P0, 2347 MHz, 12481 MHz, 88.36 W, 600.00 W, 35, 14739 MiB, 0 %
2026/09/22 21:58:09.012, 0, P0, 2422 MHz, 12481 MHz, 368.04 W, 600.00 W, 47, 19571 MiB, 100 %
2026/09/22 21:58:10.013, 0, P0, 2332 MHz, 12481 MHz, 424.79 W, 600.00 W, 43, 19571 MiB, 97 %
2026/09/22 21:58:11.014, 0, P0, 2332 MHz, 12481 MHz, 351.07 W, 600.00 W, 44, 19571 MiB, 97 %
2026/09/22 21:58:12.015, 0, P0, 2332 MHz, 12481 MHz, 355.19 W, 600.00 W, 44, 19571 MiB, 92 %
2026/09/22 21:58:13.016, 0, P0, 2415 MHz, 12481 MHz, 426.97 W, 600.00 W, 50, 19571 MiB, 99 %
2026/09/22 21:58:14.016, 0, P0, 2422 MHz, 12481 MHz, 440.27 W, 600.00 W, 45, 19573 MiB, 97 %
2026/09/22 21:58:15.017, 0, P0, 2422 MHz, 12481 MHz, 321.34 W, 600.00 W, 45, 19573 MiB, 97 %
2026/09/22 21:58:16.018, 0, P0, 2422 MHz, 12481 MHz, 325.38 W, 600.00 W, 45, 19573 MiB, 97 %
2026/09/22 21:58:17.019, 0, P0, 2422 MHz, 12481 MHz, 318.70 W, 600.00 W, 45, 19573 MiB, 97 %
2026/09/22 21:58:18.020, 0, P0, 2422 MHz, 12481 MHz, 325.71 W, 600.00 W, 45, 19573 MiB, 93 %
2026/09/22 21:58:19.021, 0, P0, 2415 MHz, 12481 MHz, 419.10 W, 600.00 W, 52, 19573 MiB, 99 %
2026/09/22 21:58:20.021, 0, P0, 2422 MHz, 12481 MHz, 438.19 W, 600.00 W, 47, 19573 MiB, 97 %
2026/09/22 21:58:21.022, 0, P0, 2422 MHz, 12481 MHz, 315.41 W, 600.00 W, 47, 19573 MiB, 97 %
2026/09/22 21:58:22.023, 0, P0, 2422 MHz, 12481 MHz, 315.98 W, 600.00 W, 47, 19573 MiB, 97 %
2026/09/22 21:58:23.024, 0, P0, 2422 MHz, 12481 MHz, 312.61 W, 600.00 W, 47, 19573 MiB, 97 %
2026/09/22 21:58:24.025, 0, P0, 2422 MHz, 12481 MHz, 318.91 W, 600.00 W, 47, 19573 MiB, 98 %
2026/09/22 21:58:25.026, 0, P0, 2415 MHz, 12481 MHz, 428.73 W, 600.00 W, 54, 19573 MiB, 99 %
2026/09/22 21:58:26.026, 0, P0, 2422 MHz, 12481 MHz, 436.78 W, 600.00 W, 49, 19573 MiB, 97 %
2026/09/22 21:58:27.027, 0, P0, 2422 MHz, 12481 MHz, 318.38 W, 600.00 W, 48, 19573 MiB, 97 %
2026/09/22 21:58:28.028, 0, P0, 2422 MHz, 12481 MHz, 317.48 W, 600.00 W, 48, 19573 MiB, 97 %
2026/09/22 21:58:29.029, 0, P0, 2422 MHz, 12481 MHz, 314.98 W, 600.00 W, 48, 19573 MiB, 97 %
2026/09/22 21:58:30.030, 0, P0, 2422 MHz, 12481 MHz, 320.50 W, 600.00 W, 48, 19573 MiB, 97 %
2026/09/22 21:58:31.031, 0, P0, 2415 MHz, 12481 MHz, 434.37 W, 600.00 W, 55, 19573 MiB, 99 %
2026/09/22 21:58:32.031, 0, P0, 2422 MHz, 12481 MHz, 432.16 W, 600.00 W, 50, 19573 MiB, 97 %
2026/09/22 21:58:33.032, 0, P0, 2422 MHz, 12481 MHz, 320.30 W, 600.00 W, 49, 19573 MiB, 97 %
2026/09/22 21:58:34.033, 0, P0, 2422 MHz, 12481 MHz, 318.49 W, 600.00 W, 49, 19573 MiB, 97 %
2026/09/22 21:58:35.034, 0, P0, 2422 MHz, 12481 MHz, 315.86 W, 600.00 W, 49, 19573 MiB, 97 %
2026/09/22 21:58:36.035, 0, P0, 2422 MHz, 12481 MHz, 321.26 W, 600.00 W, 49, 19573 MiB, 97 %
2026/09/22 21:58:37.036, 0, P0, 2415 MHz, 12481 MHz, 438.24 W, 600.00 W, 56, 19573 MiB, 99 %
2026/09/22 21:58:38.037, 0, P0, 2422 MHz, 12481 MHz, 429.14 W, 600.00 W, 50, 19573 MiB, 97 %
2026/09/22 21:58:39.038, 0, P0, 2422 MHz, 12481 MHz, 321.70 W, 600.00 W, 50, 19573 MiB, 97 %
2026/09/22 21:58:40.039, 0, P0, 2422 MHz, 12481 MHz, 338.08 W, 600.00 W, 55, 19573 MiB, 92 %
2026/09/22 21:58:41.039, 0, P0, 2415 MHz, 12481 MHz, 474.95 W, 600.00 W, 57, 19573 MiB, 99 %
2026/09/22 21:58:42.040, 0, P0, 2422 MHz, 12481 MHz, 376.43 W, 600.00 W, 50, 19573 MiB, 97 %
2026/09/22 21:58:43.041, 0, P0, 2422 MHz, 12481 MHz, 327.79 W, 600.00 W, 51, 19573 MiB, 97 %
2026/09/22 21:58:44.042, 0, P0, 2422 MHz, 12481 MHz, 314.90 W, 600.00 W, 50, 19573 MiB, 97 %
2026/09/22 21:58:45.043, 0, P0, 2422 MHz, 12481 MHz, 323.29 W, 600.00 W, 50, 19573 MiB, 97 %
2026/09/22 21:58:46.044, 0, P0, 2422 MHz, 12481 MHz, 344.95 W, 600.00 W, 56, 19573 MiB, 99 %
2026/09/22 21:58:47.045, 0, P0, 2415 MHz, 12481 MHz, 471.86 W, 600.00 W, 57, 19573 MiB, 99 %
2026/09/22 21:58:48.045, 0, P0, 2422 MHz, 12481 MHz, 372.63 W, 600.00 W, 51, 19573 MiB, 97 %
2026/09/22 21:58:49.046, 0, P0, 2422 MHz, 12481 MHz, 328.08 W, 600.00 W, 51, 19573 MiB, 97 %
2026/09/22 21:58:50.047, 0, P0, 2422 MHz, 12481 MHz, 317.60 W, 600.00 W, 51, 19573 MiB, 97 %
2026/09/22 21:58:51.048, 0, P0, 2422 MHz, 12481 MHz, 323.01 W, 600.00 W, 51, 19573 MiB, 97 %
2026/09/22 21:58:52.049, 0, P0, 2422 MHz, 12481 MHz, 346.48 W, 600.00 W, 56, 19573 MiB, 99 %
2026/09/22 21:58:53.050, 0, P0, 2415 MHz, 12481 MHz, 469.42 W, 600.00 W, 58, 19573 MiB, 99 %
2026/09/22 21:58:54.050, 0, P0, 2422 MHz, 12481 MHz, 358.16 W, 600.00 W, 51, 19573 MiB, 97 %
2026/09/22 21:58:55.051, 0, P0, 2422 MHz, 12481 MHz, 330.70 W, 600.00 W, 51, 19573 MiB, 97 %
2026/09/22 21:58:56.052, 0, P0, 2422 MHz, 12481 MHz, 313.96 W, 600.00 W, 51, 19573 MiB, 97 %
2026/09/22 21:58:57.053, 0, P0, 2422 MHz, 12481 MHz, 324.43 W, 600.00 W, 51, 19573 MiB, 97 %
2026/09/22 21:58:58.054, 0, P0, 2422 MHz, 12481 MHz, 358.71 W, 600.00 W, 57, 19573 MiB, 99 %
2026/09/22 21:58:59.055, 0, P0, 2415 MHz, 12481 MHz, 474.24 W, 600.00 W, 58, 19573 MiB, 99 %
2026/09/22 21:59:00.056, 0, P0, 2422 MHz, 12481 MHz, 359.55 W, 600.00 W, 51, 19573 MiB, 97 %
2026/09/22 21:59:01.056, 0, P0, 2422 MHz, 12481 MHz, 330.22 W, 600.00 W, 51, 19573 MiB, 97 %
2026/09/22 21:59:02.057, 0, P0, 2422 MHz, 12481 MHz, 316.10 W, 600.00 W, 51, 19573 MiB, 97 %
2026/09/22 21:59:03.058, 0, P0, 2422 MHz, 12481 MHz, 325.69 W, 600.00 W, 51, 19573 MiB, 97 %
2026/09/22 21:59:04.059, 0, P0, 2415 MHz, 12481 MHz, 361.19 W, 600.00 W, 57, 19573 MiB, 99 %
2026/09/22 21:59:05.060, 0, P0, 2415 MHz, 12481 MHz, 476.96 W, 600.00 W, 58, 19573 MiB, 99 %
2026/09/22 21:59:06.061, 0, P0, 2422 MHz, 12481 MHz, 351.86 W, 600.00 W, 52, 19573 MiB, 97 %
2026/09/22 21:59:07.061, 0, P0, 2422 MHz, 12481 MHz, 329.59 W, 600.00 W, 52, 19573 MiB, 97 %
2026/09/22 21:59:08.062, 0, P0, 2422 MHz, 12481 MHz, 312.89 W, 600.00 W, 51, 19573 MiB, 97 %
2026/09/22 21:59:09.063, 0, P0, 2422 MHz, 12481 MHz, 326.76 W, 600.00 W, 51, 19573 MiB, 97 %
2026/09/22 21:59:10.064, 0, P0, 2422 MHz, 12481 MHz, 153.88 W, 600.00 W, 47, 0 MiB, 0 %
2026/09/22 21:59:11.064, 0, P0, 2422 MHz, 12481 MHz, 89.00 W, 600.00 W, 46, 1971 MiB, 1 %
2026/09/22 21:59:12.065, 0, P0, 2422 MHz, 12481 MHz, 88.18 W, 600.00 W, 45, 5171 MiB, 6 %
2026/09/22 21:59:13.065, 0, P0, 2422 MHz, 12481 MHz, 87.50 W, 600.00 W, 45, 8019 MiB, 6 %
2026/09/22 21:59:14.066, 0, P0, 2422 MHz, 12481 MHz, 87.39 W, 600.00 W, 44, 10995 MiB, 6 %
2026/09/22 21:59:15.067, 0, P0, 2422 MHz, 12481 MHz, 89.65 W, 600.00 W, 44, 13971 MiB, 5 %
2026/09/22 21:59:16.067, 0, P0, 2407 MHz, 12481 MHz, 88.87 W, 600.00 W, 44, 14739 MiB, 0 %
2026/09/22 21:59:17.068, 0, P0, 2422 MHz, 12481 MHz, 202.55 W, 600.00 W, 48, 15891 MiB, 97 %
2026/09/22 21:59:18.068, 0, P0, 2422 MHz, 12481 MHz, 313.83 W, 600.00 W, 48, 15891 MiB, 97 %
2026/09/22 21:59:19.069, 0, P0, 2422 MHz, 12481 MHz, 320.56 W, 600.00 W, 48, 16211 MiB, 97 %
2026/09/22 21:59:20.070, 0, P0, 2422 MHz, 12481 MHz, 307.93 W, 600.00 W, 48, 16661 MiB, 97 %
2026/09/22 21:59:21.071, 0, P0, 2422 MHz, 12481 MHz, 324.49 W, 600.00 W, 49, 16661 MiB, 97 %
2026/09/22 21:59:22.072, 0, P0, 2422 MHz, 12481 MHz, 314.88 W, 600.00 W, 49, 16661 MiB, 97 %
2026/09/22 21:59:23.073, 0, P0, 2422 MHz, 12481 MHz, 318.98 W, 600.00 W, 49, 16661 MiB, 97 %
2026/09/22 21:59:24.074, 0, P0, 2422 MHz, 12481 MHz, 308.42 W, 600.00 W, 47, 16981 MiB, 96 %
2026/09/22 21:59:25.074, 0, P0, 2422 MHz, 12481 MHz, 304.54 W, 600.00 W, 49, 16981 MiB, 97 %
2026/09/22 21:59:26.075, 0, P0, 2422 MHz, 12481 MHz, 324.33 W, 600.00 W, 49, 16981 MiB, 97 %
2026/09/22 21:59:27.076, 0, P0, 2422 MHz, 12481 MHz, 312.85 W, 600.00 W, 49, 16981 MiB, 97 %
2026/09/22 21:59:28.077, 0, P0, 2422 MHz, 12481 MHz, 324.65 W, 600.00 W, 49, 16981 MiB, 97 %
2026/09/22 21:59:29.078, 0, P0, 2422 MHz, 12481 MHz, 296.38 W, 600.00 W, 49, 16981 MiB, 96 %
2026/09/22 21:59:30.079, 0, P0, 2422 MHz, 12481 MHz, 317.68 W, 600.00 W, 49, 16981 MiB, 97 %
2026/09/22 21:59:31.080, 0, P0, 2422 MHz, 12481 MHz, 321.53 W, 600.00 W, 49, 16981 MiB, 97 %
2026/09/22 21:59:32.081, 0, P0, 2422 MHz, 12481 MHz, 313.40 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:33.082, 0, P0, 2422 MHz, 12481 MHz, 325.39 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:34.082, 0, P0, 2422 MHz, 12481 MHz, 298.71 W, 600.00 W, 49, 16981 MiB, 97 %
2026/09/22 21:59:35.083, 0, P0, 2422 MHz, 12481 MHz, 322.00 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:36.084, 0, P0, 2422 MHz, 12481 MHz, 320.11 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:37.085, 0, P0, 2422 MHz, 12481 MHz, 317.94 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:38.086, 0, P0, 2422 MHz, 12481 MHz, 321.48 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:39.087, 0, P0, 2422 MHz, 12481 MHz, 297.17 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:40.088, 0, P0, 2422 MHz, 12481 MHz, 327.09 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:41.089, 0, P0, 2422 MHz, 12481 MHz, 299.81 W, 600.00 W, 50, 16981 MiB, 96 %
2026/09/22 21:59:42.090, 0, P0, 2422 MHz, 12481 MHz, 317.12 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:43.091, 0, P0, 2422 MHz, 12481 MHz, 321.70 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:44.091, 0, P0, 2422 MHz, 12481 MHz, 315.86 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:45.092, 0, P0, 2422 MHz, 12481 MHz, 322.72 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:46.093, 0, P0, 2422 MHz, 12481 MHz, 301.52 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:47.094, 0, P0, 2422 MHz, 12481 MHz, 323.97 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:48.095, 0, P0, 2422 MHz, 12481 MHz, 317.40 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:49.096, 0, P0, 2422 MHz, 12481 MHz, 317.74 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:50.097, 0, P0, 2422 MHz, 12481 MHz, 320.99 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:51.097, 0, P0, 2422 MHz, 12481 MHz, 295.79 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:52.098, 0, P0, 2422 MHz, 12481 MHz, 327.46 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:53.099, 0, P0, 2422 MHz, 12481 MHz, 313.75 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:54.099, 0, P0, 2422 MHz, 12481 MHz, 322.23 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:55.100, 0, P0, 2422 MHz, 12481 MHz, 301.78 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:56.101, 0, P0, 2422 MHz, 12481 MHz, 315.41 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:57.102, 0, P0, 2422 MHz, 12481 MHz, 322.90 W, 600.00 W, 50, 16981 MiB, 92 %
2026/09/22 21:59:58.103, 0, P0, 2422 MHz, 12481 MHz, 316.42 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 21:59:59.103, 0, P0, 2422 MHz, 12481 MHz, 328.24 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 22:00:00.104, 0, P0, 2422 MHz, 12481 MHz, 300.90 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 22:00:01.105, 0, P0, 2422 MHz, 12481 MHz, 319.52 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 22:00:02.106, 0, P0, 2422 MHz, 12481 MHz, 322.78 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 22:00:03.107, 0, P0, 2422 MHz, 12481 MHz, 316.49 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 22:00:04.107, 0, P0, 2422 MHz, 12481 MHz, 306.06 W, 600.00 W, 50, 16981 MiB, 94 %
2026/09/22 22:00:05.108, 0, P0, 2422 MHz, 12481 MHz, 285.71 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 22:00:06.109, 0, P0, 2422 MHz, 12481 MHz, 320.56 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 22:00:07.110, 0, P0, 2422 MHz, 12481 MHz, 317.28 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 22:00:08.110, 0, P0, 2422 MHz, 12481 MHz, 298.80 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 22:00:09.111, 0, P0, 2422 MHz, 12481 MHz, 327.46 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 22:00:10.112, 0, P0, 2422 MHz, 12481 MHz, 312.15 W, 600.00 W, 50, 16981 MiB, 96 %
2026/09/22 22:00:11.113, 0, P0, 2422 MHz, 12481 MHz, 322.90 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 22:00:12.114, 0, P0, 2422 MHz, 12481 MHz, 299.42 W, 600.00 W, 50, 16981 MiB, 84 %
2026/09/22 22:00:13.115, 0, P0, 2422 MHz, 12481 MHz, 316.10 W, 600.00 W, 50, 16981 MiB, 96 %
2026/09/22 22:00:14.116, 0, P0, 2422 MHz, 12481 MHz, 319.81 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 22:00:15.117, 0, P0, 2422 MHz, 12481 MHz, 311.30 W, 600.00 W, 50, 16981 MiB, 96 %
2026/09/22 22:00:16.117, 0, P0, 2422 MHz, 12481 MHz, 328.19 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 22:00:17.119, 0, P0, 2422 MHz, 12481 MHz, 308.06 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 22:00:18.120, 0, P0, 2422 MHz, 12481 MHz, 321.48 W, 600.00 W, 50, 16981 MiB, 96 %
2026/09/22 22:00:19.121, 0, P0, 2422 MHz, 12481 MHz, 315.94 W, 600.00 W, 50, 16981 MiB, 96 %
2026/09/22 22:00:20.122, 0, P0, 2422 MHz, 12481 MHz, 315.60 W, 600.00 W, 50, 16981 MiB, 96 %
2026/09/22 22:00:21.123, 0, P0, 2422 MHz, 12481 MHz, 320.83 W, 600.00 W, 50, 16981 MiB, 96 %
2026/09/22 22:00:22.124, 0, P0, 2422 MHz, 12481 MHz, 305.41 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 22:00:23.124, 0, P0, 2422 MHz, 12481 MHz, 326.57 W, 600.00 W, 50, 16981 MiB, 96 %
2026/09/22 22:00:24.125, 0, P0, 2422 MHz, 12481 MHz, 312.67 W, 600.00 W, 50, 16981 MiB, 96 %
2026/09/22 22:00:25.126, 0, P0, 2422 MHz, 12481 MHz, 320.86 W, 600.00 W, 50, 16981 MiB, 96 %
2026/09/22 22:00:26.127, 0, P0, 2422 MHz, 12481 MHz, 307.64 W, 600.00 W, 50, 16981 MiB, 89 %
2026/09/22 22:00:27.128, 0, P0, 2422 MHz, 12481 MHz, 315.00 W, 600.00 W, 50, 16981 MiB, 96 %
2026/09/22 22:00:28.129, 0, P0, 2422 MHz, 12481 MHz, 318.00 W, 600.00 W, 50, 16981 MiB, 92 %
2026/09/22 22:00:29.130, 0, P0, 2422 MHz, 12481 MHz, 305.27 W, 600.00 W, 50, 16981 MiB, 96 %
2026/09/22 22:00:30.131, 0, P0, 2422 MHz, 12481 MHz, 324.95 W, 600.00 W, 50, 16981 MiB, 96 %
2026/09/22 22:00:31.132, 0, P0, 2422 MHz, 12481 MHz, 313.93 W, 600.00 W, 50, 16981 MiB, 96 %
2026/09/22 22:00:32.133, 0, P0, 2422 MHz, 12481 MHz, 319.80 W, 600.00 W, 50, 16981 MiB, 96 %
2026/09/22 22:00:33.134, 0, P0, 2422 MHz, 12481 MHz, 312.67 W, 600.00 W, 50, 16981 MiB, 96 %
2026/09/22 22:00:34.135, 0, P0, 2422 MHz, 12481 MHz, 313.98 W, 600.00 W, 50, 16981 MiB, 96 %
2026/09/22 22:00:35.136, 0, P0, 2422 MHz, 12481 MHz, 323.26 W, 600.00 W, 50, 16981 MiB, 92 %
2026/09/22 22:00:36.137, 0, P0, 2422 MHz, 12481 MHz, 313.26 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 22:00:37.137, 0, P0, 2422 MHz, 12481 MHz, 328.88 W, 600.00 W, 51, 16981 MiB, 97 %
2026/09/22 22:00:38.138, 0, P0, 2422 MHz, 12481 MHz, 306.82 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 22:00:39.139, 0, P0, 2422 MHz, 12481 MHz, 321.40 W, 600.00 W, 51, 16981 MiB, 97 %
2026/09/22 22:00:40.140, 0, P0, 2422 MHz, 12481 MHz, 319.93 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 22:00:41.141, 0, P0, 2422 MHz, 12481 MHz, 317.70 W, 600.00 W, 51, 16981 MiB, 97 %
2026/09/22 22:00:42.141, 0, P0, 2422 MHz, 12481 MHz, 323.73 W, 600.00 W, 50, 16981 MiB, 96 %
2026/09/22 22:00:43.142, 0, P0, 2422 MHz, 12481 MHz, 307.33 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 22:00:44.143, 0, P0, 2422 MHz, 12481 MHz, 329.25 W, 600.00 W, 51, 16981 MiB, 97 %
2026/09/22 22:00:45.144, 0, P0, 2422 MHz, 12481 MHz, 314.16 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 22:00:46.144, 0, P0, 2422 MHz, 12481 MHz, 323.54 W, 600.00 W, 51, 16981 MiB, 97 %
2026/09/22 22:00:47.145, 0, P0, 2422 MHz, 12481 MHz, 314.52 W, 600.00 W, 50, 16981 MiB, 96 %
2026/09/22 22:00:48.146, 0, P0, 2422 MHz, 12481 MHz, 317.35 W, 600.00 W, 51, 16981 MiB, 97 %
2026/09/22 22:00:49.147, 0, P0, 2422 MHz, 12481 MHz, 322.70 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 22:00:50.148, 0, P0, 2422 MHz, 12481 MHz, 315.98 W, 600.00 W, 50, 16981 MiB, 97 %
2026/09/22 22:00:51.149, 0, P0, 2422 MHz, 12481 MHz, 324.07 W, 600.00 W, 51, 16979 MiB, 97 %
2026/09/22 22:00:52.150, 0, P0, 2422 MHz, 12481 MHz, 90.74 W, 600.00 W, 46, 0 MiB, 0 %
2026/09/22 22:00:53.150, 0, P0, 2422 MHz, 12481 MHz, 88.85 W, 600.00 W, 45, 2995 MiB, 7 %
2026/09/22 22:00:54.150, 0, P0, 2422 MHz, 12481 MHz, 87.64 W, 600.00 W, 44, 6291 MiB, 6 %
2026/09/22 22:00:55.151, 0, P0, 2422 MHz, 12481 MHz, 89.59 W, 600.00 W, 44, 9363 MiB, 7 %
2026/09/22 22:00:56.151, 0, P0, 2422 MHz, 12481 MHz, 89.38 W, 600.00 W, 44, 12371 MiB, 6 %
2026/09/22 22:00:57.152, 0, P0, 2355 MHz, 12481 MHz, 91.10 W, 600.00 W, 43, 14739 MiB, 4 %
2026/09/22 22:00:58.152, 0, P0, 2355 MHz, 12481 MHz, 93.17 W, 600.00 W, 43, 14739 MiB, 0 %
2026/09/22 22:00:59.153, 0, P0, 2355 MHz, 12481 MHz, 91.29 W, 600.00 W, 43, 14739 MiB, 0 %
2026/09/22 22:01:00.153, 0, P0, 2355 MHz, 12481 MHz, 91.21 W, 600.00 W, 42, 14739 MiB, 0 %
2026/09/22 22:01:01.153, 0, P0, 2355 MHz, 12481 MHz, 91.70 W, 600.00 W, 42, 14739 MiB, 0 %
2026/09/22 22:01:02.154, 0, P0, 2355 MHz, 12481 MHz, 91.75 W, 600.00 W, 42, 14739 MiB, 0 %
2026/09/22 22:01:03.154, 0, P0, 2355 MHz, 12481 MHz, 91.26 W, 600.00 W, 42, 14739 MiB, 0 %
2026/09/22 22:01:04.154, 0, P0, 2355 MHz, 12481 MHz, 90.77 W, 600.00 W, 42, 14739 MiB, 0 %
2026/09/22 22:01:05.155, 0, P0, 2355 MHz, 12481 MHz, 90.35 W, 600.00 W, 41, 14739 MiB, 0 %
2026/09/22 22:01:06.155, 0, P0, 2355 MHz, 12481 MHz, 91.71 W, 600.00 W, 41, 14739 MiB, 0 %
2026/09/22 22:01:07.155, 0, P0, 2422 MHz, 12481 MHz, 263.26 W, 600.00 W, 46, 15891 MiB, 97 %
2026/09/22 22:01:08.156, 0, P0, 2422 MHz, 12481 MHz, 317.62 W, 600.00 W, 46, 15891 MiB, 97 %
2026/09/22 22:01:09.157, 0, P0, 2422 MHz, 12481 MHz, 312.26 W, 600.00 W, 47, 16661 MiB, 96 %
2026/09/22 22:01:10.158, 0, P0, 2422 MHz, 12481 MHz, 307.66 W, 600.00 W, 47, 16661 MiB, 97 %
2026/09/22 22:01:11.158, 0, P0, 2422 MHz, 12481 MHz, 318.25 W, 600.00 W, 47, 16661 MiB, 97 %
2026/09/22 22:01:12.159, 0, P0, 2422 MHz, 12481 MHz, 313.24 W, 600.00 W, 47, 16661 MiB, 97 %
2026/09/22 22:01:13.160, 0, P0, 2422 MHz, 12481 MHz, 321.37 W, 600.00 W, 47, 16661 MiB, 97 %
2026/09/22 22:01:14.161, 0, P0, 2422 MHz, 12481 MHz, 279.30 W, 600.00 W, 47, 17109 MiB, 64 %
2026/09/22 22:01:15.162, 0, P0, 2422 MHz, 12481 MHz, 313.21 W, 600.00 W, 48, 17109 MiB, 97 %
2026/09/22 22:01:16.162, 0, P0, 2422 MHz, 12481 MHz, 317.63 W, 600.00 W, 48, 17109 MiB, 97 %
2026/09/22 22:01:17.163, 0, P0, 2422 MHz, 12481 MHz, 312.71 W, 600.00 W, 48, 17109 MiB, 97 %
2026/09/22 22:01:18.164, 0, P0, 2422 MHz, 12481 MHz, 324.54 W, 600.00 W, 48, 17109 MiB, 97 %
2026/09/22 22:01:19.164, 0, P0, 2422 MHz, 12481 MHz, 278.09 W, 600.00 W, 48, 17109 MiB, 97 %
2026/09/22 22:01:20.166, 0, P0, 2422 MHz, 12481 MHz, 315.67 W, 600.00 W, 48, 17109 MiB, 97 %
2026/09/22 22:01:21.166, 0, P0, 2422 MHz, 12481 MHz, 319.01 W, 600.00 W, 48, 17109 MiB, 97 %
2026/09/22 22:01:22.167, 0, P0, 2422 MHz, 12481 MHz, 313.27 W, 600.00 W, 49, 17109 MiB, 97 %
2026/09/22 22:01:23.168, 0, P0, 2422 MHz, 12481 MHz, 319.52 W, 600.00 W, 48, 17109 MiB, 94 %
2026/09/22 22:01:24.169, 0, P0, 2422 MHz, 12481 MHz, 281.61 W, 600.00 W, 48, 17109 MiB, 97 %
2026/09/22 22:01:25.170, 0, P0, 2422 MHz, 12481 MHz, 318.40 W, 600.00 W, 49, 17109 MiB, 97 %
2026/09/22 22:01:26.171, 0, P0, 2422 MHz, 12481 MHz, 318.70 W, 600.00 W, 49, 17109 MiB, 97 %
2026/09/22 22:01:27.172, 0, P0, 2422 MHz, 12481 MHz, 314.73 W, 600.00 W, 49, 17109 MiB, 97 %
2026/09/22 22:01:28.172, 0, P0, 2422 MHz, 12481 MHz, 318.84 W, 600.00 W, 49, 17109 MiB, 97 %
