name, memory.total [MiB], memory.used [MiB], memory.free [MiB], temperature.gpu, power.draw [W], pstate
NVIDIA RTX PRO 6000 Blackwell Server Edition, 97887 MiB, 0 MiB, 97250 MiB, 33, 33.50 W, P8
