#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260812    02:58:41       0     32     32      -      0      0      0      0      0      0    405    180      0      0      0 
 20260812    02:58:41       1     33     32      -      0      0      0      0      0      0    405    180      0      0      0 
 20260812    02:58:42       0     53     33      -      0      0      0      0      0      0  12481   2325    595    594      0 
 20260812    02:58:42       1     59     33      -      9      0      0      0      0      0  12481   2370   1043   1042      0 
 20260812    02:58:43       0     89     33      -      5      0      0      0      0      0  12481   2317   3251   3250      0 
 20260812    02:58:43       1     91     33      -      8      0      0      0      0      0  12481   2370   3799   3798      0 
 20260812    02:58:44       0     89     34      -      6      0      0      0      0      0  12481   2325   5651   5650      0 
 20260812    02:58:44       1     91     33      -      8      0      0      0      0      0  12481   2370   6557   6556      0 
 20260812    02:58:45       0     89     34      -      6      0      0      0      0      0  12481   2317   8147   8146      0 
 20260812    02:58:45       1     91     34      -      9      0      0      0      0      0  12481   2370   9345   9344      0 
 20260812    02:58:46       0     89     34      -      6      0      0      0      0      0  12481   2325  10739  10738      0 
 20260812    02:58:46       1     91     34      -      9      0      0      0      0      0  12481   2370  12103  12102      0 
 20260812    02:58:47       0     89     34      -      6      0      0      0      0      0  12481   2317  13235  13234      0 
 20260812    02:58:47       1     91     34      -     10      0      0      0      0      0  12481   2370  14923  14922      0 
 20260812    02:58:48       0     88     34      -      0      0      0      0      0      0  12481   2325  14739  14738      0 
 20260812    02:58:48       1     91     34      -      0      0      0      0      0      0  12481   2370  17455  17454      0 
 20260812    02:58:49       0     88     34      -      0      0      0      0      0      0  12481   2325  14739  14738      0 
 20260812    02:58:49       1     90     34      -      0      0      0      0      0      0  12481   2370  17455  17454      0 
 20260812    02:58:50       0    288     48      -    100     37      0      0      0      0  12481   2422  19507  19506      0 
 20260812    02:58:50       1    275     40      -     95     33      0      0      0      0  12481   2332  19727  19726      0 
 20260812    02:58:51       0    435     44      -    100     84      0      0      0      0  12481   2355  19507  19506      0 
 20260812    02:58:51       1    359     41      -     97     40      0      0      0      0  12481   2340  19727  19726      0 
 20260812    02:58:52       0    428     50      -    100     32      0      0      0      0  12481   2415  19507  19506      0 
 20260812    02:58:52       1    349     45      -     96     40      0      0      0      0  12481   2317  20015  20014      0 
 20260812    02:58:53       0    429     50      -    100     27      0      0      0      0  12481   2407  19507  19506      0 
 20260812    02:58:53       1    353     42      -     97     40      0      0      0      0  12481   2385  20015  20014      0 
 20260812    02:58:54       0    100     38      -      0      0      0      0      0      0  12481   2317  19507  19506      0 
 20260812    02:58:54       1    312     43      -     99     36      0      0      0      0  12481   2325  20081  20080      0 
 20260812    02:58:55       0     90     38      -      0      0      0      0      0      0  12481   2317  19507  19506      0 
 20260812    02:58:55       1    375     45      -     95     26      0      0      0      0  12481   2355  20209  20208      0 
 20260812    02:58:56       0     89     37      -      0      0      0      0      0      0  12481   2317  19507  19506      0 
 20260812    02:58:56       1    312     43      -     97     40      0      0      0      0  12481   2355  20209  20208      0 
 20260812    02:58:57       0     93     37      -      0      0      0      0      0      0  12481   2310      0      0      0 
 20260812    02:58:57       1    186     38      -      0      0      0      0      0      0  12481   2370  20209  20208      0 
 20260812    02:58:58       0     91     37      -      0      0      0      0      0      0  12481   2310      0      0      0 
 20260812    02:58:58       1     92     38      -      2      0      0      0      0      0  12481   2362  20209  20208      0 
 20260812    02:58:59       0     51     36      -      0      0      0      0      0      0  12481    682      0      0      0 
 20260812    02:58:59       1     96     38      -      0      0      0      0      0      0  12481   2362      0      0      0 
