0, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0 MiB, 36, 180 MHz, 49.11 W
1, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0 MiB, 37, 180 MHz, 48.48 W
