Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
21.0,6599262,260,25381.8,24960.0,23648,30400,1486.1,qmatvec_bf16w_multi4_f32
19.6,6157504,240,25656.3,26080.5,21792,28768,1781.3,sdpa_naive_mask_f32
16.4,5147353,740,6955.9,3968.0,3424,13697,4248.8,qmatvec_bf16w_f32
11.8,3717867,260,14299.5,14272.0,13472,15489,351.8,hc_diet_stage1_f32
8.6,2713730,220,12335.1,6976.0,6112,20448,6277.2,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)"
7.3,2298977,260,8842.2,8800.0,8224,9760,325.7,hc_diet_stage3_f32
5.9,1856035,720,2577.8,2015.0,1664,4639,941.3,rms_norm_f32_v2
1.9,596231,480,1242.1,1232.0,928,1664,225.9,rope_neox_f32
1.3,393462,240,1639.4,1631.0,1567,1888,42.3,q_gate_split_f32
1.1,342182,320,1069.3,1056.0,832,1312,97.6,mul_f32
0.9,297795,100,2977.9,2992.0,2784,3296,104.0,dwconv_causal_f32
0.9,289125,260,1112.0,1120.0,960,1376,65.2,hc_diet_stage2_f32
0.8,259041,240,1079.3,1088.0,992,1248,48.3,sigmoid_f32
0.8,257859,260,991.8,1008.0,928,1120,50.5,q4e_push_f32
0.6,183010,80,2287.6,2272.0,2112,2688,134.2,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)8, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)"
0.3,101218,20,5060.9,5072.0,4928,5153,63.4,gdn_scan_step_f32
0.3,85216,80,1065.2,1072.0,992,1152,47.0,add_scaled_rows_f32
0.2,72960,80,912.0,896.0,800,1184,90.1,axpy_f32
0.1,33920,20,1696.0,1696.0,1632,1824,58.7,rms_sigmul_f32
0.1,23264,20,1163.2,1168.0,1056,1344,85.8,gdn_glog_f32
