Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
28.4,56025363,9032,6203.0,4160.0,2912,47552,8276.5,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)"
21.3,42050252,392,107271.1,71648.0,70080,1658528,224044.5,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)"
17.4,34403948,1152,29864.5,29216.0,28512,32256,1156.7,qmatvec_nvfp4_modelopt_sel_f32
7.0,13918338,288,48327.6,48160.0,46304,51776,1078.8,"std::enable_if<T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)1, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)"
7.0,13899013,768,18097.7,18080.0,17568,18816,190.4,hc_inject_gates_f32
6.9,13575706,3680,3689.1,3936.0,1664,4544,735.3,rms_norm_f32_v2
5.1,9986211,288,34674.3,34656.0,33888,35648,322.0,gdn_scan_naive_f32
1.8,3643648,3488,1044.6,1024.0,960,1184,44.1,add_scaled_rows_f32
1.2,2418241,96,25190.0,25296.0,21696,27744,1575.0,sdpa_naive_mask_f32
0.8,1551264,776,1999.1,1984.0,1920,2400,75.8,hc_mix_epilogue_f32
0.5,987330,768,1285.6,1264.0,992,1696,252.8,silu_mul_f32
0.5,953504,320,2979.7,2944.0,2848,3360,104.7,dwconv_causal_f32
0.5,927488,384,2415.3,2400.0,2272,2848,93.7,sigmoid_dot_rows_f32
0.4,850688,776,1096.2,1024.0,960,1376,101.6,hc_lowrank_reduce_f32
0.3,675072,384,1758.0,1728.0,1664,2016,84.4,axpy_rows_seq_f32
0.2,398944,416,959.0,960.0,928,1152,29.2,mul_f32
0.2,364961,384,950.4,928.0,896,1248,38.9,sigmoid_f32
0.2,351296,288,1219.8,1216.0,1152,1504,55.9,gdn_glog_f32
0.1,222880,192,1160.8,1152.0,1024,1344,107.4,rope_neox_f32
0.1,155520,96,1620.0,1600.0,1536,1792,38.6,q_gate_split_f32
0.0,72192,32,2256.0,2144.0,2112,2592,193.0,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)8, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)"
0.0,31008,32,969.0,928.0,896,1120,77.6,axpy_f32
