Time (%),Total Time (ns),Count,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Operation
79.0,3016855,4256,708.8,704.0,640,1376,39.1,[CUDA memcpy Device-to-Device]
10.3,391392,1016,385.2,320.0,288,1568,221.3,[CUDA memcpy Host-to-Device]
10.1,385569,520,741.5,480.0,416,18016,2136.4,[CUDA memcpy Device-to-Host]
0.6,23680,32,740.0,704.0,704,928,56.8,[CUDA memset]
