Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
47.3,89166218,11340,7863.0,6144.0,2272,424608,18224.3,qmatvec_bf16w_f32
19.5,36793188,2880,12775.4,13888.0,5984,15936,2265.0,qmatvec_nvfp4_modelopt_sel_f32_v3
7.2,13653921,1940,7038.1,7040.0,6592,7648,217.4,hc_norm_planes_f32
3.2,6119616,240,25498.4,25952.0,21824,28480,1804.6,sdpa_naive_mask_f32
2.9,5479441,700,7827.8,6016.0,5184,20192,4610.2,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)"
2.8,5230080,1920,2724.0,2720.0,2560,3040,90.5,hc_inject_partials_bf16w_f32
1.9,3642656,1940,1877.7,1920.0,1728,2272,98.7,hc_mix_epilogue_f32
1.9,3541537,720,4918.8,4928.0,4736,5248,105.9,gdn_scan_step_f32
1.2,2349440,800,2936.8,2912.0,2688,3520,124.1,dwconv_causal_f32
1.2,2283136,960,2378.3,2368.0,2144,2912,117.1,sigmoid_dot_rows_f32
1.2,2264448,1920,1179.4,1024.0,896,1856,217.2,silu_mul_f32
1.1,2149216,1920,1119.4,1120.0,1024,1568,72.5,add_f32
1.1,2004352,1920,1043.9,1024.0,960,1376,58.6,hc_write_planes_f32
1.0,1913792,1920,996.8,992.0,896,1792,80.7,q4e_push_f32
1.0,1833504,1940,945.1,960.0,832,1312,91.4,hc_lowrank_reduce_f32
1.0,1790818,720,2487.2,1920.0,1536,4479,988.7,rms_norm_f32_v2
0.9,1786561,1920,930.5,928.0,832,1344,46.9,hc_inject_reduce_f32
0.7,1335137,960,1390.8,1376.0,1056,1856,162.1,axpy_rows_seq_f32
0.6,1211712,720,1682.9,1664.0,1568,1984,84.5,rms_sigmul_f32
0.6,1134305,1040,1090.7,1088.0,992,1408,88.0,add_scaled_rows_f32
0.5,867872,720,1205.4,1184.0,1024,1568,94.1,gdn_glog_f32
0.3,572256,480,1192.2,1168.0,896,1632,229.5,rope_neox_f32
0.2,382464,240,1593.6,1600.0,1504,1760,47.5,q_gate_split_f32
0.2,320033,320,1000.1,928.0,832,1408,135.5,mul_f32
0.1,260928,240,1087.2,1088.0,1024,1248,46.4,sigmoid_f32
0.1,183136,80,2289.2,2272.0,2112,2592,137.2,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)8, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)"
0.0,72288,80,903.6,896.0,800,1088,79.9,axpy_f32
