/root/spill-receipts/a-d60/hitgate/ev-on/qwen-off-server.log:[prefix-cache] restore landed off the tick: 64 tokens (158.8MB) complete after 1 poll(s), 2.1ms from submission to completion, 2.2ms to re-admission (tick-top poll); recurrent copy 0.29ms owner stream
/root/spill-receipts/a-d60/hitgate/ev-on/qwen-off-server.log:[prefix-cache] restore landed off the tick: 64 tokens (158.8MB) complete after 1 poll(s), 2.2ms from submission to completion, 2.2ms to re-admission (tick-top poll); recurrent copy 0.29ms owner stream
/root/spill-receipts/a-d60/hitgate/ev-on/qwen-off-server.log:[prefix-cache] restore landed off the tick: 64 tokens (158.8MB) complete after 1 poll(s), 2.3ms from submission to completion, 2.4ms to re-admission (tick-top poll); recurrent copy 0.30ms owner stream
/root/spill-receipts/a-d60/hitgate/ev-on/qwen-off-server.log:[prefix-cache] restore submitted off the tick: 64 tokens, 32 planes (158.8MB), ticket seq=2 on the contracts door's copy stream; recurrent state copied on the owner stream; request parked; recurrent copy 0.18ms host
/root/spill-receipts/a-d60/hitgate/ev-on/qwen-off-server.log:[prefix-cache] restore submitted off the tick: 64 tokens, 32 planes (158.8MB), ticket seq=3 on the contracts door's copy stream; recurrent state copied on the owner stream; request parked; recurrent copy 0.19ms host
/root/spill-receipts/a-d60/hitgate/ev-on/qwen-off-server.log:[prefix-cache] restore submitted off the tick: 64 tokens, 32 planes (158.8MB), ticket seq=5 on the contracts door's copy stream; recurrent state copied on the owner stream; request parked; recurrent copy 0.19ms host
/root/spill-receipts/a-d60/hitgate/ev-on/qwen-on-server.log:[prefix-cache] restore landed off the tick: 128 tokens (160.9MB) complete after 1 poll(s), 2.1ms from submission to completion, 2.2ms to re-admission (tick-top poll); draft plane ready; recurrent copy 0.30ms owner stream
/root/spill-receipts/a-d60/hitgate/ev-on/qwen-on-server.log:[prefix-cache] restore landed off the tick: 64 tokens (158.8MB) complete after 1 poll(s), 2.1ms from submission to completion, 2.2ms to re-admission (tick-top poll); recurrent copy 0.29ms owner stream
/root/spill-receipts/a-d60/hitgate/ev-on/qwen-on-server.log:[prefix-cache] restore landed off the tick: 64 tokens (158.9MB) complete after 1 poll(s), 2.1ms from submission to completion, 2.2ms to re-admission (tick-top poll); draft plane ready; recurrent copy 0.29ms owner stream
/root/spill-receipts/a-d60/hitgate/ev-on/qwen-on-server.log:[prefix-cache] restore landed off the tick: 64 tokens (158.9MB) complete after 1 poll(s), 2.1ms from submission to completion, 2.2ms to re-admission (tick-top poll); draft plane ready; recurrent copy 0.30ms owner stream
/root/spill-receipts/a-d60/hitgate/ev-on/qwen-on-server.log:[prefix-cache] restore landed off the tick: 64 tokens (158.9MB) complete after 1 poll(s), 2.1ms from submission to completion, 2.2ms to re-admission (tick-top poll); draft plane ready; recurrent copy 0.30ms owner stream
