2026/08/12 01:25:48.101, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P8, 59, 10.09, [N/A], 180, 157, 0
2026/08/12 01:25:48.615, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 58, 33.98, [N/A], 180, 452, 0
2026/08/12 01:25:49.116, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 59, 30.15, [N/A], 1590, 1252, 0
2026/08/12 01:25:49.618, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 59, 29.84, [N/A], 1590, 1956, 13
2026/08/12 01:25:50.119, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 59, 29.66, [N/A], 1590, 2948, 9
2026/08/12 01:25:50.620, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 59, 29.75, [N/A], 1590, 3492, 1
2026/08/12 01:25:51.121, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 59, 29.59, [N/A], 1590, 4036, 7
2026/08/12 01:25:51.623, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 59, 29.44, [N/A], 1590, 4292, 2
2026/08/12 01:25:52.124, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 60, 29.22, [N/A], 1590, 4484, 2
2026/08/12 01:25:52.625, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 60, 29.18, [N/A], 1590, 6020, 5
2026/08/12 01:25:53.126, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 67, 54.91, [N/A], 1785, 6020, 96
2026/08/12 01:25:53.628, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 69, 123.36, [N/A], 2152, 6020, 96
2026/08/12 01:25:54.129, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 68, 172.05, [N/A], 1822, 6020, 96
2026/08/12 01:25:54.633, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 70, 170.79, [N/A], 2115, 6020, 96
2026/08/12 01:25:55.134, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 73, 172.46, [N/A], 1942, 6116, 100
2026/08/12 01:25:55.635, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 70, 165.84, [N/A], 1972, 6116, 93
2026/08/12 01:25:56.137, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 71, 164.95, [N/A], 1972, 6116, 93
2026/08/12 01:25:56.639, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 71, 165.40, [N/A], 1972, 6116, 93
2026/08/12 01:25:57.141, NVIDIA GeForce RTX 5090 Laptop GPU, GPU-1a3cbffc-29df-926c-df5c-29b4c210ef5d, P0, 71, 165.39, [N/A], 1965, 6116, 94
