=== rep 1/5 ===
  [o35b-pp512/plain rep4] prefill_toks = 1047.4
  [o35b-pp512/plain rep4] decode_toks = 208.07
  [o35b-pp512/plain rep4] argmax_match_lines = 1
  [o35b-pp512/batch rep4] prefill_toks = 1074.7
  [o35b-pp512/batch rep4] decode_toks = 208.42
  [o35b-pp512/batch rep4] argmax_match_lines = 1
=== rep 5/5 ===
  [q35-board2048/exact0 rep5] prefill_toks = 3523.1
  [q35-board2048/exact0 rep5] decode_toks = 174.33
  [q35-board2048/exact0 rep5] argmax_match_lines = 1
  [q35-board2048/plain rep5] prefill_toks = 3157.8
  [q35-board2048/plain rep5] decode_toks = 177.82
  [q35-board2048/plain rep5] argmax_match_lines = 1
  [q35-board2048/batch rep5] prefill_toks = 3394.8
  [q35-board2048/batch rep5] decode_toks = 177.53
  [q35-board2048/batch rep5] argmax_match_lines = 1
  [o35b-pp512/exact0 rep5] prefill_toks = 1077.0
  [o35b-pp512/exact0 rep5] decode_toks = 207.35
  [o35b-pp512/exact0 rep5] argmax_match_lines = 1
  [o35b-pp512/plain rep5] prefill_toks = 1042.3
  [o35b-pp512/plain rep5] decode_toks = 207.78
  [o35b-pp512/plain rep5] argmax_match_lines = 1
  [o35b-pp512/batch rep5] prefill_toks = 1067.6
  [o35b-pp512/batch rep5] decode_toks = 208.24
  [o35b-pp512/batch rep5] argmax_match_lines = 1
=== medians ===
o35b-pp512       batch    N=5 median=1074.7 range=[1067.6,1080.0]
o35b-pp512       exact0   N=5 median=1079.7 range=[1077.0,1081.7]
o35b-pp512       plain    N=5 median=1049.4 range=[1042.3,1052.3]
q35-board2048    batch    N=5 median=3416.6 range=[3394.8,3427.6]
q35-board2048    exact0   N=5 median=3524.1 range=[3518.5,3539.2]
q35-board2048    plain    N=5 median=3167.3 range=[3157.8,3178.3]
