timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/26 17:25:05.463, 60, 20.19 W, 180 MHz, 810 MHz, 2 MiB, 0 %
2026/09/26 17:25:05.717, 60, 20.19 W, 180 MHz, 810 MHz, 596 MiB, 0 %
2026/09/26 17:25:05.967, 61, 26.04 W, 180 MHz, 810 MHz, 1460 MiB, 1 %
2026/09/26 17:25:06.217, 61, 26.04 W, 180 MHz, 810 MHz, 2516 MiB, 1 %
2026/09/26 17:25:06.467, 61, 57.98 W, 2625 MHz, 13365 MHz, 3604 MiB, 15 %
2026/09/26 17:25:06.718, 61, 57.98 W, 2625 MHz, 13365 MHz, 4660 MiB, 15 %
2026/09/26 17:25:06.968, 60, 91.84 W, 2625 MHz, 13365 MHz, 5812 MiB, 14 %
2026/09/26 17:25:07.218, 60, 91.84 W, 2625 MHz, 13365 MHz, 6868 MiB, 14 %
2026/09/26 17:25:07.468, 60, 91.16 W, 2625 MHz, 13365 MHz, 7924 MiB, 15 %
2026/09/26 17:25:07.718, 60, 91.16 W, 2625 MHz, 13365 MHz, 9044 MiB, 15 %
2026/09/26 17:25:07.969, 60, 91.24 W, 2625 MHz, 13365 MHz, 10132 MiB, 16 %
2026/09/26 17:25:08.219, 60, 91.24 W, 2625 MHz, 13365 MHz, 11188 MiB, 16 %
2026/09/26 17:25:08.469, 60, 91.45 W, 2625 MHz, 13365 MHz, 12308 MiB, 16 %
2026/09/26 17:25:08.719, 60, 91.45 W, 2625 MHz, 13365 MHz, 13364 MiB, 16 %
2026/09/26 17:25:08.969, 60, 91.22 W, 2625 MHz, 13365 MHz, 14484 MiB, 15 %
2026/09/26 17:25:09.219, 60, 91.22 W, 2625 MHz, 13365 MHz, 14740 MiB, 15 %
2026/09/26 17:25:09.470, 60, 90.09 W, 2617 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:09.720, 60, 90.09 W, 2617 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:09.970, 59, 88.44 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:10.220, 59, 88.44 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:10.470, 59, 87.95 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:10.720, 59, 87.95 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:10.970, 59, 87.95 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:11.221, 59, 87.95 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:11.471, 59, 85.94 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:11.721, 59, 85.94 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:11.971, 59, 85.94 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:12.221, 59, 85.94 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:12.471, 59, 85.31 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:12.721, 59, 85.31 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:12.971, 59, 85.31 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:13.222, 59, 85.31 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:13.472, 58, 85.20 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:13.722, 58, 85.20 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:13.972, 58, 85.20 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:14.222, 58, 85.20 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:14.472, 58, 84.86 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:14.722, 58, 84.86 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:14.973, 58, 84.86 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:15.223, 58, 84.86 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:15.473, 57, 84.11 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:25:15.723, 57, 84.11 W, 2610 MHz, 13365 MHz, 19572 MiB, 0 %
2026/09/26 17:25:15.973, 69, 122.99 W, 2640 MHz, 13365 MHz, 19572 MiB, 100 %
2026/09/26 17:25:16.223, 69, 122.99 W, 2640 MHz, 13365 MHz, 19572 MiB, 100 %
2026/09/26 17:25:16.473, 72, 414.13 W, 2677 MHz, 13365 MHz, 19572 MiB, 100 %
2026/09/26 17:25:16.724, 72, 414.13 W, 2677 MHz, 13365 MHz, 19572 MiB, 100 %
2026/09/26 17:25:16.974, 72, 602.32 W, 2677 MHz, 13365 MHz, 19572 MiB, 100 %
2026/09/26 17:25:17.224, 72, 602.32 W, 2677 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:17.474, 73, 580.05 W, 2722 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:17.724, 73, 580.05 W, 2722 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:17.974, 74, 582.54 W, 2662 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:18.224, 74, 582.54 W, 2662 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:18.474, 72, 597.94 W, 2670 MHz, 13365 MHz, 20148 MiB, 85 %
2026/09/26 17:25:18.724, 72, 597.94 W, 2670 MHz, 13365 MHz, 20148 MiB, 85 %
2026/09/26 17:25:18.974, 67, 460.02 W, 2820 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:19.224, 67, 460.02 W, 2820 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:19.475, 67, 402.85 W, 2812 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:19.725, 67, 402.85 W, 2812 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:19.975, 68, 453.47 W, 2820 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:20.225, 68, 453.47 W, 2820 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:20.475, 68, 465.96 W, 2827 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:20.725, 68, 465.96 W, 2827 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:20.975, 68, 465.52 W, 2820 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:21.225, 68, 465.52 W, 2820 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:21.475, 67, 378.10 W, 2827 MHz, 13365 MHz, 20148 MiB, 99 %
2026/09/26 17:25:21.726, 67, 378.10 W, 2827 MHz, 13365 MHz, 20148 MiB, 99 %
2026/09/26 17:25:21.976, 67, 370.61 W, 2820 MHz, 13365 MHz, 20148 MiB, 99 %
2026/09/26 17:25:22.226, 67, 370.61 W, 2820 MHz, 13365 MHz, 20148 MiB, 99 %
2026/09/26 17:25:22.476, 68, 448.01 W, 2827 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:22.726, 68, 448.01 W, 2827 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:22.976, 68, 470.60 W, 2827 MHz, 13365 MHz, 20148 MiB, 95 %
2026/09/26 17:25:23.226, 68, 470.60 W, 2827 MHz, 13365 MHz, 20148 MiB, 95 %
2026/09/26 17:25:23.476, 68, 461.65 W, 2812 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:23.726, 68, 461.65 W, 2812 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:23.976, 68, 446.06 W, 2820 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:24.226, 68, 446.06 W, 2820 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:24.476, 69, 461.20 W, 2827 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:24.727, 69, 461.20 W, 2827 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:24.977, 68, 471.32 W, 2827 MHz, 13365 MHz, 20148 MiB, 95 %
2026/09/26 17:25:25.227, 68, 471.32 W, 2827 MHz, 13365 MHz, 20148 MiB, 95 %
2026/09/26 17:25:25.477, 68, 451.71 W, 2812 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:25.727, 68, 451.71 W, 2812 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:25.977, 68, 437.54 W, 2812 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:26.227, 68, 437.54 W, 2812 MHz, 13365 MHz, 20148 MiB, 100 %
2026/09/26 17:25:26.477, 69, 456.93 W, 2827 MHz, 13365 MHz, 20148 MiB, 100 %
