name, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB]
NVIDIA GeForce RTX 5090 Laptop GPU, 74, 131.13 W, 1590 MHz, 14001 MHz, 15 MiB
