timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/26 17:43:16.806, 66, 120.92 W, 2835 MHz, 14001 MHz, 2 MiB, 0 %
2026/09/26 17:43:17.058, 66, 117.64 W, 2835 MHz, 14001 MHz, 596 MiB, 0 %
2026/09/26 17:43:17.308, 66, 117.64 W, 2835 MHz, 14001 MHz, 1716 MiB, 0 %
2026/09/26 17:43:17.558, 65, 112.92 W, 2625 MHz, 13365 MHz, 2772 MiB, 14 %
2026/09/26 17:43:17.808, 65, 112.92 W, 2625 MHz, 13365 MHz, 3860 MiB, 14 %
2026/09/26 17:43:18.058, 65, 101.06 W, 2625 MHz, 13365 MHz, 4916 MiB, 15 %
2026/09/26 17:43:18.308, 65, 101.06 W, 2625 MHz, 13365 MHz, 6004 MiB, 15 %
2026/09/26 17:43:18.559, 64, 96.08 W, 2625 MHz, 13365 MHz, 7060 MiB, 16 %
2026/09/26 17:43:18.809, 64, 96.08 W, 2625 MHz, 13365 MHz, 8148 MiB, 16 %
2026/09/26 17:43:19.059, 64, 95.81 W, 2625 MHz, 13365 MHz, 9236 MiB, 14 %
2026/09/26 17:43:19.309, 64, 95.81 W, 2625 MHz, 13365 MHz, 10292 MiB, 14 %
2026/09/26 17:43:19.559, 64, 95.50 W, 2625 MHz, 13365 MHz, 11348 MiB, 17 %
2026/09/26 17:43:19.809, 64, 95.50 W, 2625 MHz, 13365 MHz, 12436 MiB, 17 %
2026/09/26 17:43:20.059, 63, 95.18 W, 2625 MHz, 13365 MHz, 13556 MiB, 15 %
2026/09/26 17:43:20.309, 63, 95.18 W, 2625 MHz, 13365 MHz, 14612 MiB, 15 %
2026/09/26 17:43:20.559, 63, 94.64 W, 2617 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:20.809, 63, 94.64 W, 2617 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:21.059, 63, 92.97 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:21.309, 63, 92.97 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:21.560, 63, 92.22 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:21.810, 63, 92.22 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:22.060, 63, 92.22 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:22.310, 63, 92.22 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:22.560, 62, 89.29 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:22.810, 62, 89.29 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:23.060, 62, 89.29 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:23.310, 62, 89.29 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:23.560, 62, 88.14 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:23.810, 62, 88.14 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:24.060, 62, 88.14 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:24.310, 62, 88.14 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:24.561, 61, 88.15 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:24.811, 61, 88.15 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:25.061, 61, 88.15 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:25.311, 61, 88.15 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:25.561, 61, 87.87 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:25.811, 61, 87.87 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:26.061, 61, 87.87 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:26.311, 61, 87.87 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:26.562, 60, 86.90 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:26.812, 60, 86.90 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/26 17:43:27.062, 60, 87.32 W, 2617 MHz, 13365 MHz, 15892 MiB, 33 %
2026/09/26 17:43:27.312, 60, 87.32 W, 2617 MHz, 13365 MHz, 15892 MiB, 33 %
2026/09/26 17:43:27.562, 68, 234.37 W, 2812 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/26 17:43:27.813, 68, 234.37 W, 2812 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/26 17:43:28.063, 68, 408.94 W, 2820 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/26 17:43:28.313, 68, 408.94 W, 2820 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/26 17:43:28.563, 69, 458.37 W, 2827 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/26 17:43:28.813, 69, 458.37 W, 2827 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/26 17:43:29.063, 69, 474.18 W, 2827 MHz, 13365 MHz, 16212 MiB, 94 %
2026/09/26 17:43:29.313, 69, 474.18 W, 2827 MHz, 13365 MHz, 16532 MiB, 94 %
2026/09/26 17:43:29.563, 69, 456.20 W, 2812 MHz, 13365 MHz, 16660 MiB, 99 %
2026/09/26 17:43:29.813, 69, 456.20 W, 2812 MHz, 13365 MHz, 16660 MiB, 99 %
2026/09/26 17:43:30.063, 69, 443.32 W, 2812 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/26 17:43:30.313, 69, 443.32 W, 2812 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/26 17:43:30.564, 70, 455.82 W, 2827 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/26 17:43:30.814, 70, 455.82 W, 2827 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/26 17:43:31.064, 70, 476.50 W, 2827 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/26 17:43:31.314, 70, 476.50 W, 2827 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/26 17:43:31.564, 70, 467.72 W, 2820 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/26 17:43:31.814, 70, 467.72 W, 2820 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/26 17:43:32.064, 69, 453.09 W, 2820 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/26 17:43:32.314, 69, 453.09 W, 2820 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/26 17:43:32.564, 70, 460.57 W, 2827 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/26 17:43:32.814, 70, 460.57 W, 2827 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/26 17:43:33.064, 70, 475.19 W, 2827 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/26 17:43:33.315, 70, 475.19 W, 2827 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/26 17:43:33.565, 67, 452.51 W, 2812 MHz, 13365 MHz, 17140 MiB, 73 %
2026/09/26 17:43:33.815, 67, 452.51 W, 2812 MHz, 13365 MHz, 17140 MiB, 73 %
2026/09/26 17:43:34.065, 70, 433.32 W, 2812 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/26 17:43:34.315, 70, 433.32 W, 2812 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/26 17:43:34.565, 71, 442.48 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/26 17:43:34.815, 71, 442.48 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/26 17:43:35.065, 71, 474.31 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/26 17:43:35.315, 71, 474.31 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/26 17:43:35.565, 70, 472.22 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/26 17:43:35.815, 70, 472.22 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/26 17:43:36.066, 70, 457.59 W, 2812 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/26 17:43:36.316, 70, 457.59 W, 2812 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/26 17:43:36.566, 71, 460.30 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/26 17:43:36.816, 71, 460.30 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/26 17:43:37.066, 71, 473.91 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/26 17:43:37.316, 71, 473.91 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/26 17:43:37.566, 71, 470.27 W, 2820 MHz, 13365 MHz, 17140 MiB, 99 %
2026/09/26 17:43:37.816, 71, 470.27 W, 2820 MHz, 13365 MHz, 17140 MiB, 99 %
2026/09/26 17:43:38.066, 70, 448.48 W, 2812 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/26 17:43:38.317, 70, 448.48 W, 2812 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/26 17:43:38.567, 71, 450.60 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/26 17:43:38.817, 71, 450.60 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/26 17:43:39.067, 71, 471.94 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/26 17:43:39.317, 71, 471.94 W, 2827 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/26 17:43:39.567, 71, 472.85 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/26 17:43:39.817, 71, 472.85 W, 2820 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/26 17:43:40.067, 71, 460.89 W, 2812 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/26 17:43:40.317, 71, 460.89 W, 2812 MHz, 13365 MHz, 17140 MiB, 100 %
