2026-09-21T20:18:48.143Z	boot
2026-09-21T20:19:02.191Z	ready
2026-09-21T20:19:50.305Z	demote-done
2026-09-21T20:20:38.107Z	promote-done
2026-09-21T20:20:39.110Z	stopped
