t	layer	projection	row	bit_diffs	current_argmax	fused_argmax	status
7	29	4	2	0	29	29	PASS
7	29	4	3	0	13	13	PASS
7	29	4	4	0	29	29	PASS
7	29	4	5	0	29	29	PASS
7	29	4	6	0	29	29	PASS
7	29	5	0	0	49	49	PASS
7	29	5	1	0	49	49	PASS
7	29	5	2	0	49	49	PASS
7	29	5	3	0	49	49	PASS
7	29	5	4	0	49	49	PASS
7	29	5	5	0	49	49	PASS
7	29	5	6	0	49	49	PASS
7	30	0	0	0	6097	6097	PASS
7	30	0	1	0	6097	6097	PASS
7	30	0	2	0	7127	7127	PASS
7	30	0	3	0	6739	6739	PASS
7	30	0	4	0	5896	5896	PASS
7	30	0	5	0	1391	1391	PASS
7	30	0	6	0	4026	4026	PASS
7	30	1	0	0	6677	6677	PASS
7	30	1	1	0	6677	6677	PASS
7	30	1	2	0	6677	6677	PASS
7	30	1	3	0	6677	6677	PASS
7	30	1	4	0	777	777	PASS
7	30	1	5	0	6677	6677	PASS
7	30	1	6	0	6677	6677	PASS
7	30	2	0	0	1780	1780	PASS
7	30	2	1	0	1780	1780	PASS
7	30	2	2	0	1780	1780	PASS
7	30	2	3	0	2526	2526	PASS
7	30	2	4	0	4310	4310	PASS
7	30	2	5	0	1780	1780	PASS
7	30	2	6	0	5674	5674	PASS
7	30	3	0	0	54	54	PASS
7	30	3	1	0	92	92	PASS
7	30	3	2	0	92	92	PASS
7	30	3	3	0	50	50	PASS
7	30	3	4	0	92	92	PASS
7	30	3	5	0	48	48	PASS
7	30	3	6	0	77	77	PASS
7	30	4	0	0	126	126	PASS
7	30	4	1	0	126	126	PASS
7	30	4	2	0	13	13	PASS
7	30	4	3	0	122	122	PASS
7	30	4	4	0	84	84	PASS
7	30	4	5	0	122	122	PASS
7	30	4	6	0	122	122	PASS
7	30	5	0	0	49	49	PASS
7	30	5	1	0	6	6	PASS
7	30	5	2	0	61	61	PASS
7	30	5	3	0	6	6	PASS
7	30	5	4	0	49	49	PASS
7	30	5	5	0	49	49	PASS
7	30	5	6	0	49	49	PASS
7	32	0	0	0	2889	2889	PASS
7	32	0	1	0	2889	2889	PASS
7	32	0	2	0	7474	7474	PASS
7	32	0	3	0	2889	2889	PASS
7	32	0	4	0	884	884	PASS
7	32	0	5	0	3761	3761	PASS
7	32	0	6	0	424	424	PASS
7	32	1	0	0	489	489	PASS
7	32	1	1	0	489	489	PASS
7	32	1	2	0	489	489	PASS
7	32	1	3	0	489	489	PASS
7	32	1	4	0	489	489	PASS
7	32	1	5	0	489	489	PASS
7	32	1	6	0	489	489	PASS
7	32	2	0	0	656	656	PASS
7	32	2	1	0	666	666	PASS
7	32	2	2	0	4654	4654	PASS
7	32	2	3	0	4654	4654	PASS
7	32	2	4	0	2664	2664	PASS
7	32	2	5	0	551	551	PASS
7	32	2	6	0	551	551	PASS
7	32	3	0	0	24	24	PASS
7	32	3	1	0	73	73	PASS
7	32	3	2	0	99	99	PASS
7	32	3	3	0	29	29	PASS
7	32	3	4	0	73	73	PASS
7	32	3	5	0	19	19	PASS
7	32	3	6	0	19	19	PASS
7	32	4	0	0	58	58	PASS
7	32	4	1	0	80	80	PASS
7	32	4	2	0	80	80	PASS
7	32	4	3	0	80	80	PASS
7	32	4	4	0	13	13	PASS
7	32	4	5	0	25	25	PASS
7	32	4	6	0	51	51	PASS
7	32	5	0	0	51	51	PASS
7	32	5	1	0	17	17	PASS
7	32	5	2	0	51	51	PASS
7	32	5	3	0	51	51	PASS
7	32	5	4	0	4	4	PASS
7	32	5	5	0	57	57	PASS
7	32	5	6	0	57	57	PASS
7	33	0	0	0	4898	4898	PASS
7	33	0	1	0	1176	1176	PASS
7	33	0	2	0	1176	1176	PASS
7	33	0	3	0	1176	1176	PASS
7	33	0	4	0	4898	4898	PASS
7	33	0	5	0	4898	4898	PASS
7	33	0	6	0	2302	2302	PASS
7	33	1	0	0	4881	4881	PASS
7	33	1	1	0	4898	4898	PASS
7	33	1	2	0	4881	4881	PASS
7	33	1	3	0	1297	1297	PASS
7	33	1	4	0	6728	6728	PASS
7	33	1	5	0	4881	4881	PASS
7	33	1	6	0	4881	4881	PASS
7	33	2	0	0	6188	6188	PASS
7	33	2	1	0	6893	6893	PASS
7	33	2	2	0	2512	2512	PASS
7	33	2	3	0	2512	2512	PASS
7	33	2	4	0	5275	5275	PASS
7	33	2	5	0	637	637	PASS
7	33	2	6	0	6924	6924	PASS
7	33	3	0	0	0	0	PASS
7	33	3	1	0	73	73	PASS
7	33	3	2	0	23	23	PASS
7	33	3	3	0	16	16	PASS
7	33	3	4	0	10	10	PASS
7	33	3	5	0	101	101	PASS
7	33	3	6	0	0	0	PASS
7	33	4	0	0	53	53	PASS
7	33	4	1	0	72	72	PASS
7	33	4	2	0	26	26	PASS
7	33	4	3	0	53	53	PASS
7	33	4	4	0	53	53	PASS
7	33	4	5	0	53	53	PASS
7	33	4	6	0	53	53	PASS
7	33	5	0	0	38	38	PASS
7	33	5	1	0	38	38	PASS
7	33	5	2	0	14	14	PASS
7	33	5	3	0	38	38	PASS
7	33	5	4	0	38	38	PASS
7	33	5	5	0	38	38	PASS
7	33	5	6	0	38	38	PASS
7	34	0	0	0	4678	4678	PASS
7	34	0	1	0	4678	4678	PASS
7	34	0	2	0	4678	4678	PASS
7	34	0	3	0	4678	4678	PASS
7	34	0	4	0	4678	4678	PASS
7	34	0	5	0	4678	4678	PASS
7	34	0	6	0	4678	4678	PASS
7	34	1	0	0	2301	2301	PASS
7	34	1	1	0	2301	2301	PASS
7	34	1	2	0	2301	2301	PASS
7	34	1	3	0	2301	2301	PASS
7	34	1	4	0	2301	2301	PASS
7	34	1	5	0	2301	2301	PASS
7	34	1	6	0	2301	2301	PASS
7	34	2	0	0	4610	4610	PASS
7	34	2	1	0	4610	4610	PASS
7	34	2	2	0	4610	4610	PASS
7	34	2	3	0	4610	4610	PASS
7	34	2	4	0	4610	4610	PASS
7	34	2	5	0	4610	4610	PASS
7	34	2	6	0	4610	4610	PASS
7	34	3	0	0	122	122	PASS
7	34	3	1	0	122	122	PASS
7	34	3	2	0	53	53	PASS
7	34	3	3	0	35	35	PASS
7	34	3	4	0	64	64	PASS
7	34	3	5	0	66	66	PASS
7	34	3	6	0	10	10	PASS
7	34	4	0	0	77	77	PASS
7	34	4	1	0	77	77	PASS
7	34	4	2	0	77	77	PASS
7	34	4	3	0	106	106	PASS
7	34	4	4	0	77	77	PASS
7	34	4	5	0	77	77	PASS
7	34	4	6	0	77	77	PASS
7	34	5	0	0	63	63	PASS
7	34	5	1	0	63	63	PASS
7	34	5	2	0	50	50	PASS
7	34	5	3	0	48	48	PASS
7	34	5	4	0	63	63	PASS
7	34	5	5	0	23	23	PASS
7	34	5	6	0	63	63	PASS
7	36	0	0	0	7599	7599	PASS
7	36	0	1	0	7599	7599	PASS
7	36	0	2	0	7599	7599	PASS
7	36	0	3	0	995	995	PASS
7	36	0	4	0	2512	2512	PASS
7	36	0	5	0	6015	6015	PASS
7	36	0	6	0	2077	2077	PASS
7	36	1	0	0	7583	7583	PASS
7	36	1	1	0	7583	7583	PASS
7	36	1	2	0	1914	1914	PASS
7	36	1	3	0	4486	4486	PASS
7	36	1	4	0	1996	1996	PASS
7	36	1	5	0	4169	4169	PASS
7	36	1	6	0	1865	1865	PASS
7	36	2	0	0	5825	5825	PASS
7	36	2	1	0	4612	4612	PASS
7	36	2	2	0	5223	5223	PASS
7	36	2	3	0	2001	2001	PASS
7	36	2	4	0	5398	5398	PASS
7	36	2	5	0	2916	2916	PASS
7	36	2	6	0	5890	5890	PASS
7	36	3	0	0	12	12	PASS
7	36	3	1	0	69	69	PASS
7	36	3	2	0	101	101	PASS
7	36	3	3	0	69	69	PASS
7	36	3	4	0	51	51	PASS
7	36	3	5	0	9	9	PASS
7	36	3	6	0	12	12	PASS
7	36	4	0	0	27	27	PASS
7	36	4	1	0	27	27	PASS
7	36	4	2	0	37	37	PASS
7	36	4	3	0	27	27	PASS
7	36	4	4	0	115	115	PASS
7	36	4	5	0	39	39	PASS
7	36	4	6	0	27	27	PASS
7	36	5	0	0	55	55	PASS
7	36	5	1	0	54	54	PASS
7	36	5	2	0	40	40	PASS
7	36	5	3	0	55	55	PASS
7	36	5	4	0	55	55	PASS
7	36	5	5	0	12	12	PASS
7	36	5	6	0	55	55	PASS
7	37	0	0	0	2225	2225	PASS
7	37	0	1	0	7407	7407	PASS
7	37	0	2	0	1599	1599	PASS
7	37	0	3	0	5742	5742	PASS
7	37	0	4	0	4825	4825	PASS
7	37	0	5	0	4921	4921	PASS
7	37	0	6	0	1350	1350	PASS
7	37	1	0	0	2534	2534	PASS
7	37	1	1	0	2546	2546	PASS
7	37	1	2	0	5472	5472	PASS
7	37	1	3	0	6728	6728	PASS
7	37	1	4	0	6754	6754	PASS
7	37	1	5	0	2546	2546	PASS
7	37	1	6	0	2546	2546	PASS
7	37	2	0	0	7346	7346	PASS
7	37	2	1	0	3008	3008	PASS
7	37	2	2	0	5436	5436	PASS
7	37	2	3	0	5608	5608	PASS
7	37	2	4	0	5220	5220	PASS
7	37	2	5	0	1548	1548	PASS
7	37	2	6	0	1734	1734	PASS
7	37	3	0	0	103	103	PASS
7	37	3	1	0	103	103	PASS
7	37	3	2	0	46	46	PASS
7	37	3	3	0	103	103	PASS
7	37	3	4	0	98	98	PASS
7	37	3	5	0	42	42	PASS
7	37	3	6	0	6	6	PASS
7	37	4	0	0	13	13	PASS
7	37	4	1	0	46	46	PASS
7	37	4	2	0	87	87	PASS
7	37	4	3	0	46	46	PASS
7	37	4	4	0	53	53	PASS
7	37	4	5	0	87	87	PASS
7	37	4	6	0	17	17	PASS
7	37	5	0	0	28	28	PASS
7	37	5	1	0	62	62	PASS
7	37	5	2	0	38	38	PASS
7	37	5	3	0	37	37	PASS
7	37	5	4	0	37	37	PASS
7	37	5	5	0	37	37	PASS
7	37	5	6	0	37	37	PASS
7	38	0	0	0	5071	5071	PASS
7	38	0	1	0	5071	5071	PASS
7	38	0	2	0	4616	4616	PASS
7	38	0	3	0	4616	4616	PASS
7	38	0	4	0	4616	4616	PASS
7	38	0	5	0	2833	2833	PASS
7	38	0	6	0	7883	7883	PASS
7	38	1	0	0	4743	4743	PASS
7	38	1	1	0	6758	6758	PASS
7	38	1	2	0	5343	5343	PASS
7	38	1	3	0	4743	4743	PASS
7	38	1	4	0	1964	1964	PASS
7	38	1	5	0	4743	4743	PASS
7	38	1	6	0	4743	4743	PASS
7	38	2	0	0	4784	4784	PASS
7	38	2	1	0	4784	4784	PASS
7	38	2	2	0	4784	4784	PASS
7	38	2	3	0	4784	4784	PASS
7	38	2	4	0	4784	4784	PASS
7	38	2	5	0	4784	4784	PASS
7	38	2	6	0	4784	4784	PASS
7	38	3	0	0	113	113	PASS
7	38	3	1	0	45	45	PASS
7	38	3	2	0	42	42	PASS
7	38	3	3	0	88	88	PASS
7	38	3	4	0	28	28	PASS
7	38	3	5	0	113	113	PASS
7	38	3	6	0	47	47	PASS
7	38	4	0	0	17	17	PASS
7	38	4	1	0	17	17	PASS
7	38	4	2	0	10	10	PASS
7	38	4	3	0	85	85	PASS
7	38	4	4	0	17	17	PASS
7	38	4	5	0	85	85	PASS
7	38	4	6	0	75	75	PASS
7	38	5	0	0	40	40	PASS
7	38	5	1	0	32	32	PASS
7	38	5	2	0	61	61	PASS
7	38	5	3	0	0	0	PASS
7	38	5	4	0	55	55	PASS
7	38	5	5	0	0	0	PASS
7	38	5	6	0	0	0	PASS
7	40	0	0	0	448	448	PASS
7	40	0	1	0	448	448	PASS
7	40	0	2	0	448	448	PASS
7	40	0	3	0	448	448	PASS
7	40	0	4	0	448	448	PASS
7	40	0	5	0	448	448	PASS
7	40	0	6	0	448	448	PASS
7	40	1	0	0	389	389	PASS
7	40	1	1	0	389	389	PASS
7	40	1	2	0	389	389	PASS
7	40	1	3	0	389	389	PASS
7	40	1	4	0	389	389	PASS
7	40	1	5	0	389	389	PASS
7	40	1	6	0	389	389	PASS
7	40	2	0	0	7980	7980	PASS
7	40	2	1	0	7980	7980	PASS
7	40	2	2	0	7980	7980	PASS
7	40	2	3	0	7980	7980	PASS
7	40	2	4	0	7980	7980	PASS
7	40	2	5	0	2251	2251	PASS
7	40	2	6	0	7980	7980	PASS
7	40	3	0	0	40	40	PASS
7	40	3	1	0	12	12	PASS
7	40	3	2	0	29	29	PASS
7	40	3	3	0	122	122	PASS
7	40	3	4	0	53	53	PASS
7	40	3	5	0	6	6	PASS
7	40	3	6	0	53	53	PASS
7	40	4	0	0	3	3	PASS
7	40	4	1	0	3	3	PASS
7	40	4	2	0	10	10	PASS
7	40	4	3	0	10	10	PASS
7	40	4	4	0	10	10	PASS
7	40	4	5	0	52	52	PASS
7	40	4	6	0	10	10	PASS
7	40	5	0	0	29	29	PASS
7	40	5	1	0	6	6	PASS
7	40	5	2	0	19	19	PASS
7	40	5	3	0	6	6	PASS
7	40	5	4	0	45	45	PASS
7	40	5	5	0	45	45	PASS
7	40	5	6	0	6	6	PASS
7	41	0	0	0	3122	3122	PASS
7	41	0	1	0	8154	8154	PASS
7	41	0	2	0	7797	7797	PASS
7	41	0	3	0	6235	6235	PASS
7	41	0	4	0	4721	4721	PASS
7	41	0	5	0	7683	7683	PASS
7	41	0	6	0	4721	4721	PASS
7	41	1	0	0	667	667	PASS
7	41	1	1	0	667	667	PASS
7	41	1	2	0	667	667	PASS
7	41	1	3	0	667	667	PASS
7	41	1	4	0	667	667	PASS
7	41	1	5	0	667	667	PASS
7	41	1	6	0	667	667	PASS
7	41	2	0	0	6129	6129	PASS
7	41	2	1	0	6129	6129	PASS
7	41	2	2	0	6129	6129	PASS
7	41	2	3	0	6897	6897	PASS
7	41	2	4	0	6129	6129	PASS
7	41	2	5	0	6129	6129	PASS
7	41	2	6	0	6129	6129	PASS
7	41	3	0	0	28	28	PASS
7	41	3	1	0	28	28	PASS
7	41	3	2	0	28	28	PASS
7	41	3	3	0	28	28	PASS
7	41	3	4	0	17	17	PASS
7	41	3	5	0	17	17	PASS
7	41	3	6	0	28	28	PASS
7	41	4	0	0	33	33	PASS
7	41	4	1	0	33	33	PASS
7	41	4	2	0	33	33	PASS
7	41	4	3	0	100	100	PASS
7	41	4	4	0	33	33	PASS
7	41	4	5	0	33	33	PASS
7	41	4	6	0	88	88	PASS
7	41	5	0	0	47	47	PASS
7	41	5	1	0	19	19	PASS
7	41	5	2	0	31	31	PASS
7	41	5	3	0	31	31	PASS
7	41	5	4	0	3	3	PASS
7	41	5	5	0	5	5	PASS
7	41	5	6	0	5	5	PASS
7	42	0	0	0	6174	6174	PASS
7	42	0	1	0	7969	7969	PASS
7	42	0	2	0	6174	6174	PASS
7	42	0	3	0	2577	2577	PASS
7	42	0	4	0	2867	2867	PASS
7	42	0	5	0	4803	4803	PASS
7	42	0	6	0	6735	6735	PASS
7	42	1	0	0	6622	6622	PASS
7	42	1	1	0	5144	5144	PASS
7	42	1	2	0	6622	6622	PASS
7	42	1	3	0	5144	5144	PASS
7	42	1	4	0	6622	6622	PASS
7	42	1	5	0	6622	6622	PASS
7	42	1	6	0	6622	6622	PASS
7	42	2	0	0	5168	5168	PASS
7	42	2	1	0	5168	5168	PASS
7	42	2	2	0	5168	5168	PASS
7	42	2	3	0	5168	5168	PASS
7	42	2	4	0	5168	5168	PASS
7	42	2	5	0	5168	5168	PASS
7	42	2	6	0	5168	5168	PASS
7	42	3	0	0	0	0	PASS
7	42	3	1	0	93	93	PASS
7	42	3	2	0	110	110	PASS
7	42	3	3	0	56	56	PASS
7	42	3	4	0	93	93	PASS
7	42	3	5	0	78	78	PASS
7	42	3	6	0	56	56	PASS
7	42	4	0	0	122	122	PASS
7	42	4	1	0	122	122	PASS
7	42	4	2	0	122	122	PASS
7	42	4	3	0	52	52	PASS
7	42	4	4	0	8	8	PASS
7	42	4	5	0	52	52	PASS
7	42	4	6	0	52	52	PASS
7	42	5	0	0	7	7	PASS
7	42	5	1	0	7	7	PASS
7	42	5	2	0	7	7	PASS
7	42	5	3	0	7	7	PASS
7	42	5	4	0	7	7	PASS
7	42	5	5	0	7	7	PASS
7	42	5	6	0	7	7	PASS
7	44	0	0	0	7039	7039	PASS
7	44	0	1	0	7039	7039	PASS
7	44	0	2	0	7039	7039	PASS
7	44	0	3	0	7039	7039	PASS
7	44	0	4	0	7039	7039	PASS
7	44	0	5	0	7039	7039	PASS
7	44	0	6	0	7039	7039	PASS
7	44	1	0	0	2917	2917	PASS
7	44	1	1	0	2917	2917	PASS
7	44	1	2	0	2917	2917	PASS
7	44	1	3	0	2917	2917	PASS
7	44	1	4	0	2917	2917	PASS
7	44	1	5	0	2917	2917	PASS
7	44	1	6	0	2917	2917	PASS
7	44	2	0	0	5971	5971	PASS
7	44	2	1	0	2601	2601	PASS
7	44	2	2	0	5971	5971	PASS
7	44	2	3	0	5971	5971	PASS
7	44	2	4	0	2880	2880	PASS
7	44	2	5	0	2880	2880	PASS
7	44	2	6	0	5971	5971	PASS
7	44	3	0	0	57	57	PASS
7	44	3	1	0	57	57	PASS
7	44	3	2	0	37	37	PASS
7	44	3	3	0	57	57	PASS
7	44	3	4	0	43	43	PASS
7	44	3	5	0	28	28	PASS
7	44	3	6	0	57	57	PASS
7	44	4	0	0	89	89	PASS
7	44	4	1	0	70	70	PASS
7	44	4	2	0	99	99	PASS
7	44	4	3	0	29	29	PASS
7	44	4	4	0	124	124	PASS
7	44	4	5	0	99	99	PASS
7	44	4	6	0	116	116	PASS
7	44	5	0	0	35	35	PASS
7	44	5	1	0	53	53	PASS
7	44	5	2	0	53	53	PASS
7	44	5	3	0	10	10	PASS
7	44	5	4	0	1	1	PASS
7	44	5	5	0	23	23	PASS
7	44	5	6	0	19	19	PASS
