t	layer	projection	row	bit_diffs	current_argmax	fused_argmax	status
4	16	0	3	0	7619	7619	PASS
4	16	1	0	0	827	827	PASS
4	16	1	1	0	5139	5139	PASS
4	16	1	2	0	599	599	PASS
4	16	1	3	0	7609	7609	PASS
4	16	2	0	0	4430	4430	PASS
4	16	2	1	0	4430	4430	PASS
4	16	2	2	0	4430	4430	PASS
4	16	2	3	0	4430	4430	PASS
4	16	3	0	0	8	8	PASS
4	16	3	1	0	28	28	PASS
4	16	3	2	0	67	67	PASS
4	16	3	3	0	32	32	PASS
4	16	4	0	0	60	60	PASS
4	16	4	1	0	81	81	PASS
4	16	4	2	0	3	3	PASS
4	16	4	3	0	3	3	PASS
4	16	5	0	0	49	49	PASS
4	16	5	1	0	49	49	PASS
4	16	5	2	0	12	12	PASS
4	16	5	3	0	49	49	PASS
4	17	0	0	0	1992	1992	PASS
4	17	0	1	0	1992	1992	PASS
4	17	0	2	0	1992	1992	PASS
4	17	0	3	0	1992	1992	PASS
4	17	1	0	0	5356	5356	PASS
4	17	1	1	0	2253	2253	PASS
4	17	1	2	0	6972	6972	PASS
4	17	1	3	0	3305	3305	PASS
4	17	2	0	0	1364	1364	PASS
4	17	2	1	0	1364	1364	PASS
4	17	2	2	0	1364	1364	PASS
4	17	2	3	0	7163	7163	PASS
4	17	3	0	0	84	84	PASS
4	17	3	1	0	5	5	PASS
4	17	3	2	0	5	5	PASS
4	17	3	3	0	5	5	PASS
4	17	4	0	0	1	1	PASS
4	17	4	1	0	1	1	PASS
4	17	4	2	0	36	36	PASS
4	17	4	3	0	97	97	PASS
4	17	5	0	0	54	54	PASS
4	17	5	1	0	55	55	PASS
4	17	5	2	0	55	55	PASS
4	17	5	3	0	53	53	PASS
4	18	0	0	0	5754	5754	PASS
4	18	0	1	0	5754	5754	PASS
4	18	0	2	0	5754	5754	PASS
4	18	0	3	0	5754	5754	PASS
4	18	1	0	0	6850	6850	PASS
4	18	1	1	0	6850	6850	PASS
4	18	1	2	0	6850	6850	PASS
4	18	1	3	0	6850	6850	PASS
4	18	2	0	0	7743	7743	PASS
4	18	2	1	0	5867	5867	PASS
4	18	2	2	0	5049	5049	PASS
4	18	2	3	0	4348	4348	PASS
4	18	3	0	0	68	68	PASS
4	18	3	1	0	82	82	PASS
4	18	3	2	0	120	120	PASS
4	18	3	3	0	62	62	PASS
4	18	4	0	0	46	46	PASS
4	18	4	1	0	97	97	PASS
4	18	4	2	0	116	116	PASS
4	18	4	3	0	102	102	PASS
4	18	5	0	0	45	45	PASS
4	18	5	1	0	53	53	PASS
4	18	5	2	0	45	45	PASS
4	18	5	3	0	44	44	PASS
4	20	0	0	0	2298	2298	PASS
4	20	0	1	0	2208	2208	PASS
4	20	0	2	0	6447	6447	PASS
4	20	0	3	0	2208	2208	PASS
4	20	1	0	0	6053	6053	PASS
4	20	1	1	0	6053	6053	PASS
4	20	1	2	0	3149	3149	PASS
4	20	1	3	0	6053	6053	PASS
4	20	2	0	0	6823	6823	PASS
4	20	2	1	0	7268	7268	PASS
4	20	2	2	0	6823	6823	PASS
4	20	2	3	0	7511	7511	PASS
4	20	3	0	0	56	56	PASS
4	20	3	1	0	63	63	PASS
4	20	3	2	0	63	63	PASS
4	20	3	3	0	56	56	PASS
4	20	4	0	0	5	5	PASS
4	20	4	1	0	5	5	PASS
4	20	4	2	0	117	117	PASS
4	20	4	3	0	46	46	PASS
4	20	5	0	0	13	13	PASS
4	20	5	1	0	13	13	PASS
4	20	5	2	0	51	51	PASS
4	20	5	3	0	13	13	PASS
4	21	0	0	0	7202	7202	PASS
4	21	0	1	0	7202	7202	PASS
4	21	0	2	0	3415	3415	PASS
4	21	0	3	0	7265	7265	PASS
4	21	1	0	0	7189	7189	PASS
4	21	1	1	0	7253	7253	PASS
4	21	1	2	0	573	573	PASS
4	21	1	3	0	5044	5044	PASS
4	21	2	0	0	3873	3873	PASS
4	21	2	1	0	5606	5606	PASS
4	21	2	2	0	4100	4100	PASS
4	21	2	3	0	4388	4388	PASS
4	21	3	0	0	13	13	PASS
4	21	3	1	0	13	13	PASS
4	21	3	2	0	26	26	PASS
4	21	3	3	0	68	68	PASS
4	21	4	0	0	29	29	PASS
4	21	4	1	0	93	93	PASS
4	21	4	2	0	27	27	PASS
4	21	4	3	0	93	93	PASS
4	21	5	0	0	10	10	PASS
4	21	5	1	0	1	1	PASS
4	21	5	2	0	1	1	PASS
4	21	5	3	0	1	1	PASS
4	22	0	0	0	3720	3720	PASS
4	22	0	1	0	3720	3720	PASS
4	22	0	2	0	3720	3720	PASS
4	22	0	3	0	3720	3720	PASS
4	22	1	0	0	186	186	PASS
4	22	1	1	0	4155	4155	PASS
4	22	1	2	0	6407	6407	PASS
4	22	1	3	0	4844	4844	PASS
4	22	2	0	0	7545	7545	PASS
4	22	2	1	0	6970	6970	PASS
4	22	2	2	0	7138	7138	PASS
4	22	2	3	0	6970	6970	PASS
4	22	3	0	0	113	113	PASS
4	22	3	1	0	52	52	PASS
4	22	3	2	0	20	20	PASS
4	22	3	3	0	52	52	PASS
4	22	4	0	0	108	108	PASS
4	22	4	1	0	105	105	PASS
4	22	4	2	0	104	104	PASS
4	22	4	3	0	105	105	PASS
4	22	5	0	0	31	31	PASS
4	22	5	1	0	27	27	PASS
4	22	5	2	0	57	57	PASS
4	22	5	3	0	5	5	PASS
4	24	0	0	0	6739	6739	PASS
4	24	0	1	0	6739	6739	PASS
4	24	0	2	0	2073	2073	PASS
4	24	0	3	0	6739	6739	PASS
4	24	1	0	0	116	116	PASS
4	24	1	1	0	116	116	PASS
4	24	1	2	0	116	116	PASS
4	24	1	3	0	116	116	PASS
4	24	2	0	0	129	129	PASS
4	24	2	1	0	184	184	PASS
4	24	2	2	0	744	744	PASS
4	24	2	3	0	3689	3689	PASS
4	24	3	0	0	49	49	PASS
4	24	3	1	0	4	4	PASS
4	24	3	2	0	48	48	PASS
4	24	3	3	0	54	54	PASS
4	24	4	0	0	27	27	PASS
4	24	4	1	0	27	27	PASS
4	24	4	2	0	15	15	PASS
4	24	4	3	0	107	107	PASS
4	24	5	0	0	36	36	PASS
4	24	5	1	0	36	36	PASS
4	24	5	2	0	36	36	PASS
4	24	5	3	0	36	36	PASS
4	25	0	0	0	2569	2569	PASS
4	25	0	1	0	7221	7221	PASS
4	25	0	2	0	6853	6853	PASS
4	25	0	3	0	7221	7221	PASS
4	25	1	0	0	5443	5443	PASS
4	25	1	1	0	5414	5414	PASS
4	25	1	2	0	757	757	PASS
4	25	1	3	0	4373	4373	PASS
4	25	2	0	0	6016	6016	PASS
4	25	2	1	0	6016	6016	PASS
4	25	2	2	0	6016	6016	PASS
4	25	2	3	0	6016	6016	PASS
4	25	3	0	0	15	15	PASS
4	25	3	1	0	15	15	PASS
4	25	3	2	0	120	120	PASS
4	25	3	3	0	89	89	PASS
4	25	4	0	0	12	12	PASS
4	25	4	1	0	105	105	PASS
4	25	4	2	0	112	112	PASS
4	25	4	3	0	60	60	PASS
4	25	5	0	0	47	47	PASS
4	25	5	1	0	28	28	PASS
4	25	5	2	0	47	47	PASS
4	25	5	3	0	47	47	PASS
4	26	0	0	0	5725	5725	PASS
4	26	0	1	0	5725	5725	PASS
4	26	0	2	0	5725	5725	PASS
4	26	0	3	0	5725	5725	PASS
4	26	1	0	0	7338	7338	PASS
4	26	1	1	0	7338	7338	PASS
4	26	1	2	0	7550	7550	PASS
4	26	1	3	0	6107	6107	PASS
4	26	2	0	0	5810	5810	PASS
4	26	2	1	0	5810	5810	PASS
4	26	2	2	0	5810	5810	PASS
4	26	2	3	0	5810	5810	PASS
4	26	3	0	0	110	110	PASS
4	26	3	1	0	110	110	PASS
4	26	3	2	0	97	97	PASS
4	26	3	3	0	110	110	PASS
4	26	4	0	0	95	95	PASS
4	26	4	1	0	95	95	PASS
4	26	4	2	0	24	24	PASS
4	26	4	3	0	95	95	PASS
4	26	5	0	0	58	58	PASS
4	26	5	1	0	58	58	PASS
4	26	5	2	0	58	58	PASS
4	26	5	3	0	58	58	PASS
4	28	0	0	0	3801	3801	PASS
4	28	0	1	0	1057	1057	PASS
4	28	0	2	0	7878	7878	PASS
4	28	0	3	0	4647	4647	PASS
4	28	1	0	0	5644	5644	PASS
4	28	1	1	0	5644	5644	PASS
4	28	1	2	0	2468	2468	PASS
4	28	1	3	0	2420	2420	PASS
4	28	2	0	0	2973	2973	PASS
4	28	2	1	0	2973	2973	PASS
4	28	2	2	0	2512	2512	PASS
4	28	2	3	0	3743	3743	PASS
4	28	3	0	0	125	125	PASS
4	28	3	1	0	83	83	PASS
4	28	3	2	0	71	71	PASS
4	28	3	3	0	81	81	PASS
4	28	4	0	0	34	34	PASS
4	28	4	1	0	34	34	PASS
4	28	4	2	0	34	34	PASS
4	28	4	3	0	34	34	PASS
4	28	5	0	0	6	6	PASS
4	28	5	1	0	6	6	PASS
4	28	5	2	0	27	27	PASS
4	28	5	3	0	6	6	PASS
4	29	0	0	0	3655	3655	PASS
4	29	0	1	0	2412	2412	PASS
4	29	0	2	0	6688	6688	PASS
4	29	0	3	0	2412	2412	PASS
4	29	1	0	0	6689	6689	PASS
4	29	1	1	0	5225	5225	PASS
4	29	1	2	0	6689	6689	PASS
4	29	1	3	0	5225	5225	PASS
4	29	2	0	0	3810	3810	PASS
4	29	2	1	0	1131	1131	PASS
4	29	2	2	0	1257	1257	PASS
4	29	2	3	0	4984	4984	PASS
4	29	3	0	0	86	86	PASS
4	29	3	1	0	86	86	PASS
4	29	3	2	0	65	65	PASS
4	29	3	3	0	49	49	PASS
4	29	4	0	0	10	10	PASS
4	29	4	1	0	38	38	PASS
4	29	4	2	0	29	29	PASS
4	29	4	3	0	38	38	PASS
4	29	5	0	0	49	49	PASS
4	29	5	1	0	49	49	PASS
4	29	5	2	0	49	49	PASS
4	29	5	3	0	49	49	PASS
4	30	0	0	0	6570	6570	PASS
4	30	0	1	0	6570	6570	PASS
4	30	0	2	0	684	684	PASS
4	30	0	3	0	8122	8122	PASS
4	30	1	0	0	777	777	PASS
4	30	1	1	0	6677	6677	PASS
4	30	1	2	0	727	727	PASS
4	30	1	3	0	6677	6677	PASS
4	30	2	0	0	1780	1780	PASS
4	30	2	1	0	2761	2761	PASS
4	30	2	2	0	2451	2451	PASS
4	30	2	3	0	1780	1780	PASS
4	30	3	0	0	108	108	PASS
4	30	3	1	0	33	33	PASS
4	30	3	2	0	81	81	PASS
4	30	3	3	0	33	33	PASS
4	30	4	0	0	9	9	PASS
4	30	4	1	0	9	9	PASS
4	30	4	2	0	30	30	PASS
4	30	4	3	0	58	58	PASS
4	30	5	0	0	61	61	PASS
4	30	5	1	0	51	51	PASS
4	30	5	2	0	61	61	PASS
4	30	5	3	0	61	61	PASS
4	32	0	0	0	1719	1719	PASS
4	32	0	1	0	1719	1719	PASS
4	32	0	2	0	7474	7474	PASS
4	32	0	3	0	1719	1719	PASS
4	32	1	0	0	489	489	PASS
4	32	1	1	0	489	489	PASS
4	32	1	2	0	489	489	PASS
4	32	1	3	0	489	489	PASS
4	32	2	0	0	551	551	PASS
4	32	2	1	0	551	551	PASS
4	32	2	2	0	551	551	PASS
4	32	2	3	0	551	551	PASS
4	32	3	0	0	44	44	PASS
4	32	3	1	0	48	48	PASS
4	32	3	2	0	23	23	PASS
4	32	3	3	0	23	23	PASS
4	32	4	0	0	89	89	PASS
4	32	4	1	0	89	89	PASS
4	32	4	2	0	107	107	PASS
4	32	4	3	0	58	58	PASS
4	32	5	0	0	48	48	PASS
4	32	5	1	0	48	48	PASS
4	32	5	2	0	57	57	PASS
4	32	5	3	0	51	51	PASS
4	33	0	0	0	2958	2958	PASS
4	33	0	1	0	8015	8015	PASS
4	33	0	2	0	4898	4898	PASS
4	33	0	3	0	1210	1210	PASS
4	33	1	0	0	4898	4898	PASS
4	33	1	1	0	4898	4898	PASS
4	33	1	2	0	4881	4881	PASS
4	33	1	3	0	4898	4898	PASS
4	33	2	0	0	6249	6249	PASS
4	33	2	1	0	6249	6249	PASS
4	33	2	2	0	7284	7284	PASS
4	33	2	3	0	2512	2512	PASS
4	33	3	0	0	99	99	PASS
4	33	3	1	0	99	99	PASS
4	33	3	2	0	76	76	PASS
4	33	3	3	0	76	76	PASS
4	33	4	0	0	53	53	PASS
4	33	4	1	0	53	53	PASS
4	33	4	2	0	53	53	PASS
4	33	4	3	0	53	53	PASS
4	33	5	0	0	38	38	PASS
4	33	5	1	0	38	38	PASS
4	33	5	2	0	39	39	PASS
4	33	5	3	0	38	38	PASS
4	34	0	0	0	2695	2695	PASS
4	34	0	1	0	2695	2695	PASS
4	34	0	2	0	4678	4678	PASS
4	34	0	3	0	2695	2695	PASS
4	34	1	0	0	2301	2301	PASS
4	34	1	1	0	2301	2301	PASS
4	34	1	2	0	2301	2301	PASS
4	34	1	3	0	2301	2301	PASS
4	34	2	0	0	4610	4610	PASS
4	34	2	1	0	4610	4610	PASS
4	34	2	2	0	4610	4610	PASS
4	34	2	3	0	4610	4610	PASS
4	34	3	0	0	93	93	PASS
4	34	3	1	0	39	39	PASS
4	34	3	2	0	109	109	PASS
4	34	3	3	0	69	69	PASS
4	34	4	0	0	43	43	PASS
4	34	4	1	0	43	43	PASS
4	34	4	2	0	110	110	PASS
4	34	4	3	0	77	77	PASS
4	34	5	0	0	63	63	PASS
4	34	5	1	0	60	60	PASS
4	34	5	2	0	60	60	PASS
4	34	5	3	0	60	60	PASS
4	36	0	0	0	7069	7069	PASS
4	36	0	1	0	643	643	PASS
4	36	0	2	0	5349	5349	PASS
4	36	0	3	0	6584	6584	PASS
4	36	1	0	0	3286	3286	PASS
4	36	1	1	0	4047	4047	PASS
4	36	1	2	0	4047	4047	PASS
4	36	1	3	0	4110	4110	PASS
4	36	2	0	0	6654	6654	PASS
4	36	2	1	0	4814	4814	PASS
4	36	2	2	0	1602	1602	PASS
4	36	2	3	0	5509	5509	PASS
4	36	3	0	0	69	69	PASS
4	36	3	1	0	69	69	PASS
4	36	3	2	0	69	69	PASS
4	36	3	3	0	54	54	PASS
4	36	4	0	0	105	105	PASS
4	36	4	1	0	27	27	PASS
4	36	4	2	0	9	9	PASS
4	36	4	3	0	27	27	PASS
4	36	5	0	0	48	48	PASS
4	36	5	1	0	40	40	PASS
4	36	5	2	0	56	56	PASS
4	36	5	3	0	38	38	PASS
4	37	0	0	0	7930	7930	PASS
4	37	0	1	0	7930	7930	PASS
4	37	0	2	0	4046	4046	PASS
4	37	0	3	0	1635	1635	PASS
4	37	1	0	0	2546	2546	PASS
4	37	1	1	0	2546	2546	PASS
4	37	1	2	0	5472	5472	PASS
4	37	1	3	0	2546	2546	PASS
4	37	2	0	0	5608	5608	PASS
4	37	2	1	0	5608	5608	PASS
4	37	2	2	0	5617	5617	PASS
4	37	2	3	0	5617	5617	PASS
4	37	3	0	0	68	68	PASS
4	37	3	1	0	68	68	PASS
4	37	3	2	0	97	97	PASS
4	37	3	3	0	68	68	PASS
4	37	4	0	0	13	13	PASS
4	37	4	1	0	13	13	PASS
4	37	4	2	0	87	87	PASS
4	37	4	3	0	13	13	PASS
4	37	5	0	0	37	37	PASS
4	37	5	1	0	37	37	PASS
4	37	5	2	0	38	38	PASS
4	37	5	3	0	37	37	PASS
4	38	0	0	0	5071	5071	PASS
4	38	0	1	0	5071	5071	PASS
4	38	0	2	0	4616	4616	PASS
4	38	0	3	0	5071	5071	PASS
4	38	1	0	0	6758	6758	PASS
4	38	1	1	0	6758	6758	PASS
4	38	1	2	0	1073	1073	PASS
4	38	1	3	0	6758	6758	PASS
4	38	2	0	0	4784	4784	PASS
4	38	2	1	0	4784	4784	PASS
4	38	2	2	0	4784	4784	PASS
4	38	2	3	0	4784	4784	PASS
4	38	3	0	0	42	42	PASS
4	38	3	1	0	42	42	PASS
4	38	3	2	0	42	42	PASS
4	38	3	3	0	113	113	PASS
4	38	4	0	0	85	85	PASS
4	38	4	1	0	85	85	PASS
4	38	4	2	0	59	59	PASS
4	38	4	3	0	17	17	PASS
4	38	5	0	0	16	16	PASS
4	38	5	1	0	16	16	PASS
4	38	5	2	0	61	61	PASS
4	38	5	3	0	60	60	PASS
4	40	0	0	0	448	448	PASS
4	40	0	1	0	448	448	PASS
4	40	0	2	0	448	448	PASS
4	40	0	3	0	448	448	PASS
4	40	1	0	0	389	389	PASS
4	40	1	1	0	389	389	PASS
4	40	1	2	0	389	389	PASS
4	40	1	3	0	389	389	PASS
4	40	2	0	0	7219	7219	PASS
4	40	2	1	0	7980	7980	PASS
4	40	2	2	0	7219	7219	PASS
4	40	2	3	0	2251	2251	PASS
4	40	3	0	0	29	29	PASS
4	40	3	1	0	47	47	PASS
4	40	3	2	0	29	29	PASS
4	40	3	3	0	57	57	PASS
4	40	4	0	0	10	10	PASS
4	40	4	1	0	10	10	PASS
4	40	4	2	0	52	52	PASS
4	40	4	3	0	3	3	PASS
4	40	5	0	0	13	13	PASS
4	40	5	1	0	51	51	PASS
4	40	5	2	0	11	11	PASS
4	40	5	3	0	45	45	PASS
4	41	0	0	0	4813	4813	PASS
4	41	0	1	0	3133	3133	PASS
4	41	0	2	0	3875	3875	PASS
4	41	0	3	0	6235	6235	PASS
4	41	1	0	0	667	667	PASS
4	41	1	1	0	667	667	PASS
4	41	1	2	0	667	667	PASS
4	41	1	3	0	667	667	PASS
4	41	2	0	0	7793	7793	PASS
4	41	2	1	0	6129	6129	PASS
4	41	2	2	0	6129	6129	PASS
4	41	2	3	0	6129	6129	PASS
4	41	3	0	0	117	117	PASS
4	41	3	1	0	117	117	PASS
4	41	3	2	0	28	28	PASS
4	41	3	3	0	28	28	PASS
4	41	4	0	0	61	61	PASS
4	41	4	1	0	100	100	PASS
4	41	4	2	0	33	33	PASS
4	41	4	3	0	33	33	PASS
4	41	5	0	0	47	47	PASS
4	41	5	1	0	47	47	PASS
4	41	5	2	0	4	4	PASS
4	41	5	3	0	47	47	PASS
4	42	0	0	0	3788	3788	PASS
4	42	0	1	0	6174	6174	PASS
4	42	0	2	0	3788	3788	PASS
4	42	0	3	0	3263	3263	PASS
4	42	1	0	0	5144	5144	PASS
4	42	1	1	0	5144	5144	PASS
4	42	1	2	0	5144	5144	PASS
4	42	1	3	0	5144	5144	PASS
4	42	2	0	0	5168	5168	PASS
4	42	2	1	0	5168	5168	PASS
4	42	2	2	0	6613	6613	PASS
4	42	2	3	0	5168	5168	PASS
4	42	3	0	0	56	56	PASS
4	42	3	1	0	0	0	PASS
4	42	3	2	0	100	100	PASS
4	42	3	3	0	0	0	PASS
4	42	4	0	0	69	69	PASS
4	42	4	1	0	69	69	PASS
4	42	4	2	0	41	41	PASS
4	42	4	3	0	122	122	PASS
4	42	5	0	0	7	7	PASS
4	42	5	1	0	58	58	PASS
4	42	5	2	0	4	4	PASS
4	42	5	3	0	4	4	PASS
4	44	0	0	0	7039	7039	PASS
4	44	0	1	0	7039	7039	PASS
4	44	0	2	0	7039	7039	PASS
4	44	0	3	0	7039	7039	PASS
4	44	1	0	0	2917	2917	PASS
4	44	1	1	0	2917	2917	PASS
4	44	1	2	0	2917	2917	PASS
4	44	1	3	0	2917	2917	PASS
4	44	2	0	0	5971	5971	PASS
4	44	2	1	0	796	796	PASS
4	44	2	2	0	5971	5971	PASS
4	44	2	3	0	5971	5971	PASS
4	44	3	0	0	39	39	PASS
4	44	3	1	0	21	21	PASS
4	44	3	2	0	49	49	PASS
4	44	3	3	0	95	95	PASS
4	44	4	0	0	5	5	PASS
4	44	4	1	0	50	50	PASS
4	44	4	2	0	99	99	PASS
4	44	4	3	0	124	124	PASS
4	44	5	0	0	56	56	PASS
4	44	5	1	0	46	46	PASS
4	44	5	2	0	24	24	PASS
4	44	5	3	0	35	35	PASS
7	0	0	0	0	7843	7843	PASS
7	0	0	1	0	909	909	PASS
7	0	0	2	0	2608	2608	PASS
7	0	0	3	0	909	909	PASS
7	0	0	4	0	6779	6779	PASS
7	0	0	5	0	1347	1347	PASS
7	0	0	6	0	909	909	PASS
7	0	1	0	0	7581	7581	PASS
7	0	1	1	0	7581	7581	PASS
7	0	1	2	0	7581	7581	PASS
7	0	1	3	0	7581	7581	PASS
7	0	1	4	0	7581	7581	PASS
7	0	1	5	0	7581	7581	PASS
7	0	1	6	0	7581	7581	PASS
7	0	2	0	0	2491	2491	PASS
7	0	2	1	0	6380	6380	PASS
7	0	2	2	0	106	106	PASS
7	0	2	3	0	2246	2246	PASS
7	0	2	4	0	6225	6225	PASS
7	0	2	5	0	2491	2491	PASS
7	0	2	6	0	4372	4372	PASS
7	0	3	0	0	32	32	PASS
7	0	3	1	0	25	25	PASS
7	0	3	2	0	123	123	PASS
7	0	3	3	0	92	92	PASS
7	0	3	4	0	20	20	PASS
7	0	3	5	0	16	16	PASS
7	0	3	6	0	92	92	PASS
7	0	4	0	0	104	104	PASS
7	0	4	1	0	104	104	PASS
7	0	4	2	0	60	60	PASS
7	0	4	3	0	104	104	PASS
7	0	4	4	0	114	114	PASS
7	0	4	5	0	104	104	PASS
7	0	4	6	0	17	17	PASS
7	0	5	0	0	46	46	PASS
7	0	5	1	0	46	46	PASS
7	0	5	2	0	46	46	PASS
7	0	5	3	0	46	46	PASS
7	0	5	4	0	4	4	PASS
7	0	5	5	0	54	54	PASS
7	0	5	6	0	46	46	PASS
7	1	0	0	0	1402	1402	PASS
7	1	0	1	0	1402	1402	PASS
7	1	0	2	0	1402	1402	PASS
7	1	0	3	0	1402	1402	PASS
7	1	0	4	0	1402	1402	PASS
7	1	0	5	0	1402	1402	PASS
7	1	0	6	0	1402	1402	PASS
7	1	1	0	0	6422	6422	PASS
7	1	1	1	0	6422	6422	PASS
7	1	1	2	0	6422	6422	PASS
7	1	1	3	0	6422	6422	PASS
7	1	1	4	0	6422	6422	PASS
7	1	1	5	0	6422	6422	PASS
7	1	1	6	0	6422	6422	PASS
7	1	2	0	0	1335	1335	PASS
7	1	2	1	0	1335	1335	PASS
7	1	2	2	0	3419	3419	PASS
7	1	2	3	0	1335	1335	PASS
7	1	2	4	0	7563	7563	PASS
7	1	2	5	0	3402	3402	PASS
7	1	2	6	0	1335	1335	PASS
7	1	3	0	0	118	118	PASS
7	1	3	1	0	24	24	PASS
7	1	3	2	0	45	45	PASS
7	1	3	3	0	114	114	PASS
7	1	3	4	0	82	82	PASS
7	1	3	5	0	28	28	PASS
7	1	3	6	0	28	28	PASS
7	1	4	0	0	19	19	PASS
7	1	4	1	0	15	15	PASS
7	1	4	2	0	99	99	PASS
7	1	4	3	0	1	1	PASS
7	1	4	4	0	14	14	PASS
7	1	4	5	0	15	15	PASS
7	1	4	6	0	74	74	PASS
7	1	5	0	0	24	24	PASS
7	1	5	1	0	11	11	PASS
7	1	5	2	0	35	35	PASS
7	1	5	3	0	54	54	PASS
7	1	5	4	0	59	59	PASS
7	1	5	5	0	22	22	PASS
7	1	5	6	0	26	26	PASS
7	2	0	0	0	7295	7295	PASS
7	2	0	1	0	7295	7295	PASS
7	2	0	2	0	7295	7295	PASS
7	2	0	3	0	7295	7295	PASS
7	2	0	4	0	7295	7295	PASS
7	2	0	5	0	7295	7295	PASS
7	2	0	6	0	7295	7295	PASS
7	2	1	0	0	4492	4492	PASS
7	2	1	1	0	4492	4492	PASS
7	2	1	2	0	4492	4492	PASS
7	2	1	3	0	4492	4492	PASS
7	2	1	4	0	7215	7215	PASS
7	2	1	5	0	4492	4492	PASS
7	2	1	6	0	4492	4492	PASS
7	2	2	0	0	5505	5505	PASS
7	2	2	1	0	270	270	PASS
7	2	2	2	0	1187	1187	PASS
7	2	2	3	0	346	346	PASS
7	2	2	4	0	593	593	PASS
7	2	2	5	0	7173	7173	PASS
7	2	2	6	0	7173	7173	PASS
7	2	3	0	0	24	24	PASS
7	2	3	1	0	120	120	PASS
7	2	3	2	0	120	120	PASS
7	2	3	3	0	120	120	PASS
7	2	3	4	0	5	5	PASS
7	2	3	5	0	78	78	PASS
7	2	3	6	0	107	107	PASS
7	2	4	0	0	105	105	PASS
7	2	4	1	0	101	101	PASS
7	2	4	2	0	105	105	PASS
7	2	4	3	0	101	101	PASS
7	2	4	4	0	101	101	PASS
7	2	4	5	0	101	101	PASS
7	2	4	6	0	101	101	PASS
7	2	5	0	0	46	46	PASS
7	2	5	1	0	46	46	PASS
7	2	5	2	0	2	2	PASS
7	2	5	3	0	9	9	PASS
7	2	5	4	0	63	63	PASS
7	2	5	5	0	37	37	PASS
7	2	5	6	0	9	9	PASS
7	4	0	0	0	6586	6586	PASS
7	4	0	1	0	6586	6586	PASS
7	4	0	2	0	6586	6586	PASS
7	4	0	3	0	6586	6586	PASS
7	4	0	4	0	6586	6586	PASS
7	4	0	5	0	6586	6586	PASS
7	4	0	6	0	6586	6586	PASS
7	4	1	0	0	3518	3518	PASS
7	4	1	1	0	3518	3518	PASS
7	4	1	2	0	3518	3518	PASS
7	4	1	3	0	3518	3518	PASS
7	4	1	4	0	3518	3518	PASS
7	4	1	5	0	3518	3518	PASS
7	4	1	6	0	3518	3518	PASS
7	4	2	0	0	1487	1487	PASS
7	4	2	1	0	4318	4318	PASS
7	4	2	2	0	8035	8035	PASS
7	4	2	3	0	611	611	PASS
7	4	2	4	0	5950	5950	PASS
7	4	2	5	0	442	442	PASS
7	4	2	6	0	7999	7999	PASS
7	4	3	0	0	49	49	PASS
7	4	3	1	0	118	118	PASS
7	4	3	2	0	49	49	PASS
7	4	3	3	0	49	49	PASS
7	4	3	4	0	83	83	PASS
7	4	3	5	0	118	118	PASS
7	4	3	6	0	49	49	PASS
7	4	4	0	0	63	63	PASS
7	4	4	1	0	63	63	PASS
7	4	4	2	0	22	22	PASS
7	4	4	3	0	63	63	PASS
7	4	4	4	0	123	123	PASS
7	4	4	5	0	123	123	PASS
7	4	4	6	0	82	82	PASS
7	4	5	0	0	12	12	PASS
7	4	5	1	0	22	22	PASS
7	4	5	2	0	18	18	PASS
7	4	5	3	0	8	8	PASS
7	4	5	4	0	13	13	PASS
7	4	5	5	0	46	46	PASS
7	4	5	6	0	1	1	PASS
7	5	0	0	0	7058	7058	PASS
7	5	0	1	0	938	938	PASS
7	5	0	2	0	7058	7058	PASS
7	5	0	3	0	7058	7058	PASS
7	5	0	4	0	4876	4876	PASS
7	5	0	5	0	7058	7058	PASS
7	5	0	6	0	2281	2281	PASS
7	5	1	0	0	2018	2018	PASS
7	5	1	1	0	2018	2018	PASS
7	5	1	2	0	2018	2018	PASS
7	5	1	3	0	2018	2018	PASS
7	5	1	4	0	2018	2018	PASS
7	5	1	5	0	2018	2018	PASS
7	5	1	6	0	2018	2018	PASS
7	5	2	0	0	4700	4700	PASS
7	5	2	1	0	4700	4700	PASS
7	5	2	2	0	4700	4700	PASS
7	5	2	3	0	4700	4700	PASS
7	5	2	4	0	4700	4700	PASS
7	5	2	5	0	4700	4700	PASS
7	5	2	6	0	4700	4700	PASS
7	5	3	0	0	100	100	PASS
7	5	3	1	0	107	107	PASS
7	5	3	2	0	19	19	PASS
7	5	3	3	0	83	83	PASS
7	5	3	4	0	10	10	PASS
7	5	3	5	0	21	21	PASS
7	5	3	6	0	83	83	PASS
7	5	4	0	0	2	2	PASS
7	5	4	1	0	45	45	PASS
7	5	4	2	0	125	125	PASS
7	5	4	3	0	2	2	PASS
7	5	4	4	0	45	45	PASS
7	5	4	5	0	69	69	PASS
7	5	4	6	0	45	45	PASS
7	5	5	0	0	15	15	PASS
7	5	5	1	0	15	15	PASS
7	5	5	2	0	60	60	PASS
7	5	5	3	0	15	15	PASS
7	5	5	4	0	15	15	PASS
7	5	5	5	0	17	17	PASS
7	5	5	6	0	15	15	PASS
7	6	0	0	0	5894	5894	PASS
7	6	0	1	0	950	950	PASS
7	6	0	2	0	600	600	PASS
7	6	0	3	0	6758	6758	PASS
7	6	0	4	0	137	137	PASS
