#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
 20260813    02:13:11       0     31     29      -      0      0      0      0      0      0    405    180      0      0      0      6      1 
 20260813    02:13:12       0     52     30      -      0      0      0      0      0      0  12481   2407    595    594      0      1     10 
 20260813    02:13:13       0     90     30      -      5      0      0      0      0      0  12481   2407   3635   3634      0   2695    295 
 20260813    02:13:14       0     89     30      -      5      0      0      0      0      0  12481   2415   6259   6258      0   2640    449 
 20260813    02:13:15       0     89     30      -      5      0      0      0      0      0  12481   2415   8947   8946      0   6083    231 
 20260813    02:13:16       0     89     31      -      4      0      0      0      0      0  12481   2415  11699  11698      0   3232    235 
 20260813    02:13:17       0     90     31      -      5      0      0      0      0      0  12481   2415  14387  14386      0   2640    231 
 20260813    02:13:19       0     89     31      -      0      0      0      0      0      0  12481   2415  14739  14738      0      1      0 
 20260813    02:13:20       0    401     45      -    100     35      0      0      0      0  12481   2407  19507  19506      0      4      2 
 20260813    02:13:21       0    459     45      -    100     35      0      0      0      0  12481   2415  19507  19506      0      4      1 
 20260813    02:13:22       0    454     45      -    100     25      0      0      0      0  12481   2415  19731  19730      0      4      2 
 20260813    02:13:23       0    471     47      -    100     35      0      0      0      0  12481   2422  19731  19730      0      4      2 
 20260813    02:13:24       0    454     48      -    100     35      0      0      0      0  12481   2422  20019  20018      0      4      1 
 20260813    02:13:25       0    448     48      -    100     34      0      0      0      0  12481   2415  20307  20306      0      4      2 
 20260813    02:13:26       0    466     49      -    100     27      0      0      0      0  12481   2422  20307  20306      0     17     74 
 20260813    02:13:27       0    464     51      -    100     35      0      0      0      0  12481   2422  20595  20594      0      3      4 
 20260813    02:13:28       0    454     50      -    100     34      0      0      0      0  12481   2422  20883  20882      0      3      2 
 20260813    02:13:29       0    456     50      -    100     25      0      0      0      0  12481   2415  21171  21170      0      4      3 
 20260813    02:13:30       0    470     51      -    100     33      0      0      0      0  12481   2422  21171  21170      0     16      4 
 20260813    02:13:31       0    465     53      -    100     34      0      0      0      0  12481   2422  21459  21458      0      4      3 
 20260813    02:13:32       0    458     53      -    100     35      0      0      0      0  12481   2422  21747  21746      0      4      1 
 20260813    02:13:33       0    457     51      -    100     24      0      0      0      0  12481   2415  22035  22034      0      3      4 
 20260813    02:13:34       0    477     54      -    100     35      0      0      0      0  12481   2422  22035  22034      0     16      5 
 20260813    02:13:35       0    462     53      -    100     35      0      0      0      0  12481   2422  22323  22322      0      4      2 
 20260813    02:13:36       0    460     55      -    100     35      0      0      0      0  12481   2422  22611  22610      0      4      2 
 20260813    02:13:37       0    464     53      -    100     24      0      0      0      0  12481   2415  22899  22898      0      4      2 
 20260813    02:13:38       0    485     55      -    100     35      0      0      0      0  12481   2422  22899  22898      0     16      4 
 20260813    02:13:39       0    465     56      -    100     34      0      0      0      0  12481   2422  23187  23186      0      3      3 
 20260813    02:13:41       0    465     56      -    100     33      0      0      0      0  12481   2422  23475  23474      0      6      3 
 20260813    02:13:42       0    472     55      -    100     28      0      0      0      0  12481   2415  23763  23762      0      4      2 
 20260813    02:13:43       0    487     57      -    100     34      0      0      0      0  12481   2422  23763  23762      0      5     56 
 20260813    02:13:44       0    468     58      -    100     33      0      0      0      0  12481   2422  24051  24050      0      5      2 
 20260813    02:13:45       0    468     57      -    100     34      0      0      0      0  12481   2415  24339  24338      0      4      1 
 20260813    02:13:46       0    476     57      -    100     34      0      0      0      0  12481   2422  24627  24626      0      6      2 
 20260813    02:13:47       0    486     58      -    100     33      0      0      0      0  12481   2422  24627  24626      0      3      2 
 20260813    02:13:48       0    469     57      -    100     34      0      0      0      0  12481   2422  24915  24914      0      4      2 
 20260813    02:13:49       0    468     58      -     95     33      0      0      0      0  12481   2415  25203  25202      0      4      1 
 20260813    02:13:50       0    481     58      -    100     35      0      0      0      0  12481   2422  25203  25202      0     17     60 
 20260813    02:13:51       0    484     58      -    100     34      0      0      0      0  12481   2422  25491  25490      0      4      3 
 20260813    02:13:52       0    469     59      -    100     35      0      0      0      0  12481   2422  25747  25746      0      4      3 
 20260813    02:13:53       0    469     59      -    100     35      0      0      0      0  12481   2415  26035  26034      0      4      5 
 20260813    02:13:54       0    488     60      -    100     34      0      0      0      0  12481   2422  26035  26034      0     16      4 
 20260813    02:13:55       0    482     60      -    100     35      0      0      0      0  12481   2422  26323  26322      0      4      4 
 20260813    02:13:56       0    470     60      -    100     34      0      0      0      0  12481   2422  26611  26610      0      3      3 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
 20260813    02:13:57       0    472     60      -     94     38      0      0      0      0  12481   2415  26899  26898      0      6      3 
 20260813    02:13:58       0    493     60      -    100     34      0      0      0      0  12481   2422  26899  26898      0     17      7 
 20260813    02:13:59       0    472     61      -    100     34      0      0      0      0  12481   2422  27187  27186      0      3      3 
 20260813    02:14:00       0    470     61      -    100     33      0      0      0      0  12481   2422  27475  27474      0      4      2 
 20260813    02:14:02       0    474     60      -     94     33      0      0      0      0  12481   2422  27763  27762      0      4      4 
 20260813    02:14:03       0    495     61      -    100     34      0      0      0      0  12481   2422  27763  27762      0     16      4 
 20260813    02:14:04       0    463     60      -    100     34      0      0      0      0  12481   2422  28051  28050      0      4      2 
 20260813    02:14:05       0    472     61      -    100     34      0      0      0      0  12481   2422  28339  28338      0      4      4 
 20260813    02:14:06       0    482     60      -    100     25      0      0      0      0  12481   2422  28627  28626      0      4      2 
 20260813    02:14:07       0    492     62      -    100     34      0      0      0      0  12481   2422  28627  28626      0      4      1 
 20260813    02:14:08       0    476     61      -    100     33      0      0      0      0  12481   2422  28915  28914      0      5      5 
 20260813    02:14:09       0    476     61      -    100     34      0      0      0      0  12481   2422  29203  29202      0      4      2 
 20260813    02:14:10       0    490     61      -    100     25      0      0      0      0  12481   2422  29203  29202      0     17     79 
 20260813    02:14:11       0    491     61      -    100     33      0      0      0      0  12481   2422  29491  29490      0      4      5 
 20260813    02:14:12       0    478     62      -    100     34      0      0      0      0  12481   2422  29779  29778      0      3      2 
 20260813    02:14:13       0    478     63      -    100     34      0      0      0      0  12481   2422  30067  30066      0      4      3 
 20260813    02:14:14       0    490     61      -    100     27      0      0      0      0  12481   2422  30067  30066      0     16      8 
 20260813    02:14:15       0    488     63      -    100     34      0      0      0      0  12481   2422  30355  30354      0      3      5 
 20260813    02:14:16       0    477     63      -    100     35      0      0      0      0  12481   2422  30643  30642      0      4      2 
 20260813    02:14:17       0    476     63      -    100     34      0      0      0      0  12481   2422  30931  30930      0      3      5 
 20260813    02:14:18       0    497     63      -    100     33      0      0      0      0  12481   2422  30931  30930      0     16      6 
 20260813    02:14:19       0    486     63      -    100     36      0      0      0      0  12481   2422  31219  31218      0      4      3 
 20260813    02:14:20       0    479     63      -    100     36      0      0      0      0  12481   2422  31507  31506      0      4      2 
 20260813    02:14:21       0    477     62      -    100     35      0      0      0      0  12481   2415  31795  31794      0      4      2 
 20260813    02:14:23       0    497     63      -    100     36      0      0      0      0  12481   2422  31795  31794      0     17      4 
 20260813    02:14:24       0    479     64      -    100     35      0      0      0      0  12481   2422  32083  32082      0      4      5 
 20260813    02:14:25       0    478     62      -    100     35      0      0      0      0  12481   2422  32371  32370      0      4      2 
 20260813    02:14:26       0    485     62      -    100     25      0      0      0      0  12481   2415  32659  32658      0      4      2 
 20260813    02:14:27       0    498     64      -    100     34      0      0      0      0  12481   2422  32659  32658      0      3      4 
 20260813    02:14:28       0    480     63      -    100     35      0      0      0      0  12481   2422  32947  32946      0      4      2 
 20260813    02:14:29       0    480     64      -    100     35      0      0      0      0  12481   2422  33235  33234      0      5      2 
 20260813    02:14:30       0    489     63      -    100     29      0      0      0      0  12481   2415  33235  33234      0     51      1 
 20260813    02:14:31       0    497     63      -    100     35      0      0      0      0  12481   2422  33523  33522      0      4      2 
 20260813    02:14:32       0    480     64      -    100     35      0      0      0      0  12481   2422  33811  33810      0      4      2 
 20260813    02:14:33       0    479     64      -    100     34      0      0      0      0  12481   2415  34099  34098      0      4      5 
 20260813    02:14:34       0    492     63      -    100     34      0      0      0      0  12481   2422  34099  34098      0     16      5 
 20260813    02:14:35       0    490     64      -    100     35      0      0      0      0  12481   2422  34387  34386      0      4      3 
 20260813    02:14:36       0    479     64      -    100     34      0      0      0      0  12481   2422  34675  34674      0      5      4 
 20260813    02:14:37       0    479     65      -     94     40      0      0      0      0  12481   2415  34963  34962      0      3      3 
 20260813    02:14:38       0    497     63      -    100     33      0      0      0      0  12481   2422  34963  34962      0     16      5 
 20260813    02:14:39       0    487     64      -    100     34      0      0      0      0  12481   2422  35251  35250      0      4      5 
 20260813    02:14:40       0    480     65      -    100     34      0      0      0      0  12481   2422  35539  35538      0      4      4 
 20260813    02:14:41       0    476     63      -     82     29      0      0      0      0  12481   2415  35635  35634      0      3      2 
 20260813    02:14:42       0    500     65      -    100     34      0      0      0      0  12481   2422  35635  35634      0     17      6 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
 20260813    02:14:43       0    486     64      -    100     34      0      0      0      0  12481   2422  35635  35634      0      3      2 
 20260813    02:14:45       0    480     65      -    100     34      0      0      0      0  12481   2422  35635  35634      0      4      1 
 20260813    02:14:46       0    486     63      -    100     25      0      0      0      0  12481   2415  35635  35634      0      4      4 
 20260813    02:14:47       0    497     64      -    100     33      0      0      0      0  12481   2422  35635  35634      0      4     56 
 20260813    02:14:48       0    480     65      -    100     34      0      0      0      0  12481   2422  35635  35634      0      6      3 
 20260813    02:14:49       0    479     65      -    100     34      0      0      0      0  12481   2422  35635  35634      0      4      4 
 20260813    02:14:50       0    491     63      -    100     25      0      0      0      0  12481   2422  35635  35634      0      5      2 
 20260813    02:14:51       0    499     64      -    100     34      0      0      0      0  12481   2422  35635  35634      0      3      2 
 20260813    02:14:52       0    479     64      -    100     35      0      0      0      0  12481   2422  35635  35634      0      4     10 
 20260813    02:14:53       0    479     65      -    100     34      0      0      0      0  12481   2415  35635  35634      0      5      3 
 20260813    02:14:54       0    494     64      -    100     26      0      0      0      0  12481   2422  35635  35634      0     16      5 
 20260813    02:14:55       0    491     64      -    100     34      0      0      0      0  12481   2422  35635  35634      0      3      5 
 20260813    02:14:56       0    480     65      -    100     35      0      0      0      0  12481   2422  35635  35634      0      4      2 
 20260813    02:14:57       0    479     65      -    100     35      0      0      0      0  12481   2415  35635  35634      0      5      3 
 20260813    02:14:58       0    499     64      -    100     33      0      0      0      0  12481   2422  35635  35634      0     15      7 
 20260813    02:14:59       0    488     66      -    100     35      0      0      0      0  12481   2422  35635  35634      0      4      2 
 20260813    02:15:00       0    480     66      -    100     36      0      0      0      0  12481   2422  35635  35634      0      4      3 
 20260813    02:15:01       0    479     64      -    100     34      0      0      0      0  12481   2415  35635  35634      0      3      4 
