1,naked,158.204,warm=157.204,temp=41/45
1,rollback,133.413,warm=132.517,temp=41/41
2,naked,158.065,warm=157.172,temp=42/43
2,rollback,133.681,warm=132.864,temp=39/43
3,naked,157.990,warm=157.132,temp=43/44
3,rollback,133.553,warm=132.902,temp=41/41
4,naked,158.241,warm=156.887,temp=40/43
4,rollback,133.564,warm=132.817,temp=42/41
5,naked,157.662,warm=157.003,temp=42/43
5,rollback,133.540,warm=132.781,temp=40/41
