#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
 20260812    14:22:20       0     30     26      -      0      0      0      0      0      0    405    172      0      0      0      1     12 
 20260812    14:22:21       0     57     28      -     12      1      0      0      0      0  12481   2407   1555   1554      0   1822     65 
 20260812    14:22:22       0     88     28      -      5      0      0      0      0      0  12481   2407   4115   4114      0   2102    230 
 20260812    14:22:23       0     88     28      -      4      0      0      0      0      0  12481   2407   6803   6802      0   1981    151 
 20260812    14:22:24       0     88     28      -      6      0      0      0      0      0  12481   2407   9459   9458      0   2909    178 
 20260812    14:22:25       0     88     29      -      6      0      0      0      0      0  12481   2415  12115  12114      0   2640    230 
 20260812    14:22:26       0     88     29      -      5      0      0      0      0      0  12481   2407  14739  14738      0      0      0 
 20260812    14:22:28       0     92     29      -      0      0      0      0      0      0  12481   2415  19507  19506      0      9      1 
 20260812    14:22:29       0    526     44      -    100     38      0      0      0      0  12481   2407  19507  19506      0      3      4 
 20260812    14:22:30       0    415     40      -    100     87      0      0      0      0  12481   2400  19507  19506      0    143     32 
 20260812    14:22:31       0    474     45      -    100     37      0      0      0      0  12481   2422  19507  19506      0      4      5 
 20260812    14:22:32       0    412     41      -    100     87      0      0      0      0  12481   2400  19507  19506      0    143     31 
 20260812    14:22:33       0    456     46      -    100     39      0      0      0      0  12481   2422  19731  19730      0      4      4 
 20260812    14:22:34       0    416     43      -    100     87      0      0      0      0  12481   2400  19731  19730      0    144     32 
 20260812    14:22:35       0    453     48      -    100     38      0      0      0      0  12481   2422  20019  20018      0      4      4 
 20260812    14:22:36       0    419     44      -    100     87      0      0      0      0  12481   2400  20019  20018      0    141     32 
 20260812    14:22:37       0    447     49      -    100     36      0      0      0      0  12481   2422  20307  20306      0      4      3 
 20260812    14:22:38       0    412     43      -    100     87      0      0      0      0  12481   2415  20307  20306      0    145     32 
 20260812    14:22:39       0    420     50      -    100     38      0      0      0      0  12481   2422  20595  20594      0      4      2 
 20260812    14:22:40       0    422     45      -    100     87      0      0      0      0  12481   2422  20595  20594      0    144     33 
 20260812    14:22:41       0    408     51      -    100     38      0      0      0      0  12481   2422  20883  20882      0      4      2 
 20260812    14:22:42       0    447     47      -    100     29      0      0      0      0  12481   2415  20883  20882      0    147     33 
 20260812    14:22:43       0    393     51      -    100     36      0      0      0      0  12481   2422  21171  21170      0      4      2 
 20260812    14:22:44       0    455     51      -    100     29      0      0      0      0  12481   2415  21171  21170      0    145     32 
 20260812    14:22:45       0    375     52      -    100     31      0      0      0      0  12481   2422  27187  27186      0      7      3 
 20260812    14:22:46       0    464     53      -     99     35      0      0      0      0  12481   2415  27379  27378      0      9      4 
 20260812    14:22:47       0    456     51      -    100     31      0      0      0      0  12481   2415  27379  27378      0     13      3 
 20260812    14:22:49       0    394     49      -    100     58      0      0      0      0  12481   2392  27379  27378      0     56     15 
 20260812    14:22:50       0    358     49      -     99     58      0      0      0      0  12481   2392  27379  27378      0     55     15 
 20260812    14:22:51       0    354     48      -     95     66      0      0      0      0  12481   2392  27379  27378      0    144     34 
 20260812    14:22:52       0    301     43      -      0      0      0      0      0      0  12481   2407      0      0      0      0      0 
 20260812    14:22:53       0    131     42      -      0      0      0      0      0      0  12481   2400      0      0      0      0      2 
