epoch_ms,temp_c,power_w,sm_mhz,mem_used_mib,cuda_driver_free_bytes,cuda_pool_used_bytes,cuda_pool_reserved_bytes,cuda_pool_cached_bytes,active_sessions,prefix_cache_bytes,kv_vmm_mapped_bytes,kv_vmm_reserved_bytes,kv_vmm_owed_bytes,kv_vmm_graveyard_bytes,kv_vmm_grows_total,kv_vmm_mapper_grows_total,kv_vmm_grow_waits_total
1790275109028,73,355.94,2707,18228,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275109278,75,493.80,2782,18228,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275109528,75,493.80,2782,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275109778,78,461.99,2730,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275110028,78,461.99,2730,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275110278,79,524.29,2677,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275110528,79,524.29,2677,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275110778,80,567.75,2677,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275111028,80,567.75,2677,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275111278,80,567.75,2677,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275111528,80,567.75,2677,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275111778,81,569.79,2677,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275112028,81,569.79,2677,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275112278,81,570.18,2670,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275112528,81,570.18,2670,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275112778,81,570.36,2670,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275113028,81,570.36,2670,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275113278,81,570.77,2670,24020,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275113528,81,570.77,2670,24500,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275113778,80,547.46,2670,24852,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275114028,80,547.46,2670,25556,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275114278,80,516.00,2655,25844,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275114528,80,516.00,2655,26484,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275114778,81,519.88,2655,26964,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275115028,81,519.88,2655,27604,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275115278,79,524.36,2685,28308,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275115528,79,524.36,2685,28372,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275115778,75,454.35,2752,28788,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275116028,75,454.35,2752,28852,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275116278,77,423.63,2805,28884,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275116528,77,423.63,2805,28884,0,0,0,0,0,0,0,0,0,0,0,0,0
1790275116778,77,445.98,2805,28884,71687274496,29569828480,29662117888,92289408,16,3216343040,0,0,0,0,0,0,0
1790275117028,77,445.98,2805,28884,71687274496,29569828480,29662117888,92289408,16,3216343040,0,0,0,0,0,0,0
1790275117278,77,470.06,2805,28884,71687274496,29569828480,29662117888,92289408,16,3216343040,0,0,0,0,0,0,0
1790275117528,77,470.06,2805,28884,71687274496,29569828480,29662117888,92289408,16,3216343040,0,0,0,0,0,0,0
1790275117778,77,470.08,2805,28884,71687274496,29569828480,29662117888,92289408,16,3216343040,0,0,0,0,0,0,0
1790275118028,77,470.08,2805,28884,71687274496,29569828480,29662117888,92289408,16,3216343040,0,0,0,0,0,0,0
