[18:38:50Z] plain-d512 nv r1 pre: 29, 180 MHz, 9.45 W
[18:39:05Z] plain-d512 nv r1 post: 36, 2880 MHz, 296.47 W | generated 128 tokens in 1.475s = 86.77 tok/s | argmax=271  decode argmax=271  logit maxdiff=3.672e-1  MATCH
[18:39:05Z] plain-d512 q8 r1 pre: 36, 2880 MHz, 296.47 W
[18:39:22Z] plain-d512 q8 r1 post: 40, 2880 MHz, 121.70 W | generated 128 tokens in 2.433s = 52.61 tok/s | argmax=198  decode argmax=198  logit maxdiff=5.902e-1  MATCH
[18:39:22Z] plain-d512 nv r2 pre: 40, 2880 MHz, 121.70 W
[18:39:37Z] plain-d512 nv r2 post: 42, 2872 MHz, 310.65 W | generated 128 tokens in 1.475s = 86.78 tok/s | argmax=271  decode argmax=271  logit maxdiff=3.672e-1  MATCH
[18:39:37Z] plain-d512 q8 r2 pre: 42, 2872 MHz, 310.65 W
[18:39:55Z] plain-d512 q8 r2 post: 44, 2865 MHz, 146.64 W | generated 128 tokens in 2.433s = 52.61 tok/s | argmax=198  decode argmax=198  logit maxdiff=5.902e-1  MATCH
[18:39:55Z] plain-d512 nv r3 pre: 44, 2865 MHz, 146.64 W
[18:40:09Z] plain-d512 nv r3 post: 44, 2865 MHz, 207.74 W | generated 128 tokens in 1.475s = 86.77 tok/s | argmax=271  decode argmax=271  logit maxdiff=3.672e-1  MATCH
[18:40:09Z] plain-d512 q8 r3 pre: 44, 2865 MHz, 207.74 W
[18:40:26Z] plain-d512 q8 r3 post: 46, 2865 MHz, 238.79 W | generated 128 tokens in 2.433s = 52.62 tok/s | argmax=198  decode argmax=198  logit maxdiff=5.902e-1  MATCH
[18:40:26Z] plain-d512 nv r4 pre: 46, 2865 MHz, 238.79 W
[18:40:40Z] plain-d512 nv r4 post: 46, 2865 MHz, 293.29 W | generated 128 tokens in 1.476s = 86.72 tok/s | argmax=271  decode argmax=271  logit maxdiff=3.672e-1  MATCH
[18:40:40Z] plain-d512 q8 r4 pre: 46, 2865 MHz, 293.29 W
[18:40:58Z] plain-d512 q8 r4 post: 47, 2865 MHz, 179.50 W | generated 128 tokens in 2.433s = 52.60 tok/s | argmax=198  decode argmax=198  logit maxdiff=5.902e-1  MATCH
[18:40:58Z] plain-d512 nv r5 pre: 47, 2865 MHz, 179.50 W
[18:41:12Z] plain-d512 nv r5 post: 47, 2865 MHz, 210.24 W | generated 128 tokens in 1.476s = 86.73 tok/s | argmax=271  decode argmax=271  logit maxdiff=3.672e-1  MATCH
