timestamp, index, pstate, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], temperature.gpu, memory.used [MiB], utilization.gpu [%], pcie.link.gen.current, pcie.link.width.current
2026/09/19 14:11:44.628, 0, P8, 195 MHz, 405 MHz, 15.58 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:44.878, 0, P8, 195 MHz, 405 MHz, 15.73 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:45.129, 0, P8, 195 MHz, 405 MHz, 15.73 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:45.379, 0, P8, 195 MHz, 405 MHz, 15.73 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:45.629, 0, P8, 195 MHz, 405 MHz, 15.73 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:45.880, 0, P8, 195 MHz, 405 MHz, 15.62 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:46.130, 0, P8, 195 MHz, 405 MHz, 15.62 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:46.381, 0, P8, 195 MHz, 405 MHz, 15.62 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:46.631, 0, P8, 195 MHz, 405 MHz, 15.62 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:46.881, 0, P8, 195 MHz, 405 MHz, 15.45 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:47.132, 0, P8, 195 MHz, 405 MHz, 15.45 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:47.382, 0, P8, 195 MHz, 405 MHz, 15.45 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:47.633, 0, P8, 195 MHz, 405 MHz, 15.45 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:47.883, 0, P8, 195 MHz, 405 MHz, 15.65 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:48.133, 0, P8, 195 MHz, 405 MHz, 15.65 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:48.384, 0, P8, 195 MHz, 405 MHz, 15.65 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:48.634, 0, P8, 195 MHz, 405 MHz, 15.65 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:48.885, 0, P8, 195 MHz, 405 MHz, 15.63 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:49.135, 0, P8, 195 MHz, 405 MHz, 15.63 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:49.385, 0, P8, 195 MHz, 405 MHz, 15.63 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:49.636, 0, P8, 195 MHz, 405 MHz, 15.63 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:49.886, 0, P8, 195 MHz, 405 MHz, 15.18 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:50.137, 0, P8, 195 MHz, 405 MHz, 15.18 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:50.387, 0, P8, 195 MHz, 405 MHz, 15.18 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:50.638, 0, P8, 195 MHz, 405 MHz, 15.18 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:50.888, 0, P8, 195 MHz, 405 MHz, 15.20 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:51.138, 0, P8, 195 MHz, 405 MHz, 15.20 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:51.389, 0, P8, 195 MHz, 405 MHz, 15.20 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:51.639, 0, P8, 195 MHz, 405 MHz, 15.20 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:51.890, 0, P8, 195 MHz, 405 MHz, 16.44 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:52.140, 0, P8, 195 MHz, 405 MHz, 16.44 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:52.390, 0, P8, 195 MHz, 405 MHz, 16.44 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:52.641, 0, P8, 195 MHz, 405 MHz, 16.44 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:52.891, 0, P8, 195 MHz, 405 MHz, 15.87 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:53.142, 0, P8, 195 MHz, 405 MHz, 15.87 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:53.392, 0, P8, 195 MHz, 405 MHz, 15.87 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:53.643, 0, P8, 195 MHz, 405 MHz, 15.87 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:53.893, 0, P8, 195 MHz, 405 MHz, 15.56 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:54.143, 0, P8, 195 MHz, 405 MHz, 15.56 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:54.394, 0, P8, 195 MHz, 405 MHz, 15.56 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:54.644, 0, P8, 195 MHz, 405 MHz, 15.56 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:54.895, 0, P8, 195 MHz, 405 MHz, 15.66 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:55.145, 0, P8, 195 MHz, 405 MHz, 15.66 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:55.396, 0, P8, 195 MHz, 405 MHz, 15.66 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:55.646, 0, P8, 195 MHz, 405 MHz, 15.66 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:55.896, 0, P8, 195 MHz, 405 MHz, 16.14 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:56.147, 0, P8, 195 MHz, 405 MHz, 16.14 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:56.397, 0, P8, 195 MHz, 405 MHz, 16.14 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:56.648, 0, P8, 195 MHz, 405 MHz, 16.14 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:56.898, 0, P8, 195 MHz, 405 MHz, 16.11 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:57.148, 0, P8, 195 MHz, 405 MHz, 16.11 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:57.399, 0, P8, 195 MHz, 405 MHz, 16.11 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:57.649, 0, P8, 195 MHz, 405 MHz, 16.11 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:57.900, 0, P8, 195 MHz, 405 MHz, 16.10 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:58.150, 0, P8, 195 MHz, 405 MHz, 16.10 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:58.401, 0, P8, 195 MHz, 405 MHz, 16.10 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:58.651, 0, P8, 195 MHz, 405 MHz, 16.10 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:58.901, 0, P8, 195 MHz, 405 MHz, 16.16 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:59.152, 0, P8, 195 MHz, 405 MHz, 16.16 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:59.402, 0, P8, 195 MHz, 405 MHz, 16.16 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:59.653, 0, P8, 195 MHz, 405 MHz, 16.16 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:11:59.903, 0, P8, 195 MHz, 405 MHz, 16.06 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:00.153, 0, P8, 195 MHz, 405 MHz, 16.06 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:00.404, 0, P8, 195 MHz, 405 MHz, 16.06 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:00.654, 0, P8, 195 MHz, 405 MHz, 16.06 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:00.905, 0, P8, 195 MHz, 405 MHz, 16.07 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:01.155, 0, P8, 195 MHz, 405 MHz, 16.07 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:01.405, 0, P8, 195 MHz, 405 MHz, 16.07 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:01.656, 0, P8, 195 MHz, 405 MHz, 16.07 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:01.906, 0, P8, 195 MHz, 405 MHz, 15.91 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:02.157, 0, P8, 195 MHz, 405 MHz, 15.91 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:02.407, 0, P8, 195 MHz, 405 MHz, 15.91 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:02.657, 0, P8, 195 MHz, 405 MHz, 15.91 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:02.908, 0, P8, 195 MHz, 405 MHz, 15.76 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:03.158, 0, P8, 195 MHz, 405 MHz, 15.76 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:03.409, 0, P8, 195 MHz, 405 MHz, 15.76 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:03.659, 0, P8, 195 MHz, 405 MHz, 15.76 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:03.910, 0, P8, 195 MHz, 405 MHz, 15.92 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:04.160, 0, P8, 195 MHz, 405 MHz, 15.92 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:04.410, 0, P8, 195 MHz, 405 MHz, 15.92 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:04.661, 0, P8, 195 MHz, 405 MHz, 15.92 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:04.911, 0, P8, 195 MHz, 405 MHz, 15.78 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:05.162, 0, P8, 195 MHz, 405 MHz, 15.78 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:05.412, 0, P8, 195 MHz, 405 MHz, 15.78 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:05.663, 0, P8, 195 MHz, 405 MHz, 15.78 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:05.913, 0, P8, 195 MHz, 405 MHz, 15.96 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:06.163, 0, P8, 195 MHz, 405 MHz, 15.96 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:06.414, 0, P8, 195 MHz, 405 MHz, 15.96 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:06.664, 0, P8, 195 MHz, 405 MHz, 15.96 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:06.915, 0, P8, 195 MHz, 405 MHz, 16.04 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:07.165, 0, P8, 195 MHz, 405 MHz, 16.04 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:07.415, 0, P8, 195 MHz, 405 MHz, 16.04 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:07.666, 0, P8, 195 MHz, 405 MHz, 16.04 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:07.916, 0, P8, 195 MHz, 405 MHz, 15.85 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:08.167, 0, P8, 195 MHz, 405 MHz, 15.85 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:08.417, 0, P8, 195 MHz, 405 MHz, 15.85 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:08.667, 0, P8, 195 MHz, 405 MHz, 15.85 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:08.918, 0, P8, 195 MHz, 405 MHz, 15.94 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:09.168, 0, P8, 195 MHz, 405 MHz, 15.94 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:09.419, 0, P8, 195 MHz, 405 MHz, 15.94 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:09.669, 0, P8, 195 MHz, 405 MHz, 15.94 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:09.919, 0, P8, 195 MHz, 405 MHz, 16.32 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:10.170, 0, P8, 195 MHz, 405 MHz, 16.32 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:10.420, 0, P8, 195 MHz, 405 MHz, 16.32 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:10.671, 0, P8, 195 MHz, 405 MHz, 16.32 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:10.921, 0, P8, 195 MHz, 405 MHz, 16.42 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:11.171, 0, P8, 195 MHz, 405 MHz, 16.42 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:11.422, 0, P8, 195 MHz, 405 MHz, 16.42 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:11.672, 0, P8, 195 MHz, 405 MHz, 16.42 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:11.922, 0, P8, 195 MHz, 405 MHz, 16.17 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:12.173, 0, P8, 195 MHz, 405 MHz, 16.17 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:12.423, 0, P8, 195 MHz, 405 MHz, 16.17 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:12.674, 0, P8, 195 MHz, 405 MHz, 16.17 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:12.924, 0, P8, 195 MHz, 405 MHz, 16.17 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:13.174, 0, P8, 195 MHz, 405 MHz, 16.17 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:13.424, 0, P8, 195 MHz, 405 MHz, 16.17 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:13.675, 0, P8, 195 MHz, 405 MHz, 16.17 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:13.925, 0, P8, 195 MHz, 405 MHz, 16.32 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:14.175, 0, P8, 195 MHz, 405 MHz, 16.32 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:14.426, 0, P8, 195 MHz, 405 MHz, 16.32 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:14.676, 0, P8, 195 MHz, 405 MHz, 16.32 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:14.927, 0, P8, 195 MHz, 405 MHz, 16.22 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:15.177, 0, P8, 195 MHz, 405 MHz, 16.22 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:15.428, 0, P8, 195 MHz, 405 MHz, 16.22 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:15.678, 0, P8, 195 MHz, 405 MHz, 16.22 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:15.928, 0, P8, 195 MHz, 405 MHz, 16.21 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:16.179, 0, P8, 195 MHz, 405 MHz, 16.21 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:16.429, 0, P8, 195 MHz, 405 MHz, 16.21 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:16.679, 0, P8, 195 MHz, 405 MHz, 16.21 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:16.930, 0, P8, 195 MHz, 405 MHz, 16.65 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:17.180, 0, P8, 195 MHz, 405 MHz, 16.65 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:17.431, 0, P8, 195 MHz, 405 MHz, 16.65 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:17.681, 0, P8, 195 MHz, 405 MHz, 16.65 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:17.931, 0, P8, 195 MHz, 405 MHz, 16.67 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:18.182, 0, P8, 195 MHz, 405 MHz, 16.67 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:18.432, 0, P8, 195 MHz, 405 MHz, 16.67 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:18.683, 0, P8, 195 MHz, 405 MHz, 16.67 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:18.933, 0, P8, 195 MHz, 405 MHz, 16.35 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:19.184, 0, P8, 195 MHz, 405 MHz, 16.35 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:19.434, 0, P8, 195 MHz, 405 MHz, 16.35 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:19.684, 0, P8, 195 MHz, 405 MHz, 16.35 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:19.935, 0, P8, 195 MHz, 405 MHz, 16.22 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:20.185, 0, P8, 195 MHz, 405 MHz, 16.22 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:20.436, 0, P8, 195 MHz, 405 MHz, 16.22 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:20.686, 0, P8, 195 MHz, 405 MHz, 16.22 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:20.937, 0, P8, 195 MHz, 405 MHz, 16.26 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:21.187, 0, P8, 195 MHz, 405 MHz, 16.26 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:21.437, 0, P8, 195 MHz, 405 MHz, 16.26 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:21.688, 0, P8, 195 MHz, 405 MHz, 16.26 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:21.938, 0, P8, 195 MHz, 405 MHz, 16.19 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:22.189, 0, P8, 195 MHz, 405 MHz, 16.19 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:22.439, 0, P8, 195 MHz, 405 MHz, 16.19 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:22.689, 0, P8, 195 MHz, 405 MHz, 16.19 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:22.940, 0, P8, 195 MHz, 405 MHz, 16.10 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:23.190, 0, P8, 195 MHz, 405 MHz, 16.10 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:23.441, 0, P8, 195 MHz, 405 MHz, 16.10 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:23.691, 0, P8, 195 MHz, 405 MHz, 16.10 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:23.942, 0, P8, 195 MHz, 405 MHz, 16.51 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:24.192, 0, P8, 195 MHz, 405 MHz, 16.51 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:24.442, 0, P8, 195 MHz, 405 MHz, 16.51 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:24.693, 0, P8, 195 MHz, 405 MHz, 16.51 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:24.943, 0, P8, 195 MHz, 405 MHz, 16.48 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:25.194, 0, P8, 195 MHz, 405 MHz, 16.48 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:25.444, 0, P8, 195 MHz, 405 MHz, 16.48 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:25.694, 0, P8, 195 MHz, 405 MHz, 16.48 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:25.945, 0, P8, 195 MHz, 405 MHz, 16.17 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:26.195, 0, P8, 195 MHz, 405 MHz, 16.17 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:26.445, 0, P8, 195 MHz, 405 MHz, 16.17 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:26.695, 0, P8, 195 MHz, 405 MHz, 16.17 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:26.946, 0, P8, 195 MHz, 405 MHz, 16.03 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:27.196, 0, P8, 195 MHz, 405 MHz, 16.03 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:27.446, 0, P8, 195 MHz, 405 MHz, 16.03 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:27.697, 0, P8, 195 MHz, 405 MHz, 16.03 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:27.947, 0, P8, 195 MHz, 405 MHz, 16.08 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:28.197, 0, P8, 195 MHz, 405 MHz, 16.08 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:28.448, 0, P8, 195 MHz, 405 MHz, 16.08 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:28.698, 0, P8, 195 MHz, 405 MHz, 16.08 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:28.948, 0, P8, 195 MHz, 405 MHz, 16.12 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:29.199, 0, P8, 195 MHz, 405 MHz, 16.12 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:29.449, 0, P8, 195 MHz, 405 MHz, 16.12 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:29.699, 0, P8, 195 MHz, 405 MHz, 16.12 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:29.949, 0, P8, 195 MHz, 405 MHz, 15.84 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:30.200, 0, P8, 195 MHz, 405 MHz, 15.84 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:30.450, 0, P8, 195 MHz, 405 MHz, 15.84 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:30.700, 0, P8, 195 MHz, 405 MHz, 15.84 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:30.951, 0, P8, 195 MHz, 405 MHz, 16.21 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:31.201, 0, P8, 195 MHz, 405 MHz, 16.21 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:31.451, 0, P8, 195 MHz, 405 MHz, 16.21 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:31.702, 0, P8, 195 MHz, 405 MHz, 16.21 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:31.952, 0, P8, 195 MHz, 405 MHz, 15.81 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:32.202, 0, P8, 195 MHz, 405 MHz, 15.81 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:32.452, 0, P8, 195 MHz, 405 MHz, 15.81 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:32.703, 0, P8, 195 MHz, 405 MHz, 15.81 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:32.953, 0, P8, 195 MHz, 405 MHz, 15.77 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:33.203, 0, P8, 195 MHz, 405 MHz, 15.77 W, 23, 2 MiB, 0 %, 1, 16
2026/09/19 14:12:33.454, 0, P8, 195 MHz, 405 MHz, 15.77 W, 23, 2 MiB, 0 %, 1, 16
