timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/24 09:38:56.784, 54, 9.10 W, 180 MHz, 405 MHz, 15 MiB, 0 %
2026/09/24 09:38:57.040, 54, 9.10 W, 180 MHz, 405 MHz, 32 MiB, 0 %
2026/09/24 09:38:57.290, 54, 9.10 W, 180 MHz, 405 MHz, 313 MiB, 0 %
2026/09/24 09:38:57.540, 54, 9.10 W, 180 MHz, 405 MHz, 1497 MiB, 0 %
2026/09/24 09:38:57.791, 54, 29.97 W, 1665 MHz, 14001 MHz, 2873 MiB, 21 %
2026/09/24 09:38:58.041, 54, 29.97 W, 1665 MHz, 14001 MHz, 3865 MiB, 21 %
2026/09/24 09:38:58.291, 54, 29.92 W, 1597 MHz, 14001 MHz, 4473 MiB, 10 %
2026/09/24 09:38:58.541, 54, 29.92 W, 1597 MHz, 14001 MHz, 6585 MiB, 10 %
2026/09/24 09:38:58.792, 55, 34.98 W, 1770 MHz, 14001 MHz, 6585 MiB, 0 %
2026/09/24 09:38:59.042, 55, 34.98 W, 1770 MHz, 14001 MHz, 6585 MiB, 0 %
2026/09/24 09:38:59.292, 55, 34.03 W, 1590 MHz, 14001 MHz, 6585 MiB, 0 %
2026/09/24 09:38:59.542, 55, 34.03 W, 1590 MHz, 14001 MHz, 6585 MiB, 0 %
2026/09/24 09:38:59.793, 55, 33.38 W, 1590 MHz, 14001 MHz, 6585 MiB, 0 %
2026/09/24 09:39:00.043, 55, 33.38 W, 1590 MHz, 14001 MHz, 6585 MiB, 0 %
2026/09/24 09:39:00.293, 55, 33.38 W, 1590 MHz, 14001 MHz, 6585 MiB, 0 %
2026/09/24 09:39:00.543, 55, 33.38 W, 1590 MHz, 14001 MHz, 6585 MiB, 0 %
2026/09/24 09:39:00.793, 55, 27.80 W, 1590 MHz, 14001 MHz, 6585 MiB, 0 %
2026/09/24 09:39:01.044, 55, 27.80 W, 1590 MHz, 14001 MHz, 9753 MiB, 0 %
2026/09/24 09:39:01.294, 67, 49.73 W, 2190 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:01.544, 67, 49.73 W, 2190 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:01.794, 69, 140.07 W, 2190 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:02.045, 69, 140.07 W, 2190 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:02.295, 65, 174.05 W, 2265 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:02.545, 65, 174.05 W, 2265 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:02.795, 66, 167.85 W, 2385 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:03.046, 66, 167.85 W, 2385 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:03.296, 65, 172.38 W, 2062 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:03.546, 65, 172.38 W, 2062 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:03.796, 66, 169.60 W, 2385 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:04.046, 66, 169.60 W, 2385 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:04.297, 65, 172.10 W, 2085 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:04.547, 65, 172.10 W, 2085 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:04.797, 67, 171.89 W, 2325 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:05.047, 67, 171.89 W, 2325 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:05.298, 66, 171.84 W, 2227 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:05.548, 66, 171.84 W, 2227 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:05.798, 67, 171.48 W, 2212 MHz, 14001 MHz, 9753 MiB, 94 %
2026/09/24 09:39:06.048, 67, 171.48 W, 2212 MHz, 14001 MHz, 9753 MiB, 94 %
2026/09/24 09:39:06.298, 67, 171.49 W, 2302 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:06.549, 67, 171.49 W, 2302 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:06.799, 67, 171.51 W, 2167 MHz, 14001 MHz, 9753 MiB, 97 %
2026/09/24 09:39:07.049, 67, 171.51 W, 2167 MHz, 14001 MHz, 9753 MiB, 97 %
2026/09/24 09:39:07.299, 68, 171.44 W, 2272 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:07.549, 68, 171.44 W, 2272 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:07.800, 68, 172.02 W, 2257 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:08.050, 68, 172.02 W, 2257 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:08.300, 69, 171.30 W, 2182 MHz, 14001 MHz, 9753 MiB, 94 %
2026/09/24 09:39:08.550, 69, 171.30 W, 2182 MHz, 14001 MHz, 9753 MiB, 94 %
2026/09/24 09:39:08.800, 69, 171.16 W, 2310 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:09.051, 69, 171.16 W, 2310 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:09.301, 69, 171.68 W, 2115 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:09.551, 69, 171.68 W, 2115 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:09.801, 70, 171.25 W, 2287 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:10.052, 70, 171.25 W, 2287 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:10.302, 70, 171.50 W, 2205 MHz, 14001 MHz, 9753 MiB, 96 %
2026/09/24 09:39:10.552, 70, 171.50 W, 2205 MHz, 14001 MHz, 9753 MiB, 96 %
2026/09/24 09:39:10.802, 71, 170.47 W, 2212 MHz, 14001 MHz, 9753 MiB, 93 %
2026/09/24 09:39:11.052, 71, 170.47 W, 2212 MHz, 14001 MHz, 9753 MiB, 93 %
2026/09/24 09:39:11.303, 71, 171.06 W, 2287 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:11.553, 71, 171.06 W, 2287 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:11.803, 71, 171.65 W, 2115 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:12.053, 71, 171.65 W, 2115 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:12.303, 71, 171.21 W, 2265 MHz, 14001 MHz, 9753 MiB, 98 %
2026/09/24 09:39:12.554, 71, 171.21 W, 2265 MHz, 14001 MHz, 9753 MiB, 98 %
2026/09/24 09:39:12.804, 71, 172.29 W, 2205 MHz, 14001 MHz, 9753 MiB, 99 %
2026/09/24 09:39:13.054, 71, 172.29 W, 2205 MHz, 14001 MHz, 9753 MiB, 99 %
2026/09/24 09:39:13.304, 72, 171.19 W, 2197 MHz, 14001 MHz, 9753 MiB, 93 %
2026/09/24 09:39:13.554, 72, 171.19 W, 2197 MHz, 14001 MHz, 9753 MiB, 93 %
2026/09/24 09:39:13.805, 72, 171.32 W, 2280 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:14.055, 72, 171.32 W, 2280 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:14.305, 72, 171.60 W, 2115 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:14.555, 72, 171.60 W, 2115 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:14.805, 73, 171.67 W, 2250 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:15.055, 73, 171.67 W, 2250 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:15.306, 73, 172.27 W, 2182 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:15.556, 73, 172.27 W, 2182 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:15.806, 74, 171.13 W, 2220 MHz, 14001 MHz, 9753 MiB, 94 %
2026/09/24 09:39:16.056, 74, 171.13 W, 2220 MHz, 14001 MHz, 9753 MiB, 94 %
2026/09/24 09:39:16.306, 73, 171.44 W, 2265 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:16.557, 73, 171.44 W, 2265 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:16.807, 73, 171.66 W, 2122 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:17.057, 73, 171.66 W, 2122 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:17.307, 74, 171.35 W, 2220 MHz, 14001 MHz, 9753 MiB, 100 %
2026/09/24 09:39:17.558, 74, 171.35 W, 2220 MHz, 14001 MHz, 9753 MiB, 100 %
