Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
24.8,25109189,494,50828.3,49952.0,48896,64128,3248.9,qmatvec_bf16w_multi4_f32
19.9,20093507,2318,8668.5,3936.0,3360,27488,9262.3,qmatvec_bf16w_f32
14.9,15123844,456,33166.3,33536.0,21952,42880,5509.3,sdpa_naive_mask_f32
14.7,14844611,988,15024.9,14912.0,13504,16896,696.0,hc_diet_stage1_f32
9.1,9192386,988,9304.0,9280.0,8320,10496,488.9,hc_diet_stage3_f32
6.8,6829390,646,10571.8,6976.0,6432,20832,5745.5,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)"
3.6,3591686,1368,2625.5,2016.0,1760,4639,969.2,rms_norm_f32_v2
1.2,1166240,912,1278.8,1264.0,1024,1696,221.4,rope_neox_f32
1.1,1079488,988,1092.6,1088.0,960,1312,67.1,hc_diet_stage2_f32
0.7,742903,456,1629.2,1631.0,1568,1824,38.1,q_gate_split_f32
0.7,672416,608,1105.9,1120.0,896,1408,88.7,mul_f32
0.6,586913,190,3089.0,3072.0,2912,3392,98.6,dwconv_causal_f32
0.5,546528,494,1106.3,1056.0,1024,1408,66.0,hc_write_planes_f32
0.5,493440,456,1082.1,1088.0,1024,1248,31.1,sigmoid_f32
0.4,357696,152,2353.3,2272.0,2144,2688,151.6,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)8, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)"
0.3,306752,38,8072.4,8032.0,7904,8288,121.7,gdn_scan_step_f32
0.2,167360,152,1101.1,1088.0,1056,1120,16.2,add_scaled_rows_f32
0.1,144992,152,953.9,928.0,896,1088,69.6,axpy_f32
0.1,69888,38,1839.2,1856.0,1792,1952,46.3,rms_sigmul_f32
0.1,51168,38,1346.5,1312.0,1280,1760,80.3,gdn_glog_f32
