Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
18.8,458405367,11073,41398.5,3968.0,2592,68839963,668414.1,qmatvec_bf16w_f32
18.3,446455759,19408,23003.7,8736.0,4672,1313280,64143.5,qmatvec_bf16w_mt_f32
9.9,240593101,2160,111385.7,111008.0,102305,121921,3246.6,qmatvec_nvfp4_modelopt_sel_gu_silu_f32
6.8,166372424,26001,6398.7,6400.0,6016,7552,122.3,dsv4_nvfp4_deq_bf16_kernel
5.7,139471911,2160,64570.3,64576.0,61920,68641,926.2,qmatvec_nvfp4_modelopt_sel_f32_v3
5.5,133747302,4365,30640.8,30592.0,29344,33184,581.4,hc_diet_stage1_mt_f32
5.0,122500730,26835,4565.0,4512.0,4320,8928,433.9,bf16_to_f32
4.8,117956485,26001,4536.6,4544.0,4352,4928,52.1,scale_f32
3.9,94246220,4365,21591.3,21537.0,21056,23073,285.7,hc_diet_stage3_mt_f32
3.5,86488381,779,111024.9,114528.0,55392,152993,23620.0,sdpa_naive_mask_f32
2.8,68096065,9720,7005.8,6912.0,6720,8320,268.9,gdn_scan_step_f32
2.8,67930384,13345,5090.3,3488.0,2432,20608,4230.8,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)"
2.1,52006706,6037,8614.7,8608.0,4768,9952,894.5,nvjet_sm120_sss_tf32_mma_32x32x64_6_16x16x64_tmaAB_bz_TNNN
2.1,51278206,12102,4237.2,4160.0,3232,7296,442.4,nvjet_sm120_sss_tf32_mma_64x32x32_8_16x32x32_tmaAB_splitK_TNNN
1.2,28083721,36,780103.4,781440.5,752064,786048,7122.5,gdn_scan_naive_f32
0.9,21427141,13268,1614.9,1568.0,1472,2112,98.0,axpy_rows_seq_f32
0.6,15383975,12234,1257.5,1248.0,1024,3392,141.3,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)0, float, float, float, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
0.6,15166633,11688,1297.6,1248.0,896,1920,244.4,silu_mul_f32
0.5,12525797,4365,2869.6,2848.0,2752,3136,54.4,hc_diet_stage0_mt_f32
0.5,11018086,8945,1231.8,1248.0,1056,1920,61.5,scatter_add_slot_f32
0.4,10911780,8945,1219.9,1152.0,1024,1824,138.5,gather_rows_f32
0.4,10339904,396,26110.9,26128.0,5696,46816,20148.4,qmatvec_bf16w_multi4_f32
0.4,8724608,594,14687.9,14560.0,13504,16480,649.1,hc_diet_stage1_f32
0.3,7902401,4870,1622.7,1600.0,992,5344,474.6,hc_write_planes_f32
0.3,7237922,2564,2822.9,2304.0,1600,5760,1230.9,rms_norm_f32_v2
0.2,6004289,2435,2465.8,2432.0,2272,3552,124.7,sigmoid_dot_rows_f32
0.2,5328352,594,8970.3,8592.0,7968,10880,787.2,hc_diet_stage3_f32
0.2,5314979,4959,1071.8,1056.0,832,1472,124.9,hc_diet_stage2_f32
0.2,4770241,1840,2592.5,2432.0,2272,9984,1005.4,dwconv_causal_f32
0.1,3579776,1656,2161.7,2080.0,1984,5312,447.6,rms_sigmul_f32
0.1,3340930,2619,1275.7,1216.0,1024,2112,132.5,add_scaled_rows_f32
0.1,2356514,1656,1423.0,1408.0,1280,2112,85.8,gdn_glog_f32
0.1,2241506,1080,2075.5,2048.0,2016,2624,95.2,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)8, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)"
0.1,1929281,1558,1238.3,1200.0,928,2304,233.7,rope_neox_f32
0.1,1489920,495,3009.9,3008.0,2656,3456,147.4,argmax_partial_f32
0.1,1374945,184,7472.5,7328.0,5280,9280,487.4,hc_norm_planes_f32
0.1,1356960,154,8811.4,12128.0,2560,12960,4543.7,hc_inject_partials_bf16w_f32
0.1,1253782,779,1609.5,1567.0,1504,3871,286.9,q_gate_split_f32
0.0,1056896,963,1097.5,1088.0,896,2464,172.3,mul_f32
0.0,980672,1092,898.1,864.0,800,1568,85.0,axpy_f32
0.0,828064,779,1063.0,1056.0,864,2304,165.5,sigmoid_f32
0.0,607905,495,1228.1,1248.0,1056,1536,92.4,argmax_final_f32
