8,000,,,""
117,000,,,""
226,000,,,""
335,000,,,""
444,000,,,""
553,000,,,""
661,000,,,""
769,000,,,""
877,000,,,""
986,000,,,""
1093,000,,,""
1201,000,,,""
1310,000,,,""
1418,000,,,""
1526,000,,,""
1634,000,,,""
1745,000,,,""
1856,000,,,""
1965,000,,,""
2074,000,,,""
2182,000,,,""
2289,000,,,""
2397,000,,,""
2505,000,,,""
2613,000,,,""
2721,000,,,""
2829,000,,,""
2937,000,,,""
3046,000,,,""
3155,000,,,""
3263,000,,,""
3372,000,,,""
3480,000,,,""
3589,000,,,""
3697,000,,,""
3805,000,,,""
3913,000,,,""
4021,000,,,""
4129,000,,,""
4237,000,,,""
4345,000,,,""
4453,000,,,""
4562,000,,,""
4670,000,,,""
4778,000,,,""
4887,000,,,""
4997,000,,,""
5105,000,,,""
5213,000,,,""
5321,000,,,""
5429,000,,,""
5537,000,,,""
5645,000,,,""
5754,000,,,""
5863,000,,,""
5972,000,,,""
6079,000,,,""
6187,000,,,""
6295,000,,,""
6403,000,,,""
6513,000,,,""
6621,000,,,""
6730,000,,,""
6839,000,,,""
6947,000,,,""
7055,000,,,""
7163,000,,,""
7271,000,,,""
7379,000,,,""
7487,000,,,""
7595,000,,,""
7705,000,,,""
7813,000,,,""
7921,000,,,""
8029,000,,,""
8139,000,,,""
8247,000,,,""
8355,000,,,""
8463,000,,,""
8572,000,,,""
8680,000,,,""
8789,000,,,""
8896,000,,,""
9004,000,,,""
9113,000,,,""
9221,000,,,""
9328,000,,,""
9437,000,,,""
9546,000,,,""
9654,000,,,""
9763,000,,,""
9871,000,,,""
9980,000,,,""
10088,000,,,""
10242,200,ready,idle,""
