2026/08/11 00:21:12.479, 0, 0, 100, 32, P0
2026/08/11 00:21:12.481, 1, 0, 85, 32, P0
2026/08/11 00:21:12.638, 0, 3, 0, 32, P0
2026/08/11 00:21:12.641, 1, 3, 0, 32, P0
2026/08/11 00:21:12.768, 0, 595, 1, 32, P0
2026/08/11 00:21:12.770, 1, 3, 0, 32, P0
2026/08/11 00:21:12.896, 0, 595, 1, 32, P0
2026/08/11 00:21:12.898, 1, 3, 0, 32, P0
2026/08/11 00:21:13.025, 0, 595, 0, 32, P0
2026/08/11 00:21:13.027, 1, 1011, 6, 32, P0
2026/08/11 00:21:13.163, 0, 1043, 9, 32, P0
2026/08/11 00:21:13.167, 1, 1011, 4, 32, P0
2026/08/11 00:21:13.298, 0, 1043, 2, 32, P0
2026/08/11 00:21:13.300, 1, 1011, 2, 32, P0
2026/08/11 00:21:13.424, 0, 1045, 2, 32, P0
2026/08/11 00:21:13.426, 1, 1013, 2, 32, P0
2026/08/11 00:21:13.550, 0, 1045, 0, 32, P0
2026/08/11 00:21:13.622, 1, 1013, 0, 32, P0
2026/08/11 00:21:13.746, 0, 1047, 2, 32, P0
2026/08/11 00:21:13.748, 1, 1015, 2, 32, P0
2026/08/11 00:21:13.918, 0, 3385, 20, 32, P0
2026/08/11 00:21:13.921, 1, 1015, 0, 32, P0
2026/08/11 00:21:14.052, 0, 3385, 2, 32, P0
2026/08/11 00:21:14.054, 1, 1017, 2, 32, P0
2026/08/11 00:21:14.179, 0, 3385, 0, 32, P0
2026/08/11 00:21:14.181, 1, 1017, 0, 32, P0
2026/08/11 00:21:14.305, 0, 3385, 2, 32, P0
2026/08/11 00:21:14.307, 1, 1017, 2, 32, P0
2026/08/11 00:21:14.430, 0, 3387, 2, 31, P0
2026/08/11 00:21:14.433, 1, 1019, 2, 32, P0
2026/08/11 00:21:14.556, 0, 4923, 0, 31, P0
2026/08/11 00:21:14.559, 1, 1019, 0, 32, P0
2026/08/11 00:21:14.688, 0, 5757, 45, 32, P0
2026/08/11 00:21:14.691, 1, 1021, 0, 32, P0
2026/08/11 00:21:14.816, 0, 5757, 0, 32, P0
2026/08/11 00:21:14.818, 1, 1021, 0, 32, P0
2026/08/11 00:21:14.941, 0, 5759, 0, 32, P0
2026/08/11 00:21:14.943, 1, 1023, 0, 32, P0
2026/08/11 00:21:15.133, 0, 5759, 0, 32, P0
2026/08/11 00:21:15.135, 1, 1023, 0, 32, P0
2026/08/11 00:21:15.258, 0, 5759, 2, 32, P0
2026/08/11 00:21:15.260, 1, 1023, 2, 32, P0
2026/08/11 00:21:15.427, 0, 8129, 29, 32, P0
2026/08/11 00:21:15.436, 1, 1025, 0, 32, P0
2026/08/11 00:21:15.561, 0, 8129, 2, 32, P0
2026/08/11 00:21:15.563, 1, 1025, 2, 32, P0
2026/08/11 00:21:15.686, 0, 8131, 0, 32, P0
2026/08/11 00:21:15.689, 1, 1027, 0, 32, P0
2026/08/11 00:21:15.812, 0, 8131, 0, 32, P0
2026/08/11 00:21:15.814, 1, 1027, 0, 32, P0
2026/08/11 00:21:16.007, 0, 8133, 2, 31, P0
2026/08/11 00:21:16.009, 1, 1029, 2, 32, P0
