2026/08/11 00:20:32.061, 0, 0, 0, 28, P8
2026/08/11 00:20:32.068, 1, 0, 0, 28, P8
2026/08/11 00:20:32.262, 0, 1, 0, 28, P8
2026/08/11 00:20:32.273, 1, 1, 0, 28, P8
2026/08/11 00:20:32.440, 0, 3, 0, 28, P0
2026/08/11 00:20:32.443, 1, 3, 0, 28, P8
2026/08/11 00:20:32.580, 0, 595, 1, 29, P0
2026/08/11 00:20:32.582, 1, 3, 0, 28, P8
2026/08/11 00:20:32.714, 0, 595, 0, 29, P0
2026/08/11 00:20:32.716, 1, 3, 0, 28, P8
2026/08/11 00:20:32.854, 0, 691, 0, 29, P0
2026/08/11 00:20:32.856, 1, 1011, 3, 29, P0
2026/08/11 00:20:32.987, 0, 1043, 9, 29, P0
2026/08/11 00:20:32.990, 1, 1011, 7, 29, P0
2026/08/11 00:20:33.114, 0, 1043, 0, 29, P0
2026/08/11 00:20:33.116, 1, 1011, 0, 29, P0
2026/08/11 00:20:33.240, 0, 1045, 2, 29, P0
2026/08/11 00:20:33.242, 1, 1013, 1, 29, P0
2026/08/11 00:20:33.431, 0, 1047, 0, 29, P0
2026/08/11 00:20:33.433, 1, 1013, 0, 29, P0
2026/08/11 00:20:33.564, 0, 1047, 2, 29, P0
2026/08/11 00:20:33.566, 1, 1015, 2, 29, P0
2026/08/11 00:20:33.717, 0, 3385, 19, 29, P0
2026/08/11 00:20:33.726, 1, 1015, 0, 30, P0
2026/08/11 00:20:33.851, 0, 3385, 2, 29, P0
2026/08/11 00:20:33.853, 1, 1017, 2, 30, P0
2026/08/11 00:20:33.976, 0, 3385, 0, 29, P0
2026/08/11 00:20:33.978, 1, 1017, 0, 30, P0
2026/08/11 00:20:34.102, 0, 3385, 2, 29, P0
2026/08/11 00:20:34.103, 1, 1017, 2, 30, P0
2026/08/11 00:20:34.227, 0, 3387, 2, 29, P0
2026/08/11 00:20:34.229, 1, 1019, 2, 30, P0
2026/08/11 00:20:34.354, 0, 4923, 0, 29, P0
2026/08/11 00:20:34.357, 1, 1019, 0, 30, P0
2026/08/11 00:20:34.483, 0, 5757, 45, 30, P0
2026/08/11 00:20:34.486, 1, 1019, 0, 30, P0
2026/08/11 00:20:34.619, 0, 5757, 0, 30, P0
2026/08/11 00:20:34.622, 1, 1021, 0, 30, P0
2026/08/11 00:20:34.746, 0, 5759, 0, 30, P0
2026/08/11 00:20:34.748, 1, 1023, 0, 30, P0
2026/08/11 00:20:34.872, 0, 5759, 2, 30, P0
2026/08/11 00:20:34.946, 1, 1023, 0, 30, P0
2026/08/11 00:20:35.071, 0, 5759, 2, 30, P0
2026/08/11 00:20:35.073, 1, 1023, 2, 30, P0
2026/08/11 00:20:35.241, 0, 8129, 42, 30, P0
2026/08/11 00:20:35.244, 1, 1023, 0, 30, P0
2026/08/11 00:20:35.375, 0, 8129, 2, 30, P0
2026/08/11 00:20:35.377, 1, 1025, 2, 30, P0
2026/08/11 00:20:35.500, 0, 8131, 0, 30, P0
2026/08/11 00:20:35.503, 1, 1027, 0, 30, P0
2026/08/11 00:20:35.626, 0, 8131, 0, 30, P0
