10:53:02.482	4342	run-gen-p67	2	25	19
10:53:03.489	4342	run-gen-p67	3	30	23
10:53:04.495	4342	run-gen-p67	3	34	24
10:53:05.502	4342	run-gen-p67	3	35	24
10:53:06.509	4536	run-gen-p67	1	4	2
10:53:07.515	4536	run-gen-p67	1	18	14
10:53:08.521	4536	run-gen-p67	1	19	14
10:53:09.528	4536	run-gen-p67	1	20	14
10:53:10.535	4536	run-gen-p67	1	23	14
10:53:11.541	4536	run-gen-p67	1	24	14
10:53:12.546	4536	run-gen-p67	1	26	14
10:53:13.551	4536	run-gen-p67	1	27	14
10:53:14.558	4536	run-gen-p67	7	339	323
10:53:15.564	4536	run-gen-p67	16	498	477
10:53:16.570	4536	run-gen-p67	16	501	477
10:53:17.577	4536	run-gen-p67	28	16734	16726
10:53:18.582	4536	run-gen-p67	31	26449	26420
10:53:19.589	4536	run-gen-p67	31	26484	26452
10:53:20.595	4536	run-gen-p67	31	26515	26482
10:53:22.603	5869	run-gen-p67	6	23	15
10:53:23.608	5869	run-gen-p67	6	28	17
10:53:24.613	5869	run-gen-p67	6	29	17
10:53:25.620	5869	run-gen-p67	6	33	17
10:53:26.626	5869	run-gen-p67	7	69	52
10:53:27.632	6079	run-gen-p67	6	23	14
10:53:28.638	6079	run-gen-p67	8	28	14
10:53:29.644	6079	run-gen-p67	8	30	14
10:53:30.650	6079	run-gen-p67	8	31	14
10:53:31.655	6079	run-gen-p67	11	36	14
10:53:32.661	6079	run-gen-p67	11	37	14
10:53:33.667	6079	run-gen-p67	11	41	14
10:53:34.673	6079	run-gen-p67	63	381	328
10:53:35.678	6079	run-gen-p67	98	578	505
10:53:36.683	6079	run-gen-p67	98	580	505
10:53:37.689	6079	run-gen-p67	104	18319	18267
10:53:38.695	6079	run-gen-p67	111	28207	28125
10:53:39.701	6079	run-gen-p67	111	28212	28128
10:53:40.708	6079	run-gen-p67	114	28303	28128
10:53:41.714	7361	run-gen-p67	3	19	15
10:53:42.720	7361	run-gen-p67	3	24	19
10:53:43.726	7361	run-gen-p67	3	25	19
10:53:44.732	7361	run-gen-p67	3	27	19
10:53:45.737	7555	run-gen-p67	2	4	2
10:53:46.743	7555	run-gen-p67	4	21	16
10:53:47.749	7555	run-gen-p67	4	22	16
10:53:48.756	7555	run-gen-p67	4	24	16
10:53:49.761	7555	run-gen-p67	4	26	16
10:53:50.768	7555	run-gen-p67	4	28	16
10:53:51.774	7555	run-gen-p67	4	31	16
10:53:52.779	7555	run-gen-p67	4	34	16
10:53:53.785	7555	run-gen-p67	65	376	331
10:53:54.792	7555	run-gen-p67	85	531	475
10:53:55.798	7555	run-gen-p67	85	532	475
10:53:56.805	7555	run-gen-p67	100	16461	16416
10:53:57.812	7555	run-gen-p67	107	27043	26974
10:53:58.817	7555	run-gen-p67	107	27087	27017
10:53:59.822	7555	run-gen-p67	107	27095	27022
10:54:00.828	8876	run-gen-p67	3	7	4
10:54:01.834	8876	run-gen-p67	6	24	16
10:54:02.840	8876	run-gen-p67	6	26	16
10:54:03.846	8876	run-gen-p67	6	29	17
10:54:04.853	8876	run-gen-p67	7	32	17
10:54:05.859	9088	run-gen-p67	1	5	2
10:54:06.864	9088	run-gen-p67	1	19	14
10:54:07.871	9088	run-gen-p67	1	22	14
10:54:08.877	9088	run-gen-p67	1	24	14
10:54:09.884	9088	run-gen-p67	1	28	14
10:54:10.890	9088	run-gen-p67	1	29	14
10:54:11.896	9088	run-gen-p67	1	33	14
10:54:12.902	9088	run-gen-p67	1	36	14
10:54:13.908	9088	run-gen-p67	50	349	310
10:54:14.914	9088	run-gen-p67	71	519	465
10:54:15.920	9088	run-gen-p67	71	522	465
10:54:16.926	9088	run-gen-p67	78	20851	20808
10:54:17.932	9088	run-gen-p67	86	28332	28264
10:54:18.938	9088	run-gen-p67	86	28337	28267
10:54:19.944	10377	run-gen-p67	2	2	0
10:54:20.951	10377	run-gen-p67	2	19	16
10:54:21.956	10377	run-gen-p67	2	24	18
10:54:22.961	10377	run-gen-p67	2	26	18
10:54:23.967	10377	run-gen-p67	4	32	19
10:54:24.973	10582	run-gen-p67	8	17	10
10:54:25.979	10582	run-gen-p67	8	27	16
10:54:26.985	10582	run-gen-p67	8	28	16
10:54:27.992	10582	run-gen-p67	8	30	16
10:54:28.998	10582	run-gen-p67	8	33	16
10:54:30.004	10582	run-gen-p67	8	36	16
10:54:31.010	10582	run-gen-p67	8	37	16
10:54:32.016	10582	run-gen-p67	11	42	16
10:54:33.022	10582	run-gen-p67	65	418	369
10:54:34.028	10582	run-gen-p67	89	553	494
10:54:35.034	10582	run-gen-p67	89	555	494
10:54:36.040	10582	run-gen-p67	102	18290	18246
10:54:37.046	10582	run-gen-p67	114	26930	26858
10:54:38.052	10582	run-gen-p67	138	26972	26872
10:54:39.058	10582	run-gen-p67	143	26995	26889
10:54:40.064	11903	run-gen-p67	2	11	8
10:54:41.069	11903	run-gen-p67	5	24	15
