timestamp, uuid, name, index, memory.total [MiB], memory.used [MiB], utilization.gpu [%], power.draw [W], clocks.current.sm [MHz], temperature.gpu
2026/09/20 02:57:21.246, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 1 MiB, 0 %, 34.96 W, 180 MHz, 29
2026/09/20 02:57:21.258, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 0 MiB, 0 %, 34.57 W, 172 MHz, 29
2026/09/20 02:57:21.262, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 0 MiB, 0 %, 35.23 W, 180 MHz, 28
2026/09/20 02:57:21.349, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 0 MiB, 0 %, 34.45 W, 180 MHz, 29
2026/09/20 02:57:21.609, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 595 MiB, 0 %, 40.94 W, 180 MHz, 30
2026/09/20 02:57:21.609, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 0 MiB, 0 %, 34.53 W, 180 MHz, 29
2026/09/20 02:57:21.609, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 0 MiB, 0 %, 35.39 W, 180 MHz, 28
2026/09/20 02:57:21.609, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 0 MiB, 0 %, 34.50 W, 180 MHz, 29
2026/09/20 02:57:21.859, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 595 MiB, 0 %, 56.24 W, 2280 MHz, 30
2026/09/20 02:57:21.859, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 0 MiB, 0 %, 34.54 W, 180 MHz, 29
2026/09/20 02:57:21.859, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 0 MiB, 0 %, 35.34 W, 180 MHz, 28
2026/09/20 02:57:21.859, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 0 MiB, 0 %, 34.49 W, 180 MHz, 29
2026/09/20 02:57:22.109, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 595 MiB, 0 %, 60.37 W, 2392 MHz, 30
2026/09/20 02:57:22.109, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 0 MiB, 0 %, 34.54 W, 180 MHz, 29
2026/09/20 02:57:22.109, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 0 MiB, 0 %, 35.34 W, 180 MHz, 28
2026/09/20 02:57:22.109, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 0 MiB, 0 %, 34.49 W, 180 MHz, 29
2026/09/20 02:57:22.360, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 595 MiB, 0 %, 86.24 W, 2392 MHz, 30
2026/09/20 02:57:22.360, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 0 MiB, 0 %, 34.54 W, 180 MHz, 29
2026/09/20 02:57:22.360, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 0 MiB, 0 %, 35.34 W, 180 MHz, 28
2026/09/20 02:57:22.360, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 0 MiB, 0 %, 34.49 W, 180 MHz, 29
2026/09/20 02:57:22.610, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 627 MiB, 0 %, 87.41 W, 2392 MHz, 30
2026/09/20 02:57:22.610, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 0 MiB, 0 %, 34.54 W, 180 MHz, 29
2026/09/20 02:57:22.610, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 0 MiB, 0 %, 35.34 W, 180 MHz, 28
2026/09/20 02:57:22.610, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 0 MiB, 0 %, 34.49 W, 180 MHz, 29
2026/09/20 02:57:22.860, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 627 MiB, 0 %, 87.36 W, 2392 MHz, 30
2026/09/20 02:57:22.861, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 0 MiB, 0 %, 34.54 W, 180 MHz, 29
