epoch_ms,temp_c,power_w,sm_mhz,mem_used_mib,cuda_driver_free_bytes,cuda_pool_used_bytes,cuda_pool_reserved_bytes,cuda_pool_cached_bytes,active_sessions,prefix_cache_bytes,kv_vmm_mapped_bytes,kv_vmm_reserved_bytes,kv_vmm_owed_bytes,kv_vmm_graveyard_bytes,kv_vmm_grows_total,kv_vmm_mapper_grows_total,kv_vmm_grow_waits_total
1790370417202,65,77.44,1582,8816,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370417452,70,85.41,1687,8880,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370417702,71,88.59,1590,8882,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370417952,71,88.25,1642,9948,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370418202,68,93.69,892,9948,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370418452,70,96.28,1282,9948,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370418702,71,93.66,1560,9980,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370418952,70,93.18,1477,9980,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370419202,69,92.47,960,9980,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370419452,71,94.81,1320,9980,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370419702,71,95.54,1552,9980,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370419952,71,93.93,1477,9980,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370420202,69,94.70,967,10044,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370420452,71,95.06,1327,10204,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370420702,72,94.12,1515,10428,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370420952,70,93.82,1515,10430,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370421202,68,94.03,817,10430,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370421452,69,94.65,1125,10430,0,0,0,0,0,0,0,0,0,0,0,0,0
1790370421702,69,93.89,1350,10430,14212988928,10420404224,10468982784,48578560,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370421952,69,93.02,1162,10430,14212988928,10420404224,10468982784,48578560,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370422202,68,94.04,862,10430,14212988928,10420404224,10468982784,48578560,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370422452,69,94.18,1155,10430,14212988928,10420404224,10468982784,48578560,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370422702,69,94.75,1335,10430,14212988928,10420404224,10468982784,48578560,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370422952,69,93.51,1125,10430,14212988928,10420404224,10468982784,48578560,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370423202,68,93.99,892,10430,14212988928,10420404224,10468982784,48578560,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370423452,69,94.79,1177,10430,14212988928,10420404224,10468982784,48578560,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370423702,69,94.57,1320,10430,14212988928,10420404224,10468982784,48578560,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370423952,69,93.79,1095,10430,14212988928,10420404224,10468982784,48578560,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370424202,68,93.21,907,10430,14212988928,10420404224,10468982784,48578560,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370424452,69,94.14,1185,10430,14212988928,10420404224,10468982784,48578560,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370424702,69,93.75,1297,10430,14212988928,10420404224,10468982784,48578560,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370424952,69,93.35,1072,10448,14212988928,10420404224,10468982784,48578560,8,603029504,150994944,226492416,75497472,0,36,36,0
1790370425202,69,93.58,952,10448,14194114560,10420404224,10468982784,48578560,8,603029504,169869312,226492416,56623104,0,36,45,0
1790370425452,69,94.68,1192,10448,14194114560,10420404224,10468982784,48578560,8,603029504,169869312,226492416,56623104,0,36,45,0
1790370425702,69,93.74,1252,10448,14194114560,10420404224,10468982784,48578560,8,603029504,169869312,226492416,56623104,0,36,45,0
1790370425952,69,93.18,1065,10448,14194114560,10420404224,10468982784,48578560,8,603029504,169869312,226492416,56623104,0,36,45,0
1790370426202,69,94.02,997,10448,14194114560,10420404224,10468982784,48578560,8,603029504,169869312,226492416,56623104,0,36,45,0
1790370426452,69,94.67,1200,10466,14194114560,10420404224,10468982784,48578560,8,603029504,169869312,226492416,56623104,0,36,45,0
1790370426702,69,93.72,1230,10850,14175240192,10420404224,10468982784,48578560,7,603029504,188743680,226492416,37748736,0,36,54,0
1790370426952,71,94.32,1357,10850,14175240192,10420404224,10468982784,48578560,7,603029504,188743680,226492416,37748736,0,36,54,0
1790370427202,71,94.23,1320,11050,13772587008,10182919116,10871635968,688716852,5,603029504,188743680,226492416,37748736,0,36,54,0
1790370427452,71,94.64,1447,11082,13772587008,10182919116,10871635968,688716852,5,603029504,188743680,226492416,37748736,0,36,54,0
1790370427702,71,94.52,1440,11082,13772587008,10182919116,10871635968,688716852,5,603029504,188743680,226492416,37748736,0,36,54,0
1790370427952,71,94.50,1387,11082,13772587008,10182919116,10871635968,688716852,5,603029504,188743680,226492416,37748736,0,36,54,0
1790370428202,72,94.67,1335,11082,13772587008,10182919116,10871635968,688716852,5,603029504,188743680,226492416,37748736,0,36,54,0
1790370428452,72,94.87,1522,11178,13772587008,10182919116,10871635968,688716852,5,603029504,188743680,226492416,37748736,0,36,54,0
1790370428702,70,93.98,1402,11178,13772587008,10182919116,10871635968,688716852,5,603029504,188743680,226492416,37748736,0,36,54,0
1790370428952,69,93.46,1087,11196,13772587008,10182919116,10871635968,688716852,5,603029504,188743680,226492416,37748736,0,36,54,0
1790370429202,70,94.56,1057,11196,13409779712,11085581080,11140071424,54490344,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370429452,69,93.70,1185,11196,13409779712,11085581080,11140071424,54490344,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370429702,69,93.78,1200,11196,13409779712,11085581080,11140071424,54490344,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370429952,69,93.23,1065,11196,13409779712,11085581080,11140071424,54490344,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370430202,70,94.24,1095,11196,13409779712,11085581080,11140071424,54490344,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370430452,70,93.86,1185,11196,13409779712,11085581080,11140071424,54490344,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370430702,70,93.91,1192,11196,13409779712,11085581080,11140071424,54490344,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370430952,69,93.78,1042,11196,13409779712,11085581080,11140071424,54490344,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370431202,69,94.04,1125,11196,13409779712,11085581080,11140071424,54490344,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370431452,70,94.02,1177,11196,13409779712,11094167320,11140071424,45904104,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370431702,69,93.74,1170,11196,13409779712,11094167320,11140071424,45904104,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370431952,69,93.78,1050,11196,13409779712,11094167320,11140071424,45904104,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370432202,70,94.13,1132,11196,13409779712,11094167320,11140071424,45904104,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370432452,70,94.21,1170,11196,13409779712,11094167320,11140071424,45904104,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370432702,69,93.64,1132,11196,13409779712,11094167320,11140071424,45904104,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370432952,69,93.41,1050,11214,13409779712,11094167320,11140071424,45904104,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370433202,70,93.97,1147,11214,13409779712,11094167320,11140071424,45904104,8,897892352,283115520,339738624,56623104,0,54,81,0
1790370433452,70,93.89,1170,11214,13390905344,11094167320,11140071424,45904104,8,897892352,301989888,339738624,37748736,0,54,90,0
1790370433702,70,93.72,1125,11214,13390905344,11094167320,11140071424,45904104,8,897892352,301989888,339738624,37748736,0,54,90,0
1790370433952,69,93.99,1072,11214,13390905344,11094167320,11140071424,45904104,8,897892352,301989888,339738624,37748736,0,54,90,0
1790370434202,70,94.04,1155,11214,13390905344,11094167320,11140071424,45904104,8,897892352,301989888,339738624,37748736,0,54,90,0
1790370434452,71,94.02,1320,11438,13390905344,10905121380,11140071424,234950044,7,897892352,301989888,339738624,37748736,0,54,90,0
1790370434702,71,94.01,1372,11506,13156024320,10846275620,11374952448,528676828,7,897892352,301989888,339738624,37748736,0,54,90,0
1790370434952,72,94.52,1425,11506,13156024320,10846275620,11374952448,528676828,7,897892352,301989888,339738624,37748736,0,54,90,0
1790370435202,71,94.42,1432,11506,13156024320,10846275620,11374952448,528676828,7,897892352,301989888,339738624,37748736,0,54,90,0
1790370435452,70,94.50,1342,11506,13156024320,10846275620,11374952448,528676828,7,897892352,301989888,339738624,37748736,0,54,90,0
1790370435702,70,93.72,1125,11506,13084721152,11228277648,11408506880,180229232,8,1042235392,339738624,396361728,56623104,0,63,99,0
1790370435952,70,93.85,1125,11506,13084721152,11228277648,11408506880,180229232,8,1042235392,339738624,396361728,56623104,0,63,99,0
1790370436202,70,93.38,1050,11506,13084721152,11228277648,11408506880,180229232,8,1042235392,339738624,396361728,56623104,0,63,99,0
