[server] starting; models config = [("qwen", "/home/avifenesh/models/qwen3.5-9b-judge-q8_0.gguf", None)]
[worker] Engine ready (MEMRA_FAST=true)
[worker] loading model "qwen" <- /home/avifenesh/models/qwen3.5-9b-judge-q8_0.gguf
[q8rp] split-plane decode mirrors built: 249 tensors
[worker]   loaded "qwen": 32 layers, eos=248046
[worker] qwen: decode chunk cap 8
[server] worker ready; serving models: ["qwen"]
[server] listening on http://127.0.0.1:8093
[prime-batch] B=3 tokens=678 in 140.6ms
[prime-batch] B=6 tokens=1356 in 256.6ms
[prime-batch] B=6 tokens=1356 in 265.4ms
[prime-batch] B=3 tokens=678 in 143.7ms
[prime-batch] B=6 tokens=1356 in 277.6ms
[prime-batch] B=6 tokens=1356 in 287.8ms
[prime-batch] B=3 tokens=678 in 149.1ms
[prime-batch] B=6 tokens=1356 in 270.4ms
[prime-batch] B=6 tokens=1356 in 295.3ms
[prime-batch] B=3 tokens=678 in 152.7ms
[prime-batch] B=6 tokens=1356 in 293.6ms
[prime-batch] B=6 tokens=1356 in 294.2ms
