[server] starting; models config = [("qwen", "/home/avifenesh/models/qwen3.5-9b-judge-q8_0.gguf", None)]
[worker] Engine ready (MEMRA_FAST=true)
[worker] loading model "qwen" <- /home/avifenesh/models/qwen3.5-9b-judge-q8_0.gguf
[worker]   loaded "qwen": 32 layers, eos=248046
[worker] qwen: decode chunk cap 8
[server] worker ready; serving models: ["qwen"]
[server] listening on http://127.0.0.1:8093
[prime-batch] B=5 tokens=1130 in 209.6ms
[prime-batch] B=6 tokens=1356 in 255.4ms
[prime-batch] B=5 tokens=1130 in 227.7ms
[prime-batch] B=5 tokens=1130 in 220.1ms
[prime-batch] B=6 tokens=1356 in 277.4ms
[prime-batch] B=5 tokens=1130 in 228.2ms
[prime-batch] B=5 tokens=1130 in 224.6ms
[prime-batch] B=6 tokens=1356 in 279.1ms
[prime-batch] B=5 tokens=1130 in 242.3ms
[prime-batch] B=5 tokens=1130 in 220.5ms
[prime-batch] B=6 tokens=1356 in 349.7ms
[prime-batch] B=5 tokens=1130 in 288.2ms
