name, memory.total [MiB], memory.used [MiB], memory.free [MiB], temperature.gpu, power.draw [W]
NVIDIA RTX PRO 6000 Blackwell Workstation Edition, 97887 MiB, 2 MiB, 97249 MiB, 49, 96.51 W
