timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/25 12:33:09.268, 61, 41.00 W, 180 MHz, 7001 MHz, 2 MiB, 0 %
2026/09/25 12:33:09.521, 60, 40.94 W, 180 MHz, 7001 MHz, 42 MiB, 0 %
2026/09/25 12:33:09.771, 60, 40.94 W, 180 MHz, 7001 MHz, 1460 MiB, 0 %
2026/09/25 12:33:10.021, 61, 50.88 W, 2625 MHz, 13365 MHz, 2324 MiB, 21 %
2026/09/25 12:33:10.271, 61, 50.88 W, 2625 MHz, 13365 MHz, 3348 MiB, 21 %
2026/09/25 12:33:10.522, 61, 72.35 W, 2625 MHz, 13365 MHz, 4372 MiB, 12 %
2026/09/25 12:33:10.772, 61, 72.35 W, 2625 MHz, 13365 MHz, 5332 MiB, 12 %
2026/09/25 12:33:11.022, 60, 90.65 W, 2617 MHz, 13365 MHz, 6260 MiB, 11 %
2026/09/25 12:33:11.272, 60, 90.65 W, 2617 MHz, 13365 MHz, 7188 MiB, 11 %
2026/09/25 12:33:11.522, 60, 90.15 W, 2617 MHz, 13365 MHz, 8084 MiB, 10 %
2026/09/25 12:33:11.772, 60, 90.15 W, 2617 MHz, 13365 MHz, 9044 MiB, 10 %
2026/09/25 12:33:12.023, 60, 89.77 W, 2617 MHz, 13365 MHz, 9972 MiB, 10 %
2026/09/25 12:33:12.273, 60, 89.77 W, 2617 MHz, 13365 MHz, 10900 MiB, 10 %
2026/09/25 12:33:12.523, 60, 89.59 W, 2617 MHz, 13365 MHz, 11828 MiB, 11 %
2026/09/25 12:33:12.773, 60, 89.59 W, 2617 MHz, 13365 MHz, 12756 MiB, 11 %
2026/09/25 12:33:13.023, 60, 89.55 W, 2617 MHz, 13365 MHz, 13652 MiB, 10 %
2026/09/25 12:33:13.273, 60, 89.55 W, 2617 MHz, 13365 MHz, 14612 MiB, 10 %
2026/09/25 12:33:13.523, 59, 89.11 W, 2617 MHz, 13365 MHz, 14740 MiB, 5 %
2026/09/25 12:33:13.774, 59, 89.11 W, 2617 MHz, 13365 MHz, 14740 MiB, 5 %
2026/09/25 12:33:14.024, 59, 87.35 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:14.274, 59, 87.35 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:14.524, 59, 85.83 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:14.774, 59, 85.83 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:15.024, 59, 85.83 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:15.275, 59, 85.83 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:15.525, 59, 84.02 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:15.775, 59, 84.02 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:16.025, 59, 84.02 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:16.275, 59, 84.02 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:16.525, 58, 83.73 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:16.775, 58, 83.73 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:17.026, 58, 83.73 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:17.276, 58, 83.73 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:17.526, 58, 83.56 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:17.776, 58, 83.56 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:18.026, 58, 83.56 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:18.276, 58, 83.56 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:18.526, 58, 83.13 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:18.777, 58, 83.13 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:19.027, 58, 83.13 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:19.277, 58, 83.13 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:19.527, 57, 82.68 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:19.778, 57, 82.68 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:20.028, 57, 82.93 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:20.279, 57, 82.93 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:20.529, 57, 83.55 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:20.780, 57, 83.55 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:21.031, 57, 83.53 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:21.281, 57, 83.53 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 12:33:21.531, 57, 83.53 W, 2610 MHz, 13365 MHz, 16052 MiB, 0 %
2026/09/25 12:33:21.781, 57, 83.53 W, 2610 MHz, 13365 MHz, 16820 MiB, 0 %
2026/09/25 12:33:22.032, 64, 171.27 W, 2797 MHz, 13365 MHz, 16820 MiB, 99 %
2026/09/25 12:33:22.282, 64, 171.27 W, 2797 MHz, 13365 MHz, 16820 MiB, 99 %
2026/09/25 12:33:22.532, 65, 246.62 W, 2820 MHz, 13365 MHz, 16820 MiB, 100 %
2026/09/25 12:33:22.782, 65, 246.62 W, 2820 MHz, 13365 MHz, 16820 MiB, 100 %
2026/09/25 12:33:23.032, 66, 453.22 W, 2820 MHz, 13365 MHz, 16820 MiB, 100 %
2026/09/25 12:33:23.282, 66, 453.22 W, 2820 MHz, 13365 MHz, 16820 MiB, 100 %
2026/09/25 12:33:23.532, 66, 465.93 W, 2835 MHz, 13365 MHz, 16820 MiB, 100 %
2026/09/25 12:33:23.782, 66, 465.93 W, 2835 MHz, 13365 MHz, 16820 MiB, 100 %
2026/09/25 12:33:24.032, 66, 477.05 W, 2827 MHz, 13365 MHz, 16820 MiB, 99 %
2026/09/25 12:33:24.282, 66, 477.05 W, 2827 MHz, 13365 MHz, 17108 MiB, 99 %
2026/09/25 12:33:24.533, 66, 458.81 W, 2812 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:24.783, 66, 458.81 W, 2812 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:25.033, 67, 450.32 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:25.283, 67, 450.32 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:25.533, 67, 466.73 W, 2827 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:25.783, 67, 466.73 W, 2827 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:26.033, 67, 479.19 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:26.283, 67, 479.19 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:26.533, 67, 465.85 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:26.784, 67, 465.85 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:27.034, 67, 454.14 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:27.284, 67, 454.14 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:27.534, 68, 469.99 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:27.784, 68, 469.99 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:28.034, 67, 479.63 W, 2827 MHz, 13365 MHz, 17108 MiB, 99 %
2026/09/25 12:33:28.284, 67, 479.63 W, 2827 MHz, 13365 MHz, 17108 MiB, 99 %
2026/09/25 12:33:28.534, 67, 463.26 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:28.784, 67, 463.26 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:29.034, 68, 452.02 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:29.285, 68, 452.02 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:29.535, 68, 469.11 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:29.785, 68, 469.11 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:30.035, 68, 479.51 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:30.285, 68, 479.51 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:30.535, 68, 467.59 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:30.785, 68, 467.59 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:31.035, 68, 456.73 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:31.285, 68, 456.73 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:31.535, 69, 470.58 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:31.785, 69, 470.58 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:32.035, 68, 481.24 W, 2827 MHz, 13365 MHz, 17108 MiB, 99 %
2026/09/25 12:33:32.286, 68, 481.24 W, 2827 MHz, 13365 MHz, 17108 MiB, 99 %
2026/09/25 12:33:32.536, 68, 462.43 W, 2812 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:32.786, 68, 462.43 W, 2812 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:33.036, 68, 454.00 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:33.286, 68, 454.00 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:33.536, 69, 470.83 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:33.786, 69, 470.83 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:34.036, 69, 483.30 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:34.286, 69, 483.30 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:34.537, 69, 469.18 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:34.787, 69, 469.18 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:35.037, 69, 459.74 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:35.287, 69, 459.74 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:35.537, 69, 472.31 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:35.787, 69, 472.31 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:36.037, 69, 483.15 W, 2827 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:36.287, 69, 483.15 W, 2827 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:36.537, 69, 466.44 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:36.787, 69, 466.44 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:37.038, 69, 455.70 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:37.288, 69, 455.70 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:37.538, 70, 473.47 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:37.788, 70, 473.47 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:38.038, 69, 483.89 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:38.288, 69, 483.89 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:38.538, 69, 471.78 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:38.788, 69, 471.78 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:39.038, 70, 458.87 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:39.288, 70, 458.87 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:39.538, 70, 474.88 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:39.788, 70, 474.88 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:40.039, 70, 484.49 W, 2827 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:40.289, 70, 484.49 W, 2827 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:40.539, 69, 467.56 W, 2812 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:40.789, 69, 467.56 W, 2812 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:41.039, 70, 455.57 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:41.289, 70, 455.57 W, 2820 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:41.539, 70, 475.23 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:41.789, 70, 475.23 W, 2835 MHz, 13365 MHz, 17108 MiB, 100 %
2026/09/25 12:33:42.039, 70, 485.57 W, 2835 MHz, 13365 MHz, 17108 MiB, 99 %
