timestamp, index, utilization.gpu [%], memory.used [MiB], power.draw [W], clocks.current.sm [MHz]
2026/09/22 23:49:36.666, 1, 0 %, 2 MiB, 38.22 W, 180 MHz
2026/09/22 23:49:36.916, 0, 0 %, 2 MiB, 43.19 W, 180 MHz
2026/09/22 23:49:36.917, 1, 0 %, 2 MiB, 38.22 W, 180 MHz
2026/09/22 23:49:37.167, 0, 0 %, 2 MiB, 43.19 W, 180 MHz
2026/09/22 23:49:37.167, 1, 0 %, 2 MiB, 38.22 W, 180 MHz
2026/09/22 23:49:37.417, 0, 0 %, 2 MiB, 43.19 W, 180 MHz
2026/09/22 23:49:37.417, 1, 0 %, 2 MiB, 38.22 W, 180 MHz
2026/09/22 23:49:37.667, 0, 0 %, 2 MiB, 43.12 W, 180 MHz
2026/09/22 23:49:37.667, 1, 0 %, 2 MiB, 38.25 W, 180 MHz
2026/09/22 23:49:37.917, 0, 0 %, 2 MiB, 43.12 W, 180 MHz
2026/09/22 23:49:37.917, 1, 0 %, 2 MiB, 38.25 W, 180 MHz
2026/09/22 23:49:38.167, 0, 0 %, 2 MiB, 43.12 W, 180 MHz
2026/09/22 23:49:38.168, 1, 0 %, 2 MiB, 38.25 W, 180 MHz
2026/09/22 23:49:38.418, 0, 0 %, 2 MiB, 43.12 W, 180 MHz
2026/09/22 23:49:38.418, 1, 0 %, 2 MiB, 38.25 W, 180 MHz
2026/09/22 23:49:38.668, 0, 0 %, 2 MiB, 42.64 W, 172 MHz
2026/09/22 23:49:38.668, 1, 0 %, 2 MiB, 38.24 W, 180 MHz
2026/09/22 23:49:38.918, 0, 0 %, 2 MiB, 42.64 W, 172 MHz
2026/09/22 23:49:38.918, 1, 0 %, 2 MiB, 38.24 W, 180 MHz
2026/09/22 23:49:39.168, 0, 0 %, 2 MiB, 42.64 W, 172 MHz
2026/09/22 23:49:39.169, 1, 0 %, 2 MiB, 38.24 W, 180 MHz
2026/09/22 23:49:39.419, 0, 0 %, 2 MiB, 42.64 W, 172 MHz
2026/09/22 23:49:39.419, 1, 0 %, 2 MiB, 38.24 W, 180 MHz
2026/09/22 23:49:39.669, 0, 0 %, 2 MiB, 39.18 W, 172 MHz
2026/09/22 23:49:39.669, 1, 0 %, 2 MiB, 38.24 W, 180 MHz
2026/09/22 23:49:39.919, 0, 0 %, 2 MiB, 39.18 W, 172 MHz
2026/09/22 23:49:39.919, 1, 0 %, 2 MiB, 38.24 W, 180 MHz
2026/09/22 23:49:40.169, 0, 0 %, 2 MiB, 39.18 W, 180 MHz
2026/09/22 23:49:40.170, 1, 0 %, 2 MiB, 30.39 W, 180 MHz
2026/09/22 23:49:40.420, 0, 0 %, 2 MiB, 39.18 W, 180 MHz
2026/09/22 23:49:40.420, 1, 0 %, 2 MiB, 30.39 W, 180 MHz
2026/09/22 23:49:40.670, 0, 0 %, 2 MiB, 15.19 W, 180 MHz
2026/09/22 23:49:40.670, 1, 0 %, 2 MiB, 19.60 W, 180 MHz
2026/09/22 23:49:40.920, 0, 0 %, 2 MiB, 15.19 W, 180 MHz
2026/09/22 23:49:40.920, 1, 0 %, 2 MiB, 19.60 W, 180 MHz
2026/09/22 23:49:41.170, 0, 0 %, 2 MiB, 15.19 W, 180 MHz
2026/09/22 23:49:41.170, 1, 0 %, 2 MiB, 19.60 W, 180 MHz
2026/09/22 23:49:41.421, 0, 0 %, 2 MiB, 15.19 W, 180 MHz
2026/09/22 23:49:41.422, 1, 0 %, 2 MiB, 19.60 W, 180 MHz
2026/09/22 23:49:41.673, 0, 0 %, 724 MiB, 19.39 W, 180 MHz
2026/09/22 23:49:41.673, 1, 0 %, 23 MiB, 12.67 W, 180 MHz
2026/09/22 23:49:41.923, 0, 0 %, 788 MiB, 19.39 W, 180 MHz
2026/09/22 23:49:41.923, 1, 0 %, 788 MiB, 12.67 W, 180 MHz
2026/09/22 23:49:42.173, 0, 0 %, 788 MiB, 31.69 W, 2617 MHz
2026/09/22 23:49:42.174, 1, 0 %, 788 MiB, 24.88 W, 2617 MHz
2026/09/22 23:49:42.424, 0, 0 %, 2804 MiB, 31.69 W, 2617 MHz
2026/09/22 23:49:42.424, 1, 0 %, 788 MiB, 24.88 W, 2617 MHz
2026/09/22 23:49:42.674, 0, 11 %, 6260 MiB, 67.82 W, 2617 MHz
2026/09/22 23:49:42.674, 1, 36 %, 2804 MiB, 58.24 W, 2617 MHz
2026/09/22 23:49:42.924, 0, 11 %, 6260 MiB, 67.82 W, 2617 MHz
2026/09/22 23:49:42.924, 1, 36 %, 2804 MiB, 58.24 W, 2617 MHz
2026/09/22 23:49:43.174, 0, 0 %, 6260 MiB, 68.89 W, 2617 MHz
2026/09/22 23:49:43.174, 1, 0 %, 2804 MiB, 61.76 W, 2610 MHz
2026/09/22 23:49:43.424, 0, 0 %, 6260 MiB, 68.89 W, 2617 MHz
2026/09/22 23:49:43.425, 1, 0 %, 2804 MiB, 61.76 W, 2610 MHz
2026/09/22 23:49:43.675, 0, 0 %, 6260 MiB, 67.03 W, 2610 MHz
2026/09/22 23:49:43.675, 1, 0 %, 2804 MiB, 61.60 W, 2610 MHz
2026/09/22 23:49:43.925, 0, 0 %, 6260 MiB, 67.03 W, 2610 MHz
2026/09/22 23:49:43.925, 1, 0 %, 2804 MiB, 61.60 W, 2610 MHz
2026/09/22 23:49:44.175, 0, 0 %, 6260 MiB, 64.78 W, 2610 MHz
2026/09/22 23:49:44.175, 1, 0 %, 2804 MiB, 61.60 W, 2610 MHz
2026/09/22 23:49:44.425, 0, 0 %, 6292 MiB, 64.78 W, 2610 MHz
2026/09/22 23:49:44.425, 1, 0 %, 2804 MiB, 61.60 W, 2610 MHz
2026/09/22 23:49:44.675, 0, 0 %, 6292 MiB, 65.17 W, 2617 MHz
2026/09/22 23:49:44.676, 1, 0 %, 2804 MiB, 60.25 W, 2610 MHz
2026/09/22 23:49:44.926, 0, 0 %, 6292 MiB, 65.17 W, 2617 MHz
2026/09/22 23:49:44.926, 1, 0 %, 2804 MiB, 60.25 W, 2610 MHz
2026/09/22 23:49:45.176, 0, 1 %, 6324 MiB, 65.31 W, 2610 MHz
2026/09/22 23:49:45.176, 1, 0 %, 2804 MiB, 60.24 W, 2610 MHz
2026/09/22 23:49:45.426, 0, 1 %, 6324 MiB, 65.31 W, 2610 MHz
2026/09/22 23:49:45.426, 1, 0 %, 2804 MiB, 60.24 W, 2610 MHz
2026/09/22 23:49:45.676, 0, 5 %, 9812 MiB, 65.85 W, 2617 MHz
2026/09/22 23:49:45.676, 1, 0 %, 2804 MiB, 60.17 W, 2610 MHz
2026/09/22 23:49:45.926, 0, 5 %, 9812 MiB, 65.85 W, 2617 MHz
2026/09/22 23:49:45.926, 1, 0 %, 2804 MiB, 60.17 W, 2610 MHz
2026/09/22 23:49:46.176, 0, 0 %, 9812 MiB, 67.66 W, 2617 MHz
2026/09/22 23:49:46.177, 1, 0 %, 2804 MiB, 60.22 W, 2610 MHz
2026/09/22 23:49:46.427, 0, 0 %, 9812 MiB, 67.66 W, 2617 MHz
2026/09/22 23:49:46.427, 1, 0 %, 2804 MiB, 60.22 W, 2610 MHz
2026/09/22 23:49:46.677, 0, 0 %, 9844 MiB, 67.20 W, 2610 MHz
2026/09/22 23:49:46.677, 1, 0 %, 2804 MiB, 60.26 W, 2610 MHz
2026/09/22 23:49:46.927, 0, 0 %, 9844 MiB, 67.20 W, 2610 MHz
2026/09/22 23:49:46.927, 1, 0 %, 2804 MiB, 60.26 W, 2610 MHz
2026/09/22 23:49:47.177, 0, 0 %, 9844 MiB, 64.89 W, 2610 MHz
2026/09/22 23:49:47.177, 1, 0 %, 2804 MiB, 60.27 W, 2610 MHz
2026/09/22 23:49:47.427, 0, 0 %, 9876 MiB, 64.89 W, 2610 MHz
2026/09/22 23:49:47.427, 1, 0 %, 2804 MiB, 60.27 W, 2610 MHz
2026/09/22 23:49:47.678, 0, 0 %, 9876 MiB, 65.04 W, 2617 MHz
2026/09/22 23:49:47.678, 1, 0 %, 2804 MiB, 60.21 W, 2610 MHz
2026/09/22 23:49:47.928, 0, 0 %, 9876 MiB, 65.04 W, 2617 MHz
2026/09/22 23:49:47.928, 1, 0 %, 2804 MiB, 60.21 W, 2610 MHz
2026/09/22 23:49:48.178, 0, 1 %, 9908 MiB, 65.15 W, 2610 MHz
2026/09/22 23:49:48.178, 1, 0 %, 2804 MiB, 60.13 W, 2610 MHz
2026/09/22 23:49:48.428, 0, 1 %, 9908 MiB, 65.15 W, 2610 MHz
2026/09/22 23:49:48.428, 1, 0 %, 2804 MiB, 60.13 W, 2610 MHz
2026/09/22 23:49:48.678, 0, 7 %, 13396 MiB, 65.74 W, 2617 MHz
2026/09/22 23:49:48.678, 1, 0 %, 2804 MiB, 60.21 W, 2610 MHz
2026/09/22 23:49:48.928, 0, 7 %, 13428 MiB, 65.74 W, 2617 MHz
2026/09/22 23:49:48.929, 1, 0 %, 2804 MiB, 60.21 W, 2610 MHz
2026/09/22 23:49:49.179, 0, 0 %, 13460 MiB, 67.17 W, 2617 MHz
2026/09/22 23:49:49.179, 1, 0 %, 2804 MiB, 60.32 W, 2610 MHz
2026/09/22 23:49:49.429, 0, 0 %, 13460 MiB, 67.17 W, 2617 MHz
2026/09/22 23:49:49.429, 1, 0 %, 2804 MiB, 60.32 W, 2610 MHz
2026/09/22 23:49:49.679, 0, 0 %, 13460 MiB, 66.79 W, 2610 MHz
2026/09/22 23:49:49.679, 1, 0 %, 2804 MiB, 60.23 W, 2610 MHz
2026/09/22 23:49:49.929, 0, 0 %, 13492 MiB, 66.79 W, 2610 MHz
2026/09/22 23:49:49.930, 1, 0 %, 2804 MiB, 60.23 W, 2610 MHz
2026/09/22 23:49:50.180, 0, 0 %, 13492 MiB, 64.79 W, 2617 MHz
2026/09/22 23:49:50.180, 1, 0 %, 2804 MiB, 60.15 W, 2610 MHz
2026/09/22 23:49:50.430, 0, 0 %, 13492 MiB, 64.79 W, 2617 MHz
2026/09/22 23:49:50.430, 1, 0 %, 2804 MiB, 60.15 W, 2610 MHz
2026/09/22 23:49:50.680, 0, 1 %, 13524 MiB, 64.84 W, 2610 MHz
2026/09/22 23:49:50.680, 1, 0 %, 2804 MiB, 60.31 W, 2610 MHz
2026/09/22 23:49:50.930, 0, 1 %, 13524 MiB, 64.84 W, 2610 MHz
2026/09/22 23:49:50.930, 1, 0 %, 2804 MiB, 60.31 W, 2610 MHz
2026/09/22 23:49:51.181, 0, 0 %, 13524 MiB, 64.71 W, 2610 MHz
2026/09/22 23:49:51.181, 1, 0 %, 2804 MiB, 60.36 W, 2610 MHz
2026/09/22 23:49:51.431, 0, 0 %, 13556 MiB, 64.71 W, 2610 MHz
2026/09/22 23:49:51.431, 1, 0 %, 2804 MiB, 60.36 W, 2610 MHz
2026/09/22 23:49:51.681, 0, 0 %, 13556 MiB, 64.97 W, 2617 MHz
2026/09/22 23:49:51.681, 1, 0 %, 2804 MiB, 60.12 W, 2610 MHz
2026/09/22 23:49:51.931, 0, 0 %, 17044 MiB, 64.97 W, 2617 MHz
2026/09/22 23:49:51.931, 1, 0 %, 2804 MiB, 60.12 W, 2610 MHz
2026/09/22 23:49:52.181, 0, 21 %, 17044 MiB, 67.08 W, 2617 MHz
2026/09/22 23:49:52.182, 1, 0 %, 2804 MiB, 60.00 W, 2610 MHz
2026/09/22 23:49:52.432, 0, 21 %, 17044 MiB, 67.08 W, 2617 MHz
2026/09/22 23:49:52.432, 1, 0 %, 2804 MiB, 60.00 W, 2610 MHz
2026/09/22 23:49:52.682, 0, 0 %, 17044 MiB, 67.07 W, 2610 MHz
2026/09/22 23:49:52.682, 1, 0 %, 2804 MiB, 60.18 W, 2610 MHz
2026/09/22 23:49:52.932, 0, 0 %, 17076 MiB, 67.07 W, 2610 MHz
2026/09/22 23:49:52.932, 1, 0 %, 2804 MiB, 60.18 W, 2610 MHz
2026/09/22 23:49:53.182, 0, 0 %, 17076 MiB, 65.14 W, 2617 MHz
2026/09/22 23:49:53.182, 1, 0 %, 2804 MiB, 60.23 W, 2610 MHz
2026/09/22 23:49:53.432, 0, 0 %, 17076 MiB, 65.14 W, 2617 MHz
2026/09/22 23:49:53.433, 1, 0 %, 2804 MiB, 60.23 W, 2610 MHz
2026/09/22 23:49:53.683, 0, 1 %, 17108 MiB, 65.22 W, 2610 MHz
2026/09/22 23:49:53.683, 1, 0 %, 2804 MiB, 60.28 W, 2610 MHz
2026/09/22 23:49:53.933, 0, 1 %, 17108 MiB, 65.22 W, 2610 MHz
2026/09/22 23:49:53.933, 1, 0 %, 2804 MiB, 60.28 W, 2610 MHz
2026/09/22 23:49:54.183, 0, 0 %, 17108 MiB, 65.37 W, 2610 MHz
2026/09/22 23:49:54.183, 1, 0 %, 2804 MiB, 60.44 W, 2610 MHz
2026/09/22 23:49:54.433, 0, 0 %, 17140 MiB, 65.37 W, 2610 MHz
2026/09/22 23:49:54.433, 1, 0 %, 2804 MiB, 60.44 W, 2610 MHz
2026/09/22 23:49:54.683, 0, 0 %, 17172 MiB, 65.50 W, 2617 MHz
2026/09/22 23:49:54.684, 1, 0 %, 2804 MiB, 60.47 W, 2610 MHz
2026/09/22 23:49:54.934, 0, 0 %, 20628 MiB, 65.50 W, 2617 MHz
2026/09/22 23:49:54.934, 1, 0 %, 2804 MiB, 60.47 W, 2610 MHz
2026/09/22 23:49:55.184, 0, 20 %, 20660 MiB, 67.51 W, 2617 MHz
2026/09/22 23:49:55.184, 1, 0 %, 2804 MiB, 60.38 W, 2610 MHz
2026/09/22 23:49:55.434, 0, 20 %, 20692 MiB, 67.51 W, 2617 MHz
2026/09/22 23:49:55.434, 1, 0 %, 2804 MiB, 60.38 W, 2610 MHz
2026/09/22 23:49:55.684, 0, 0 %, 20692 MiB, 67.64 W, 2617 MHz
2026/09/22 23:49:55.684, 1, 0 %, 2804 MiB, 60.52 W, 2610 MHz
2026/09/22 23:49:55.934, 0, 0 %, 20692 MiB, 67.64 W, 2617 MHz
2026/09/22 23:49:55.934, 1, 0 %, 2804 MiB, 60.52 W, 2610 MHz
2026/09/22 23:49:56.185, 0, 1 %, 20724 MiB, 65.23 W, 2610 MHz
2026/09/22 23:49:56.185, 1, 0 %, 2804 MiB, 60.54 W, 2610 MHz
2026/09/22 23:49:56.435, 0, 1 %, 20724 MiB, 65.23 W, 2610 MHz
2026/09/22 23:49:56.435, 1, 0 %, 2804 MiB, 60.54 W, 2610 MHz
2026/09/22 23:49:56.685, 0, 0 %, 20724 MiB, 65.14 W, 2610 MHz
2026/09/22 23:49:56.685, 1, 0 %, 2804 MiB, 60.51 W, 2610 MHz
2026/09/22 23:49:56.935, 0, 0 %, 20756 MiB, 65.14 W, 2610 MHz
2026/09/22 23:49:56.935, 1, 0 %, 2804 MiB, 60.51 W, 2610 MHz
2026/09/22 23:49:57.185, 0, 0 %, 20756 MiB, 65.09 W, 2617 MHz
2026/09/22 23:49:57.185, 1, 0 %, 2804 MiB, 60.49 W, 2610 MHz
2026/09/22 23:49:57.435, 0, 0 %, 20756 MiB, 65.09 W, 2617 MHz
2026/09/22 23:49:57.436, 1, 0 %, 2804 MiB, 60.49 W, 2610 MHz
2026/09/22 23:49:57.686, 0, 0 %, 20788 MiB, 64.85 W, 2617 MHz
2026/09/22 23:49:57.686, 1, 0 %, 2804 MiB, 60.51 W, 2610 MHz
2026/09/22 23:49:57.936, 0, 0 %, 20820 MiB, 64.85 W, 2617 MHz
2026/09/22 23:49:57.936, 1, 0 %, 2804 MiB, 60.51 W, 2610 MHz
2026/09/22 23:49:58.186, 0, 21 %, 24276 MiB, 65.79 W, 2617 MHz
2026/09/22 23:49:58.186, 1, 0 %, 2804 MiB, 60.51 W, 2610 MHz
2026/09/22 23:49:58.436, 0, 21 %, 24308 MiB, 65.79 W, 2617 MHz
2026/09/22 23:49:58.436, 1, 0 %, 2804 MiB, 60.51 W, 2610 MHz
2026/09/22 23:49:58.686, 0, 0 %, 24308 MiB, 66.88 W, 2617 MHz
2026/09/22 23:49:58.686, 1, 0 %, 2804 MiB, 60.43 W, 2610 MHz
2026/09/22 23:49:58.937, 0, 0 %, 24308 MiB, 66.88 W, 2617 MHz
2026/09/22 23:49:58.937, 1, 0 %, 2804 MiB, 60.43 W, 2610 MHz
2026/09/22 23:49:59.187, 0, 1 %, 24340 MiB, 66.83 W, 2610 MHz
2026/09/22 23:49:59.187, 1, 0 %, 2804 MiB, 60.33 W, 2610 MHz
2026/09/22 23:49:59.437, 0, 1 %, 24340 MiB, 66.83 W, 2610 MHz
2026/09/22 23:49:59.437, 1, 0 %, 2804 MiB, 60.33 W, 2610 MHz
2026/09/22 23:49:59.687, 0, 0 %, 24340 MiB, 64.85 W, 2610 MHz
2026/09/22 23:49:59.687, 1, 0 %, 2804 MiB, 59.50 W, 2595 MHz
2026/09/22 23:49:59.937, 0, 0 %, 24372 MiB, 64.85 W, 2610 MHz
2026/09/22 23:49:59.937, 1, 0 %, 2804 MiB, 59.50 W, 2595 MHz
2026/09/22 23:50:00.187, 0, 0 %, 24372 MiB, 65.06 W, 2617 MHz
2026/09/22 23:50:00.187, 1, 0 %, 2804 MiB, 42.01 W, 180 MHz
2026/09/22 23:50:00.438, 0, 0 %, 24372 MiB, 65.06 W, 2617 MHz
2026/09/22 23:50:00.438, 1, 0 %, 2804 MiB, 42.01 W, 180 MHz
2026/09/22 23:50:00.688, 0, 1 %, 24404 MiB, 65.18 W, 2610 MHz
2026/09/22 23:50:00.688, 1, 0 %, 2804 MiB, 20.10 W, 180 MHz
2026/09/22 23:50:00.938, 0, 1 %, 24404 MiB, 65.18 W, 2610 MHz
2026/09/22 23:50:00.939, 1, 0 %, 2804 MiB, 20.10 W, 180 MHz
2026/09/22 23:50:01.190, 0, 19 %, 27892 MiB, 65.93 W, 2617 MHz
2026/09/22 23:50:01.190, 1, 0 %, 2804 MiB, 16.16 W, 180 MHz
2026/09/22 23:50:01.440, 0, 19 %, 27924 MiB, 65.93 W, 2617 MHz
2026/09/22 23:50:01.441, 1, 0 %, 2804 MiB, 16.16 W, 180 MHz
2026/09/22 23:50:01.691, 0, 0 %, 27924 MiB, 67.22 W, 2617 MHz
2026/09/22 23:50:01.691, 1, 0 %, 2804 MiB, 17.40 W, 180 MHz
2026/09/22 23:50:01.941, 0, 0 %, 27924 MiB, 67.22 W, 2617 MHz
2026/09/22 23:50:01.942, 1, 0 %, 2804 MiB, 17.40 W, 180 MHz
2026/09/22 23:50:02.192, 0, 0 %, 27924 MiB, 65.99 W, 2610 MHz
2026/09/22 23:50:02.192, 1, 0 %, 2804 MiB, 15.69 W, 180 MHz
2026/09/22 23:50:02.442, 0, 0 %, 27956 MiB, 65.99 W, 2610 MHz
2026/09/22 23:50:02.442, 1, 0 %, 2804 MiB, 15.69 W, 180 MHz
2026/09/22 23:50:02.692, 0, 0 %, 27956 MiB, 64.43 W, 2617 MHz
2026/09/22 23:50:02.692, 1, 0 %, 2804 MiB, 14.12 W, 180 MHz
2026/09/22 23:50:02.942, 0, 0 %, 27956 MiB, 64.43 W, 2617 MHz
2026/09/22 23:50:02.942, 1, 0 %, 2804 MiB, 14.12 W, 180 MHz
2026/09/22 23:50:03.192, 0, 0 %, 27988 MiB, 64.21 W, 2610 MHz
2026/09/22 23:50:03.192, 1, 0 %, 2804 MiB, 13.79 W, 180 MHz
2026/09/22 23:50:03.443, 0, 0 %, 27988 MiB, 64.21 W, 2610 MHz
2026/09/22 23:50:03.443, 1, 0 %, 2804 MiB, 13.79 W, 180 MHz
2026/09/22 23:50:03.693, 0, 0 %, 28020 MiB, 64.12 W, 2610 MHz
2026/09/22 23:50:03.693, 1, 0 %, 2804 MiB, 13.80 W, 180 MHz
2026/09/22 23:50:03.943, 0, 0 %, 28052 MiB, 64.12 W, 2610 MHz
2026/09/22 23:50:03.943, 1, 0 %, 2804 MiB, 13.80 W, 180 MHz
2026/09/22 23:50:04.193, 0, 0 %, 31124 MiB, 64.46 W, 2610 MHz
2026/09/22 23:50:04.193, 1, 0 %, 2804 MiB, 13.87 W, 180 MHz
2026/09/22 23:50:04.443, 0, 0 %, 31508 MiB, 64.46 W, 2610 MHz
2026/09/22 23:50:04.444, 1, 0 %, 2804 MiB, 13.87 W, 180 MHz
2026/09/22 23:50:04.694, 0, 1 %, 31540 MiB, 66.94 W, 2610 MHz
2026/09/22 23:50:04.694, 1, 0 %, 2804 MiB, 13.97 W, 180 MHz
2026/09/22 23:50:04.944, 0, 1 %, 31540 MiB, 66.94 W, 2610 MHz
2026/09/22 23:50:04.944, 1, 0 %, 2804 MiB, 13.97 W, 180 MHz
2026/09/22 23:50:05.194, 0, 0 %, 31540 MiB, 66.90 W, 2610 MHz
2026/09/22 23:50:05.194, 1, 0 %, 2804 MiB, 13.90 W, 180 MHz
2026/09/22 23:50:05.444, 0, 0 %, 31572 MiB, 66.90 W, 2610 MHz
2026/09/22 23:50:05.444, 1, 0 %, 2804 MiB, 13.90 W, 180 MHz
2026/09/22 23:50:05.694, 0, 0 %, 31572 MiB, 64.69 W, 2617 MHz
2026/09/22 23:50:05.694, 1, 0 %, 2804 MiB, 13.60 W, 180 MHz
2026/09/22 23:50:05.944, 0, 0 %, 31572 MiB, 64.69 W, 2617 MHz
2026/09/22 23:50:05.945, 1, 0 %, 2804 MiB, 13.60 W, 180 MHz
2026/09/22 23:50:06.195, 0, 0 %, 31604 MiB, 64.58 W, 2610 MHz
2026/09/22 23:50:06.195, 1, 0 %, 2804 MiB, 13.56 W, 180 MHz
2026/09/22 23:50:06.445, 0, 0 %, 31604 MiB, 64.58 W, 2610 MHz
2026/09/22 23:50:06.445, 1, 0 %, 2804 MiB, 13.56 W, 180 MHz
2026/09/22 23:50:06.695, 0, 0 %, 31636 MiB, 64.57 W, 2610 MHz
2026/09/22 23:50:06.695, 1, 0 %, 2804 MiB, 13.68 W, 180 MHz
2026/09/22 23:50:06.945, 0, 0 %, 31636 MiB, 64.57 W, 2610 MHz
2026/09/22 23:50:06.945, 1, 0 %, 2804 MiB, 13.68 W, 180 MHz
2026/09/22 23:50:07.195, 0, 0 %, 35124 MiB, 64.33 W, 2610 MHz
2026/09/22 23:50:07.195, 1, 0 %, 2804 MiB, 13.67 W, 180 MHz
2026/09/22 23:50:07.445, 0, 0 %, 35124 MiB, 64.33 W, 2610 MHz
2026/09/22 23:50:07.446, 1, 0 %, 2804 MiB, 13.67 W, 180 MHz
2026/09/22 23:50:07.696, 0, 1 %, 35156 MiB, 66.51 W, 2610 MHz
2026/09/22 23:50:07.696, 1, 0 %, 2804 MiB, 13.70 W, 180 MHz
2026/09/22 23:50:07.946, 0, 1 %, 35188 MiB, 66.51 W, 2610 MHz
2026/09/22 23:50:07.946, 1, 0 %, 2804 MiB, 13.70 W, 180 MHz
2026/09/22 23:50:08.196, 0, 0 %, 35188 MiB, 66.52 W, 2610 MHz
2026/09/22 23:50:08.196, 1, 0 %, 2804 MiB, 13.51 W, 180 MHz
2026/09/22 23:50:08.446, 0, 0 %, 35220 MiB, 66.52 W, 2610 MHz
2026/09/22 23:50:08.446, 1, 0 %, 2804 MiB, 13.51 W, 180 MHz
2026/09/22 23:50:08.696, 0, 0 %, 35220 MiB, 64.26 W, 2617 MHz
2026/09/22 23:50:08.697, 1, 0 %, 2804 MiB, 13.32 W, 180 MHz
2026/09/22 23:50:08.947, 0, 0 %, 35220 MiB, 64.26 W, 2617 MHz
2026/09/22 23:50:08.947, 1, 0 %, 2804 MiB, 13.32 W, 180 MHz
2026/09/22 23:50:09.197, 0, 0 %, 35252 MiB, 64.27 W, 2610 MHz
2026/09/22 23:50:09.197, 1, 0 %, 2804 MiB, 13.42 W, 180 MHz
2026/09/22 23:50:09.447, 0, 0 %, 35252 MiB, 64.27 W, 2610 MHz
2026/09/22 23:50:09.447, 1, 0 %, 2804 MiB, 13.42 W, 180 MHz
2026/09/22 23:50:09.697, 0, 0 %, 35252 MiB, 64.39 W, 2610 MHz
2026/09/22 23:50:09.697, 1, 0 %, 2804 MiB, 13.58 W, 180 MHz
2026/09/22 23:50:09.947, 0, 0 %, 35284 MiB, 64.39 W, 2610 MHz
2026/09/22 23:50:09.948, 1, 0 %, 2804 MiB, 13.58 W, 180 MHz
2026/09/22 23:50:10.198, 0, 0 %, 35284 MiB, 64.38 W, 2617 MHz
2026/09/22 23:50:10.198, 1, 0 %, 2804 MiB, 13.44 W, 180 MHz
2026/09/22 23:50:10.448, 0, 0 %, 38772 MiB, 64.38 W, 2617 MHz
2026/09/22 23:50:10.448, 1, 0 %, 2804 MiB, 13.44 W, 180 MHz
2026/09/22 23:50:10.698, 0, 23 %, 38772 MiB, 66.38 W, 2617 MHz
2026/09/22 23:50:10.698, 1, 0 %, 2804 MiB, 13.55 W, 180 MHz
2026/09/22 23:50:10.948, 0, 23 %, 38772 MiB, 66.38 W, 2617 MHz
2026/09/22 23:50:10.948, 1, 0 %, 2804 MiB, 13.55 W, 180 MHz
2026/09/22 23:50:11.198, 0, 0 %, 38772 MiB, 66.89 W, 2610 MHz
2026/09/22 23:50:11.198, 1, 0 %, 2804 MiB, 13.48 W, 180 MHz
2026/09/22 23:50:11.449, 0, 0 %, 38804 MiB, 66.89 W, 2610 MHz
2026/09/22 23:50:11.449, 1, 0 %, 2804 MiB, 13.48 W, 180 MHz
