rewrite	surface	implementation	plan_sha256	eligible	blockers	operations	receipt
carried-prime.v1	carried-prime	carried-prime-batch	57235c490634c71524a31abbc1b09aa900d9b5fc91f0c474c857d13764f3885d	false	MoeMlp,SoftmaxRouter,SharedMlp	Embedding,RmsNorm,GatedDeltaNet,RecurrentState,MoeMlp,SoftmaxRouter,SharedMlp,SiluActivation,SerialResidual,FullAttention,FusedAttentionGate,KvState,OutputProjection	pending
decode-eager.v1	decode-eager	native-eager	57235c490634c71524a31abbc1b09aa900d9b5fc91f0c474c857d13764f3885d	false	GatedDeltaNet,RecurrentState,MoeMlp,SoftmaxRouter,SharedMlp,FusedAttentionGate	Embedding,RmsNorm,GatedDeltaNet,RecurrentState,MoeMlp,SoftmaxRouter,SharedMlp,SiluActivation,SerialResidual,FullAttention,FusedAttentionGate,KvState,OutputProjection	pending
decode-batch.v1	decode-batch	decode-batch	57235c490634c71524a31abbc1b09aa900d9b5fc91f0c474c857d13764f3885d	true		Embedding,RmsNorm,GatedDeltaNet,RecurrentState,MoeMlp,SoftmaxRouter,SharedMlp,SiluActivation,SerialResidual,FullAttention,FusedAttentionGate,KvState,OutputProjection	pending
decode-graph.v1	decode-graph	decode-cuda-graph	57235c490634c71524a31abbc1b09aa900d9b5fc91f0c474c857d13764f3885d	true		Embedding,RmsNorm,GatedDeltaNet,RecurrentState,MoeMlp,SoftmaxRouter,SharedMlp,SiluActivation,SerialResidual,FullAttention,FusedAttentionGate,KvState,OutputProjection	pending
mtp-spec.v1	mtp-spec	mtp-spec	57235c490634c71524a31abbc1b09aa900d9b5fc91f0c474c857d13764f3885d	true		Embedding,Mtp,MtpFusion,RmsNorm,FullAttention,FusedAttentionGate,KvState,MoeMlp,SoftmaxRouter,SharedMlp,SiluActivation,SerialResidual,MtpHead,OutputProjection,GatedDeltaNet,RecurrentState	pending
glm5-spec.v1	glm5-spec	glm5-spec	57235c490634c71524a31abbc1b09aa900d9b5fc91f0c474c857d13764f3885d	false	FullAttention,FusedAttentionGate,KvState,SoftmaxRouter,SiluActivation,GatedDeltaNet,SerialResidual	Embedding,Mtp,MtpFusion,RmsNorm,FullAttention,FusedAttentionGate,KvState,MoeMlp,SoftmaxRouter,SharedMlp,SiluActivation,SerialResidual,MtpHead,OutputProjection,GatedDeltaNet,RecurrentState	pending
pipeline.v1	pipeline	pipeline-state-transport	57235c490634c71524a31abbc1b09aa900d9b5fc91f0c474c857d13764f3885d	false	GatedDeltaNet,SoftmaxRouter,FusedAttentionGate	Embedding,RmsNorm,GatedDeltaNet,RecurrentState,MoeMlp,SoftmaxRouter,SharedMlp,SiluActivation,SerialResidual,FullAttention,FusedAttentionGate,KvState,OutputProjection	pending
