0, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0 MiB, 27, 180 MHz, 30.59 W
1, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0 MiB, 27, 172 MHz, 29.91 W
