timestamp, uuid, name, index, memory.total [MiB], memory.used [MiB], utilization.gpu [%], power.draw [W], clocks.current.sm [MHz], temperature.gpu
2026/09/20 01:33:28.868, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 0 MiB, 0 %, 35.09 W, 180 MHz, 27
2026/09/20 01:33:28.868, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 0 MiB, 0 %, 34.59 W, 180 MHz, 28
2026/09/20 01:33:29.118, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 595 MiB, 0 %, 47.29 W, 2392 MHz, 29
2026/09/20 01:33:29.118, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 0 MiB, 0 %, 34.28 W, 180 MHz, 28
2026/09/20 01:33:29.118, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 0 MiB, 0 %, 35.09 W, 180 MHz, 27
2026/09/20 01:33:29.118, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 0 MiB, 0 %, 34.57 W, 180 MHz, 28
2026/09/20 01:33:29.368, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 595 MiB, 0 %, 69.36 W, 2392 MHz, 30
2026/09/20 01:33:29.368, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 0 MiB, 0 %, 34.45 W, 172 MHz, 28
2026/09/20 01:33:29.368, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 0 MiB, 0 %, 35.11 W, 180 MHz, 27
2026/09/20 01:33:29.368, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 0 MiB, 0 %, 34.56 W, 180 MHz, 28
2026/09/20 01:33:29.618, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 627 MiB, 0 %, 72.09 W, 2392 MHz, 30
2026/09/20 01:33:29.618, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 0 MiB, 0 %, 34.47 W, 180 MHz, 28
2026/09/20 01:33:29.618, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 0 MiB, 0 %, 35.11 W, 180 MHz, 27
2026/09/20 01:33:29.618, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 0 MiB, 0 %, 34.62 W, 180 MHz, 28
2026/09/20 01:33:29.869, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 627 MiB, 0 %, 87.16 W, 2392 MHz, 30
2026/09/20 01:33:29.869, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 0 MiB, 0 %, 34.47 W, 180 MHz, 28
2026/09/20 01:33:29.869, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 0 MiB, 0 %, 35.11 W, 180 MHz, 27
2026/09/20 01:33:29.869, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 0 MiB, 0 %, 34.62 W, 180 MHz, 28
2026/09/20 01:33:30.119, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 755 MiB, 0 %, 87.11 W, 2392 MHz, 30
2026/09/20 01:33:30.119, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 0 MiB, 0 %, 34.47 W, 180 MHz, 28
2026/09/20 01:33:30.119, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 0 MiB, 0 %, 35.11 W, 180 MHz, 27
2026/09/20 01:33:30.119, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 0 MiB, 0 %, 34.62 W, 180 MHz, 28
2026/09/20 01:33:30.369, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 915 MiB, 1 %, 87.34 W, 2392 MHz, 30
2026/09/20 01:33:30.369, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 0 MiB, 0 %, 34.47 W, 180 MHz, 28
2026/09/20 01:33:30.369, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 0 MiB, 0 %, 35.11 W, 180 MHz, 27
2026/09/20 01:33:30.369, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 0 MiB, 0 %, 34.62 W, 180 MHz, 28
2026/09/20 01:33:30.620, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 1043 MiB, 1 %, 87.55 W, 2392 MHz, 30
2026/09/20 01:33:30.620, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 0 MiB, 0 %, 34.13 W, 180 MHz, 28
2026/09/20 01:33:30.620, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 0 MiB, 0 %, 35.04 W, 180 MHz, 27
2026/09/20 01:33:30.620, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 0 MiB, 0 %, 34.45 W, 180 MHz, 28
2026/09/20 01:33:30.870, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 1619 MiB, 1 %, 87.56 W, 2392 MHz, 30
2026/09/20 01:33:30.870, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 0 MiB, 0 %, 34.13 W, 180 MHz, 28
2026/09/20 01:33:30.870, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 0 MiB, 0 %, 35.04 W, 180 MHz, 27
2026/09/20 01:33:30.870, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 0 MiB, 0 %, 34.45 W, 180 MHz, 28
2026/09/20 01:33:31.120, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 1619 MiB, 6 %, 87.69 W, 2392 MHz, 30
2026/09/20 01:33:31.120, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 0 MiB, 0 %, 34.13 W, 180 MHz, 28
2026/09/20 01:33:31.120, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 0 MiB, 0 %, 35.04 W, 180 MHz, 27
2026/09/20 01:33:31.120, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 0 MiB, 0 %, 34.45 W, 180 MHz, 28
2026/09/20 01:33:31.370, GPU-25877c8d-b222-b270-400d-aca5a809f23c, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0, 97887 MiB, 1779 MiB, 11 %, 88.58 W, 2392 MHz, 30
2026/09/20 01:33:31.370, GPU-c2a89142-c177-b92a-1366-d58822694f0a, NVIDIA RTX PRO 6000 Blackwell Server Edition, 1, 97887 MiB, 0 MiB, 0 %, 34.13 W, 180 MHz, 28
2026/09/20 01:33:31.370, GPU-554f7aeb-578c-187f-4f29-af06f2170507, NVIDIA RTX PRO 6000 Blackwell Server Edition, 2, 97887 MiB, 0 MiB, 0 %, 35.04 W, 180 MHz, 27
2026/09/20 01:33:31.370, GPU-f9f892ec-ab88-822a-0054-e9c2e7bf591f, NVIDIA RTX PRO 6000 Blackwell Server Edition, 3, 97887 MiB, 0 MiB, 0 %, 34.45 W, 180 MHz, 28
