epoch_ms,mem_used_mib,cuda_driver_free_bytes,cuda_pool_used_bytes,cuda_pool_reserved_bytes,admission_booked_bytes,active_sessions,prefix_cache_bytes
1790200311431,8377,0,0,0,0,0,0
1790200311681,8377,0,0,0,0,0,0
1790200311931,8377,0,0,0,0,0,0
1790200312181,8377,0,0,0,0,0,0
1790200312431,8441,0,0,0,0,0,0
1790200312681,8697,16029908992,8541290852,8791261184,0,0,0
1790200312931,8697,16029908992,8541290852,8791261184,0,0,0
1790200313181,8697,16029908992,8541290852,8791261184,0,0,0
1790200313431,8697,16029908992,8541290852,8791261184,0,0,0
1790200313681,8697,16029908992,8541290852,8791261184,0,0,0
1790200313931,8697,16029908992,8541290852,8791261184,0,0,0
1790200314181,8697,16029908992,8541290852,8791261184,0,0,0
1790200314431,8697,16029908992,8541290852,8791261184,0,0,0
1790200314681,10137,16029908992,8541290852,8791261184,0,0,0
1790200314931,10137,16029908992,8541290852,8791261184,0,0,0
1790200315181,10137,16029908992,8541290852,8791261184,0,0,0
1790200315431,10137,16029908992,8541290852,8791261184,0,0,0
1790200315681,10137,16029908992,8541290852,8791261184,0,0,0
1790200315931,10137,16029908992,8541290852,8791261184,0,0,0
1790200316181,10137,16029908992,8541290852,8791261184,0,0,0
1790200316431,10137,16029908992,8541290852,8791261184,0,0,0
1790200316681,10137,16029908992,8541290852,8791261184,0,0,0
1790200316931,10137,16029908992,8541290852,8791261184,0,0,0
1790200317181,10137,16029908992,8541290852,8791261184,0,0,0
1790200317431,10137,16029908992,8541290852,8791261184,0,0,0
1790200317681,10137,16029908992,8541290852,8791261184,0,0,0
1790200317931,10137,16029908992,8541290852,8791261184,0,0,0
1790200318181,10137,16029908992,8541290852,8791261184,0,0,0
1790200318431,10137,16029908992,8541290852,8791261184,0,0,0
1790200318681,10137,16029908992,8541290852,8791261184,0,0,0
1790200318931,10137,16029908992,8541290852,8791261184,0,0,0
1790200319181,10137,16029908992,8541290852,8791261184,0,0,0
1790200319431,10137,16029908992,8541290852,8791261184,0,0,0
1790200319681,10137,16029908992,8541290852,8791261184,0,0,0
1790200319931,10137,16029908992,8541290852,8791261184,0,0,0
1790200320181,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200320431,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200320681,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200320931,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200321181,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200321431,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200321681,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200321931,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200322181,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200322431,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200322681,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200322931,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200323181,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200323431,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200323681,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200323931,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200324181,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200324431,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200324681,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200324931,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200325181,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200325431,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200325681,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200325931,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200326181,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200326431,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200326681,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200326931,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200327181,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200327431,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200327681,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200327931,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200328181,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200328431,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200328681,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200328931,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200329181,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200329431,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200329681,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200329931,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200330181,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200330431,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200330681,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200330931,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200331181,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200331431,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200331681,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200331931,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200332181,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200332431,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200332681,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200332931,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200333181,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200333431,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200333681,10137,14519959552,10009861704,10301210624,1761635912,1,76226560
1790200333931,11545,14519959552,10009861704,10301210624,0,0,76226560
1790200334181,11545,14519959552,10009861704,10301210624,0,0,76226560
1790200334431,11545,14519959552,10009861704,10301210624,0,0,76226560
1790200334681,11545,14519959552,10009861704,10301210624,0,0,76226560
1790200334931,11545,14519959552,10009861704,10301210624,0,0,76226560
1790200335181,11545,14519959552,10009861704,10301210624,0,0,76226560
1790200335431,11545,13043564544,11461260076,11777605632,1883029448,1,152453120
1790200335681,11545,13043564544,11461260076,11777605632,1883029448,1,152453120
1790200335931,11545,13043564544,11461260076,11777605632,1883029448,1,152453120
1790200336181,11545,13043564544,11461260076,11777605632,1883029448,1,152453120
1790200336431,11545,13043564544,11461260076,11777605632,1883029448,1,152453120
1790200336681,11545,13043564544,11461260076,11777605632,1883029448,1,152453120
1790200336931,11545,13043564544,11461260076,11777605632,1883029448,1,152453120
1790200337181,11545,13043564544,11461260076,11777605632,1883029448,1,152453120
1790200337431,11545,13043564544,11461260076,11777605632,1883029448,1,152453120
1790200337681,11545,13043564544,11461260076,11777605632,1883029448,1,152453120
1790200337931,11545,13043564544,11461260076,11777605632,1883029448,1,152453120
1790200338181,11545,13043564544,11461260076,11777605632,1883029448,1,152453120
1790200338431,11545,13043564544,11461260076,11777605632,1883029448,1,152453120
