name, memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W], power.limit [W]
NVIDIA RTX PRO 6000 Blackwell Workstation Edition, 0 MiB, 97887 MiB, 64, 81.16 W, 600.00 W
