name, memory.total [MiB], memory.used [MiB], memory.free [MiB], temperature.gpu, power.draw [W]
NVIDIA GeForce RTX 5090 Laptop GPU, 24463 MiB, 22199 MiB, 1786 MiB, 61, 29.31 W
