2026-09-22T04:34:27.752164124Z | 1413 MiB, 22572 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;
2026-09-22T04:34:28.848557188Z | 3020 MiB, 20964 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 1698 MiB;
2026-09-22T04:34:29.923221809Z | 5676 MiB, 18308 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 4354 MiB;
2026-09-22T04:34:30.975678173Z | 8396 MiB, 15588 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 7010 MiB;
2026-09-22T04:34:32.42157824Z | 11148 MiB, 12836 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 9794 MiB;
2026-09-22T04:34:33.103054568Z | 13868 MiB, 10116 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 12546 MiB;
2026-09-22T04:34:34.162184855Z | 15852 MiB, 8132 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 14434 MiB;
2026-09-22T04:34:35.214738351Z | 15852 MiB, 8132 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 14434 MiB;
2026-09-22T04:34:36.271898379Z | 19436 MiB, 4548 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 18018 MiB;
2026-09-22T04:34:37.325976718Z | 19436 MiB, 4548 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 18018 MiB;
2026-09-22T04:34:38.384751663Z | 19436 MiB, 4548 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 18018 MiB;
2026-09-22T04:34:39.447402573Z | 19692 MiB, 4292 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 18274 MiB;
2026-09-22T04:34:40.505199786Z | 19692 MiB, 4292 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 18274 MiB;
2026-09-22T04:34:41.577278512Z | 19692 MiB, 4292 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 18274 MiB;
2026-09-22T04:34:42.638125539Z | 20396 MiB, 3588 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 18978 MiB;
2026-09-22T04:34:43.713817448Z | 20396 MiB, 3588 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 18978 MiB;
2026-09-22T04:34:44.772824487Z | 20396 MiB, 3588 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 18978 MiB;
2026-09-22T04:34:45.855938962Z | 20396 MiB, 3588 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 18978 MiB;
2026-09-22T04:34:46.911088365Z | 20396 MiB, 3588 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 18978 MiB;
2026-09-22T04:34:47.968814978Z | 20524 MiB, 3460 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 19106 MiB;
2026-09-22T04:34:49.32381855Z | 20524 MiB, 3460 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 19106 MiB;
2026-09-22T04:34:50.94902209Z | 20524 MiB, 3460 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 19106 MiB;
2026-09-22T04:34:51.154118771Z | 20524 MiB, 3460 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 19106 MiB;
2026-09-22T04:34:52.215698403Z | 20524 MiB, 3460 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 19106 MiB;
2026-09-22T04:34:53.278565227Z | 20524 MiB, 3460 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 19106 MiB;
2026-09-22T04:34:54.339289678Z | 20524 MiB, 3460 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 19106 MiB;
2026-09-22T04:34:55.397451928Z | 21804 MiB, 2180 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 20386 MiB;
2026-09-22T04:34:56.455682224Z | 21804 MiB, 2180 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 20386 MiB;
2026-09-22T04:34:57.516766719Z | 21804 MiB, 2180 MiB | 4125675, /home/avifenesh/projects/colbert-2/.venv/bin/python, 1390 MiB;333440, /home/avifenesh/projects/wt-spill-b/target/release/memra-server, 20386 MiB;
