procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 111157780 1206136 305628192    0    0    57  1221 1681    0  1  0 99  0  0  0
 1  0      0 110807656 1206136 305636272    0    0     0     0 2663 2379  1  1 98  0  0  0
 1  0      0 110525920 1206136 305636272    0    0     0     0 1991 1994  2  0 98  0  0  0
 1  0      0 110525920 1206136 305636272    0    0     0     0 2004 2002  2  0 98  0  0  0
 1  0      0 110525920 1206136 305636272    0    0     0     0 2051 2085  2  0 98  0  0  0
 1  0      0 110526100 1206144 305636264    0    0     0    32 1998 2006  2  0 98  0  0  0
 1  0      0 110526100 1206144 305636268    0    0     0     0 2006 2007  2  0 98  0  0  0
 1  0      0 110526100 1206144 305636268    0    0     0     0 2003 2005  2  0 98  0  0  0
 1  0      0 110526100 1206144 305636268    0    0     0     0 2058 2085  2  0 98  0  0  0
 1  0      0 110526100 1206144 305636268    0    0     0  3460 2167 2062  2  0 98  0  0  0
 1  0      0 110526100 1206152 305636260    0    0     0    24 2120 2019  2  0 98  0  0  0
 1  0      0 110526100 1206152 305636260    0    0     0     0 2020 2012  2  0 98  0  0  0
 1  0      0 110522320 1206152 305636260    0    0     0     0 2062 2100  2  0 98  0  0  0
 1  0      0 110521312 1206152 305636260    0    0     0     0 2000 1993  2  0 98  0  0  0
 1  0      0 110519800 1206152 305636260    0    0     0  5028 2041 2054  2  0 98  0  0  0
 1  0      0 110517636 1206160 305636444    0    0     0    12 2028 2049  2  0 98  0  0  0
 1  0      0 110496708 1206160 305636468    0    0     0     4 4535 3076  3  0 97  0  0  0
 1  0      0 110501828 1206160 305636464    0    0     0     0 2348 2296  2  0 98  0  0  0
 1  0      0 110499032 1206160 305636464    0    0     0     0 2064 2019  2  0 98  0  0  0
 1  0      0 110499032 1206160 305636464    0    0     0     4 2024 2012  2  0 98  0  0  0
 1  0      0 110497520 1206160 305636464    0    0     0     0 2053 2119  2  0 98  0  0  0
