#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260812    18:21:54       0     30     26      -      0      0      0      0      0      0    405    180      0      0      0 
 20260812    18:21:55       0     54     29      -      2      0      0      0      0      0  12481   2407    755    754      0 
 20260812    18:21:56       0     88     28      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:21:57       0     87     28      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:21:58       0     85     29      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:21:59       0     85     29      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:00       0     88     29      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:01       0     88     29      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:02       0     87     29      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:03       0     87     29      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:04       0     88     29      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:05       0     88     29      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:06       0     87     29      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:07       0     87     29      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:08       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:09       0     87     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:10       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:11       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:12       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:13       0     87     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:14       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:15       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:16       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:17       0     87     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:18       0     87     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:19       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:20       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:21       0     87     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:22       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:23       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:24       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:25       0     87     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:26       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:27       0     86     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:28       0     87     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:29       0     87     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:30       0     86     31      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:31       0     87     30      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:32       0     91     31      -      0      0      0      0      0      0  12481   2415    755    754      0 
 20260812    18:22:33       0     88     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:34       0     88     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:35       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:36       0     88     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:37       0     88     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260812    18:22:38       0     89     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:39       0     89     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:40       0     89     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:41       0     89     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:42       0     90     31      -      1      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:43       0     88     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:44       0     87     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:45       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:46       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:47       0     87     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:48       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:49       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:50       0     87     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:51       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:52       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:54       0     87     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:55       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:56       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:57       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:58       0     87     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:22:59       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:23:00       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:23:01       0     87     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:23:02       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:23:03       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:23:04       0     87     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:23:05       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:23:06       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:23:07       0     87     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:23:08       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:23:09       0     89     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:23:10       0     88     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:23:11       0     88     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:23:12       0     87     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
 20260812    18:23:13       0     86     31      -      0      0      0      0      0      0  12481   2415    757    756      0 
