timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/25 08:03:12.145, 66, 52.66 W, 180 MHz, 810 MHz, 2 MiB, 0 %
2026/09/25 08:03:12.400, 66, 39.09 W, 180 MHz, 405 MHz, 23 MiB, 0 %
2026/09/25 08:03:12.650, 66, 39.09 W, 180 MHz, 405 MHz, 596 MiB, 0 %
2026/09/25 08:03:12.900, 66, 47.59 W, 180 MHz, 405 MHz, 2324 MiB, 3 %
2026/09/25 08:03:13.150, 66, 47.59 W, 180 MHz, 405 MHz, 3540 MiB, 3 %
2026/09/25 08:03:13.401, 66, 77.18 W, 2625 MHz, 13365 MHz, 4788 MiB, 13 %
2026/09/25 08:03:13.651, 66, 77.18 W, 2625 MHz, 13365 MHz, 5972 MiB, 13 %
2026/09/25 08:03:13.901, 66, 106.20 W, 2625 MHz, 13365 MHz, 7188 MiB, 12 %
2026/09/25 08:03:14.151, 66, 106.20 W, 2625 MHz, 13365 MHz, 8404 MiB, 12 %
2026/09/25 08:03:14.401, 66, 106.24 W, 2625 MHz, 13365 MHz, 9556 MiB, 12 %
2026/09/25 08:03:14.651, 66, 106.24 W, 2625 MHz, 13365 MHz, 10804 MiB, 12 %
2026/09/25 08:03:14.901, 66, 106.24 W, 2625 MHz, 13365 MHz, 12020 MiB, 14 %
2026/09/25 08:03:15.151, 66, 106.24 W, 2625 MHz, 13365 MHz, 13236 MiB, 14 %
2026/09/25 08:03:15.401, 66, 106.08 W, 2625 MHz, 13365 MHz, 14484 MiB, 14 %
2026/09/25 08:03:15.651, 66, 106.08 W, 2625 MHz, 13365 MHz, 14740 MiB, 14 %
2026/09/25 08:03:15.901, 66, 105.35 W, 2625 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:16.152, 66, 105.35 W, 2625 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:16.402, 65, 103.83 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:16.652, 65, 103.83 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:16.902, 65, 103.17 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:17.152, 65, 103.17 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:17.402, 65, 103.17 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:17.652, 65, 103.17 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:17.902, 65, 102.00 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:18.152, 65, 102.00 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:18.402, 65, 102.00 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:18.652, 65, 102.00 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:18.902, 65, 101.52 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:19.153, 65, 101.52 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:19.403, 65, 101.52 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:19.653, 65, 101.52 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:19.903, 64, 101.31 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:20.153, 64, 101.31 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:20.403, 64, 101.31 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:20.653, 64, 101.31 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:20.903, 64, 100.88 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:21.153, 64, 100.88 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:21.403, 64, 100.88 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:21.653, 64, 100.88 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:21.903, 64, 100.20 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:22.154, 64, 100.20 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 08:03:22.404, 63, 100.24 W, 2617 MHz, 13365 MHz, 16052 MiB, 0 %
2026/09/25 08:03:22.654, 63, 100.24 W, 2617 MHz, 13365 MHz, 16820 MiB, 0 %
2026/09/25 08:03:22.905, 70, 173.18 W, 2752 MHz, 13365 MHz, 16820 MiB, 94 %
