2026/08/12 02:05:14.136, 0, P8, 60, 10.26, 180, 157, 0
2026/08/12 02:05:15.152, 0, P0, 60, 30.30, 1597, 1350, 3
2026/08/12 02:05:16.153, 0, P0, 61, 29.70, 1597, 2566, 5
2026/08/12 02:05:17.153, 0, P0, 61, 29.79, 1597, 3910, 4
2026/08/12 02:05:18.153, 0, P0, 61, 29.84, 1590, 5382, 5
2026/08/12 02:05:19.153, 0, P0, 61, 30.06, 1590, 6854, 4
2026/08/12 02:05:20.153, 0, P0, 61, 29.72, 1590, 7718, 1
2026/08/12 02:05:21.154, 0, P0, 61, 30.13, 1597, 9350, 6
2026/08/12 02:05:22.154, 0, P0, 61, 29.96, 1590, 10790, 2
2026/08/12 02:05:23.155, 0, P0, 62, 29.67, 1590, 11462, 2
2026/08/12 02:05:24.155, 0, P0, 62, 30.18, 1597, 13094, 6
2026/08/12 02:05:25.156, 0, P0, 62, 30.10, 1597, 14630, 7
