# qwen4exp_real_gate	label=r3trace-thinkon-32k	binary_sha256=69c44eb85b82d4eefb2e08e535beffa47b791be9c5444de84fc07ea3de8fc481	ckpt=/root/data/q48fn-yarn1m	host_bf16_banks=false	indexer_norm_raw=false	mtp_dev1=true	spec_opts=SpecOpts { dynk: None, adapt_k_lo: Some(1), pmin: 0.3, defer: false, defer_guard_sync: false, prefill_chunk: None, wide_ring: None }
# timing lines are UNTUNED EAGER wall clocks under correctness-arm residency — NOT perf claims
# cache	kv_quant=q8_0/q5_1	idxq=q8	golden_pin=false	seams_env=idxsel
# ladder	rungs=[32768]	chunk=2048	decode=60	kv_dev1=false	spec=Some(5)	ids=1150000	cap=32934
# vram	pre-ladder	0, 0 MiB, 97887 MiB | 1, 0 MiB, 97887 MiB | 2, 89971 MiB, 97887 MiB | 3, 9555 MiB, 97887 MiB
rung	prefill_s	draft_prefill_s	decode_ms_per_tok	tok_per_s	accept	rounds	zero_draft	sub_rounds	spread_pct	looped	cross_mb	vram	continuation_ids
# spec-shape	source=/root/realgate/shapes/thinkon-prompts.tsv	suffix_tokens=83
32768	161.8	5.9	16.0	62.49	0.702	20	0	sub_ms=[14.3, 14.5, 20.7]	43.52	false	1344.6	0, 0 MiB, 97887 MiB | 1, 0 MiB, 97887 MiB | 2, 92947 MiB, 97887 MiB | 3, 12979 MiB, 97887 MiB	1596,1144,4087,1156,579,1622,13,2570,25,328,11670,411,4667,5792,5829,709,310,3203,14,11093,11,45328,279,1412,50921,6681,11,321,1910,1092,4203,364,264,19260,421,1429,310,1440,264,4667,1149,271,3850,781,3105,914,3300,709,13,14235,2466,364,1970,30,16018,3300,13553,5215,30,14235
