# qwen4exp_real_gate	label=r3trace-raw-32k	binary_sha256=69c44eb85b82d4eefb2e08e535beffa47b791be9c5444de84fc07ea3de8fc481	ckpt=/root/data/q48fn-yarn1m	host_bf16_banks=false	indexer_norm_raw=false	mtp_dev1=true	spec_opts=SpecOpts { dynk: None, adapt_k_lo: Some(1), pmin: 0.3, defer: false, defer_guard_sync: false, prefill_chunk: None, wide_ring: None }
# timing lines are UNTUNED EAGER wall clocks under correctness-arm residency — NOT perf claims
# cache	kv_quant=q8_0/q5_1	idxq=q8	golden_pin=false	seams_env=idxsel
# ladder	rungs=[32768]	chunk=2048	decode=60	kv_dev1=false	spec=Some(5)	ids=1150000	cap=32934
# vram	pre-ladder	0, 0 MiB, 97887 MiB | 1, 0 MiB, 97887 MiB | 2, 89971 MiB, 97887 MiB | 3, 9555 MiB, 97887 MiB
rung	prefill_s	draft_prefill_s	decode_ms_per_tok	tok_per_s	accept	rounds	zero_draft	sub_rounds	spread_pct	looped	cross_mb	vram	continuation_ids
# spec-shape	source=(none: raw corpus)	suffix_tokens=0
32768	161.8	5.9	15.7	63.54	0.741	20	0	sub_ms=[16.7, 17.1, 12.8]	25.10	false	1344.6	0, 0 MiB, 97887 MiB | 1, 0 MiB, 97887 MiB | 2, 92947 MiB, 97887 MiB | 3, 12979 MiB, 97887 MiB	13,198,262,1042,7786,283,318,5334,430,281,21,19,348,220,15,13,17,20,553,21378,363,430,21609,26,198,262,1042,660,2615,490,2540,283,17743,10630,18879,973,528,21729,39760,8099,8099,5226,17399,348,547,1174,198,262,1042,34271,283,413,82248,606,220,15,313,198,285,328
