utc_ms	production_http	canary_http
1786546579025	200	000
1786546580091	200	000
1786546581139	200	000
1786546582191	200	000
1786546583235	200	000
1786546584280	200	000
1786546585336	200	000
1786546586389	200	000
1786546587452	200	000
1786546588496	200	000
1786546589543	200	000
1786546590588	200	000
1786546591636	200	000
1786546592685	200	000
1786546593730	200	000
1786546594790	200	200
