epoch_ms,temp_c,power_w,sm_mhz,mem_used_mib,cuda_driver_free_bytes,cuda_pool_used_bytes,cuda_pool_reserved_bytes,cuda_pool_cached_bytes,active_sessions,prefix_cache_bytes,kv_vmm_mapped_bytes,kv_vmm_reserved_bytes,kv_vmm_owed_bytes,kv_vmm_graveyard_bytes,kv_vmm_grows_total,kv_vmm_mapper_grows_total,kv_vmm_grow_waits_total
1790372194462,66,76.64,1575,8716,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372194712,71,85.23,1642,8812,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372194962,72,87.51,1665,9836,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372195212,72,87.48,1590,9836,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372195462,69,93.84,967,9836,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372195712,72,96.00,1147,9898,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372195962,72,93.86,1567,10454,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372196212,72,93.01,1590,9868,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372196462,70,94.58,1027,9868,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372196712,72,95.04,1222,9868,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372196962,73,94.93,1545,9868,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372197212,72,93.89,1612,9932,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372197462,71,94.64,1072,10060,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372197712,72,94.94,1237,10220,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372197962,73,95.05,1470,10444,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372198212,72,92.95,1470,10444,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372198462,70,93.24,1245,10446,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372198712,71,94.91,990,10446,0,0,0,0,0,0,0,0,0,0,0,0,0
1790372198962,71,95.11,1342,10446,14196211712,10584410720,10636754944,52344224,8,603029504,0,0,0,0,0,0,0
1790372199212,70,93.83,1207,10446,14196211712,10584410720,10636754944,52344224,8,603029504,0,0,0,0,0,0,0
1790372199462,70,93.97,937,10446,14196211712,10584410720,10636754944,52344224,8,603029504,0,0,0,0,0,0,0
1790372199712,70,94.22,1035,10446,14196211712,10584410720,10636754944,52344224,8,603029504,0,0,0,0,0,0,0
1790372199962,71,93.74,1327,10446,14196211712,10584410720,10636754944,52344224,8,603029504,0,0,0,0,0,0,0
1790372200212,70,93.66,1162,10446,14196211712,10584410720,10636754944,52344224,8,603029504,0,0,0,0,0,0,0
