2026/08/13 05:48:36.366, 0, P8, 54, 9.51, [N/A], 210, 405, 24463, 49, 23936, 0
2026/08/13 05:48:36.628, 0, P8, 54, 9.42, [N/A], 210, 405, 24463, 344, 23640, 0
2026/08/13 05:48:36.879, 0, P8, 54, 9.42, [N/A], 210, 405, 24463, 344, 23640, 0
2026/08/13 05:48:37.130, 0, P0, 54, 26.47, [N/A], 210, 405, 24463, 1496, 22488, 0
2026/08/13 05:48:37.382, 0, P0, 54, 26.47, [N/A], 210, 405, 24463, 2232, 21752, 0
2026/08/13 05:48:37.633, 0, P0, 54, 26.73, [N/A], 1192, 14001, 24463, 2904, 21080, 10
2026/08/13 05:48:37.884, 0, P0, 54, 26.73, [N/A], 1192, 14001, 24463, 3608, 20376, 10
2026/08/13 05:48:38.135, 0, P0, 54, 26.85, [N/A], 1192, 14001, 24463, 4248, 19736, 11
2026/08/13 05:48:38.387, 0, P0, 54, 26.85, [N/A], 1192, 14001, 24463, 4920, 19064, 11
2026/08/13 05:48:38.638, 0, P0, 54, 26.72, [N/A], 1192, 14001, 24463, 5560, 18424, 10
2026/08/13 05:48:38.889, 0, P0, 54, 26.72, [N/A], 1192, 14001, 24463, 6168, 17816, 10
2026/08/13 05:48:39.140, 0, P0, 54, 26.70, [N/A], 1192, 14001, 24463, 6808, 17176, 8
2026/08/13 05:48:39.392, 0, P0, 54, 26.70, [N/A], 1192, 14001, 24463, 7544, 16440, 8
2026/08/13 05:48:39.643, 0, P0, 54, 26.80, [N/A], 1192, 14001, 24463, 8248, 15736, 12
2026/08/13 05:48:39.894, 0, P0, 54, 26.80, [N/A], 1192, 14001, 24463, 8920, 15064, 12
2026/08/13 05:48:40.145, 0, P0, 54, 26.81, [N/A], 1192, 14001, 24463, 9560, 14424, 10
2026/08/13 05:48:40.400, 0, P0, 54, 26.78, [N/A], 1192, 14001, 24463, 10232, 13752, 10
2026/08/13 05:48:40.651, 0, P0, 54, 26.78, [N/A], 1192, 14001, 24463, 10904, 13080, 10
2026/08/13 05:48:40.902, 0, P0, 54, 26.75, [N/A], 1192, 14001, 24463, 11608, 12376, 11
2026/08/13 05:48:41.154, 0, P0, 54, 26.75, [N/A], 1192, 14001, 24463, 12280, 11704, 11
2026/08/13 05:48:41.405, 0, P0, 54, 26.73, [N/A], 1192, 14001, 24463, 12952, 11032, 10
2026/08/13 05:48:41.656, 0, P0, 54, 26.73, [N/A], 1192, 14001, 24463, 13592, 10392, 10
2026/08/13 05:48:41.907, 0, P0, 54, 26.66, [N/A], 1192, 14001, 24463, 14232, 9752, 10
2026/08/13 05:48:42.158, 0, P0, 54, 26.66, [N/A], 1192, 14001, 24463, 14488, 9496, 10
2026/08/13 05:48:42.409, 0, P0, 54, 26.31, [N/A], 1192, 14001, 24463, 14488, 9496, 0
2026/08/13 05:48:42.660, 0, P0, 54, 26.31, [N/A], 1192, 14001, 24463, 19256, 4728, 0
2026/08/13 05:48:42.912, 0, P0, 58, 41.24, [N/A], 1155, 14001, 24463, 19256, 4728, 100
2026/08/13 05:48:43.166, 0, P0, 58, 41.24, [N/A], 1155, 14001, 24463, 19256, 4728, 100
2026/08/13 05:48:43.417, 0, P0, 59, 74.21, [N/A], 1155, 14001, 24463, 19256, 4728, 100
2026/08/13 05:48:43.668, 0, P0, 59, 74.21, [N/A], 1155, 14001, 24463, 19256, 4728, 100
2026/08/13 05:48:43.920, 0, P0, 59, 88.54, [N/A], 1162, 14001, 24463, 19256, 4728, 100
2026/08/13 05:48:44.171, 0, P0, 59, 88.54, [N/A], 1162, 14001, 24463, 19256, 4728, 100
2026/08/13 05:48:44.423, 0, P0, 59, 87.97, [N/A], 1162, 14001, 24463, 19256, 4728, 100
2026/08/13 05:48:44.674, 0, P0, 59, 87.97, [N/A], 1162, 14001, 24463, 19256, 4728, 100
2026/08/13 05:48:44.926, 0, P0, 60, 88.68, [N/A], 1155, 14001, 24463, 19256, 4728, 100
2026/08/13 05:48:45.177, 0, P0, 60, 88.68, [N/A], 1155, 14001, 24463, 19256, 4728, 100
2026/08/13 05:48:45.429, 0, P0, 60, 88.65, [N/A], 1155, 14001, 24463, 19256, 4728, 100
2026/08/13 05:48:45.681, 0, P0, 60, 88.65, [N/A], 1155, 14001, 24463, 19256, 4728, 100
2026/08/13 05:48:45.932, 0, P0, 60, 88.07, [N/A], 1155, 14001, 24463, 19256, 4728, 100
2026/08/13 05:48:46.184, 0, P0, 60, 88.07, [N/A], 1155, 14001, 24463, 19256, 4728, 100
