1788103589.842163228,74067,58291,
1788103589.967566336,74327,58291,
1788103590.092181294,74647,58323,
1788103590.219139350,74711,58323,
1788103590.347882057,79159,58323,
1788103590.473026230,83639,58515,
1788103590.599163170,83639,58707,
1788103590.723985208,83639,58707,
1788103590.851118414,83639,58707,
1788103590.977985856,83639,58707,
1788103591.103692015,83639,58707,
1788103591.231006844,83639,58707,
1788103591.357463254,83639,58707,
1788103591.484511296,83639,58707,
1788103591.610018473,83639,58707,
1788103591.734974294,83639,58707,
1788103591.859825858,83639,58707,
1788103591.985020918,83639,58707,
1788103592.110880636,83639,58707,
1788103592.235572982,83639,58707,
1788103592.360309291,83639,58707,
1788103592.484231865,83639,58707,
1788103592.609174843,83639,58707,
1788103592.733478091,83639,58707,
1788103592.858474785,83639,58707,
1788103592.983788417,83639,58707,
1788103593.108079398,83639,58707,
1788103593.232673793,83639,58707,
1788103593.357050868,83639,58707,
1788103593.481433855,83639,58707,
1788103593.606525683,83639,58707,
1788103593.730997302,83639,58707,
1788103593.855188505,83639,58707,
1788103593.979540162,83639,58707,
1788103594.104187697,83639,58707,
1788103594.228944452,83639,58707,
1788103594.355630048,83639,58707,
1788103594.479857633,83639,58707,
1788103594.604324544,83639,58707,
1788103594.728863419,83639,58707,
1788103594.853039730,83639,58707,
1788103594.977649796,83639,58707,
1788103595.102366369,83639,58707,
1788103595.228227132,83639,58707,
1788103595.352256732,83639,58707,
1788103595.476448145,83639,58707,
1788103595.600822984,83639,58707,
1788103595.725314656,83639,58707,
1788103595.850581615,83639,58707,
1788103595.974748856,83639,58707,
1788103596.099804577,83639,58707,
1788103596.224362025,83639,58707,
1788103596.350937739,83639,58707,
1788103596.474394895,83639,58707,
1788103596.598459260,83639,58707,
1788103596.722898413,83639,58707,
1788103596.847704525,83639,58707,
1788103596.971935274,83639,58707,
1788103597.095980724,83639,58707,
