1788126780.774420684,88430,58515,
1788126780.898391340,89200,58579,
1788126781.025348745,90320,58579,
1788126781.151321910,93648,58707,
1788126781.278059387,93648,58707,
1788126781.405721996,93648,58707,
1788126781.531587443,93648,58707,
1788126781.657960809,93648,58707,
1788126781.782574912,93648,58707,
1788126781.907522418,93648,58707,
1788126782.034071213,93648,58707,
1788126782.159649533,93648,58707,
1788126782.284229553,93648,58707,
1788126782.409036423,93648,58707,
1788126782.533402873,93648,58707,
1788126782.658126814,93648,58707,
1788126782.783771567,93648,58707,
1788126782.908110865,93648,58707,
1788126783.034605753,93648,58707,
1788126783.158495418,93648,58707,
1788126783.285044164,93648,58707,
1788126783.409253778,93648,58707,
1788126783.535844647,93648,58707,
1788126783.660357306,93648,58707,
1788126783.784630777,93648,58707,
1788126783.909250430,93648,58707,
1788126784.035661940,93648,58707,
1788126784.160879260,93648,58707,
1788126784.286092060,93648,58707,
1788126784.411428573,93648,58707,
1788126784.537921886,93648,58707,
1788126784.665265866,93648,58707,
1788126784.791734194,93648,58707,
1788126784.916280162,93648,58707,
1788126785.040422172,93648,58707,
1788126785.164797646,93648,58707,
1788126785.291382882,93648,58707,
1788126785.415889414,93648,58707,
1788126785.542673056,93648,58707,
1788126785.667745357,93648,58707,
1788126785.792253322,93648,58707,
1788126785.919121164,93648,58707,
1788126786.045322259,93648,58707,
1788126786.171559438,93648,58707,
1788126786.297322044,93648,58707,
1788126786.422660044,93648,58707,
1788126786.547442007,93648,58707,
1788126786.672636817,93648,58707,
1788126786.797125327,93648,58707,
1788126786.921634936,93648,58707,
1788126787.046131327,93648,58707,
1788126787.171575048,93648,58707,
1788126787.297662743,93648,58707,
1788126787.421984561,93648,58707,
1788126787.547328322,93648,58707,
1788126787.671386684,93648,58707,
1788126787.795881341,93648,58707,
1788126787.920605951,93648,58707,
1788126788.045858747,93648,58707,
1788126788.170535157,93648,58707,
1788126788.295827050,93648,58707,
1788126788.420886436,93648,58707,
1788126788.546786130,93648,58707,
1788126788.673510509,93648,58707,
1788126788.797899246,93648,58707,
1788126788.924028661,93648,58707,
1788126789.048605822,93648,58707,
1788126789.176127829,93648,58707,
1788126789.302386786,93648,58707,
