Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
78.0,1147716042,1600,717322.5,747371.5,148319,1055769,320490.6,"void mul_mat_q_nvfp4_w4a8<(int)128, (int)128, (int)1, (bool)0, (bool)1>(const char *, const char *, const int *, float *, int, int, int, int, int, int, float)"
4.7,68992466,192,359335.8,370638.0,326366,376989,18707.7,gdn_chunk_state_f32
2.1,31395869,192,163520.2,164367.0,156703,173631,2992.0,gdn_chunk_output_f32
2.0,29912267,384,77896.5,77887.0,76639,79584,449.0,qmatvec_nvfp4_dp4a_rp
1.8,26500023,256,103515.7,104191.5,93951,113471,4011.5,silu_mul_f32
1.4,20190172,192,105157.1,105183.0,103808,108064,652.9,ssm_conv1d_gdn_f32
1.3,19724360,384,51365.5,50944.0,50175,53280,801.9,l2_norm_f32
1.3,19120375,1600,11950.2,8320.0,6784,25600,6433.3,"quantize_mmq_q8_1_d4_kernel(const float *, void *, long, long, long, int)"
1.1,16585733,644,25754.2,26271.5,8352,32096,6144.7,rms_norm_f32
1.1,15600893,64,243764.0,243742.0,243167,244478,311.2,fa_prefill_bf16kv_pp
1.0,15116669,192,78732.7,78655.5,78175,80863,373.9,gdn_chunk_attn_f32
1.0,14144160,388,36454.0,36800.0,1984,37632,3518.6,quantize_q8_1
0.8,12395257,192,64558.6,64512.0,62208,67136,1317.3,gdn_chunk_solve32_f32
0.6,9293628,512,18151.6,18079.5,15936,21375,1395.3,add_f32
0.6,8751745,192,45582.0,45568.0,44448,46911,363.8,gated_rmsnorm_f32
0.3,4536228,4,1134057.0,1133961.0,1128217,1140089,6258.7,qmatvec_q5_K_mmvq_il
0.3,4412717,64,68948.7,68928.0,67968,71104,546.1,q_gate_split_f32
0.2,2463282,256,9622.2,1920.0,1696,33759,13404.2,sigmoid_f32
0.1,2005076,64,31329.3,31328.0,30816,32128,232.5,mul_f32
0.1,1102108,128,8610.2,8383.5,3712,14208,4678.4,rope_neox_f32
0.0,538941,192,2807.0,2815.5,2496,3168,122.1,gdn_chunk_cumgate_f32
0.0,509726,128,3982.2,3632.0,2976,5472,859.6,f32_to_bf16_bulk
0.0,404092,192,2104.6,2112.0,1824,2528,110.8,gdn_glog_f32
0.0,105919,4,26479.8,26368.0,26303,26880,268.6,embed_gather_u32_t
