Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
19.5,1562414238,195776,7980.6,7264.0,2912,17248,3472.7,"void dsv4_dense_fast_fp8_kernel<(int)2, (bool)0>(const unsigned char *, const float *, int, const unsigned short *, float *, int, int, int, int, int, int)"
14.8,1184267485,78432,15099.3,14656.0,672,32224,4699.1,"void moe_kq_m1_stream_kernel<(int)4>(const unsigned long long *, int, int, const int *, const __half *, float *, const float *, const int *, int, int, int, long)"
13.5,1082449575,52288,20701.7,12576.0,8192,102944,21595.8,"memra_tp_ar_gather_rows_f32_kernel(const float *, const float *, float *, MemraArSignal *, MemraArSignal *, int, long, long, int *, long long, const unsigned long long *, int)"
8.7,699285349,102144,6846.1,4320.0,3072,696355,37473.1,"void dsv4_dense_fast_dots_kernel<(int)1>(const float *, const void *, int, float *, int, int)"
6.7,536251598,26144,20511.5,8800.0,7808,120703,18446.8,"memra_tp_ar_1stage_kernel(const float *, const float *, float *, MemraArSignal *, MemraArSignal *, int, long, int *, long long, const unsigned long long *, int, MemraArPhase *, unsigned long long *, long, unsigned int, int, long long)"
4.7,376455081,52288,7199.6,7200.0,6912,8128,137.8,"void dsv4_hc_finish_f32_fixed_order_kernel<(int)16>(const float *, const float *, float *, const float *, const float *, float *, float *, float *, float *, const float *, float *, __nv_bfloat16 *, int, float, float)"
4.2,338702662,26144,12955.3,12928.0,12544,14560,193.4,"void dsv4_dense_fast_fp8_kernel<(int)2, (bool)1>(const unsigned char *, const float *, int, const unsigned short *, float *, int, int, int, int, int, int)"
3.6,284641397,52288,5443.7,4352.5,928,7648,1422.9,dsv4_fp8_gather_half_kernel
2.5,202467313,26144,7744.3,5984.0,4896,11776,2121.1,"dsv4_sink_softout_st_f32acc_kernel(const float *, const int *, const float *, const float *, float *, int, int, int, int, const int *, int, int, int)"
1.8,145259980,12768,11376.9,11392.0,10656,12096,158.3,dsv4_indexer_score_f32acc_kernel
1.7,135649908,26144,5188.6,5280.0,3168,5888,416.3,dsv4_route_m_kernel
1.6,124415715,26144,4758.9,4768.0,4480,5472,145.4,"dsv4_sink_scores_st_f32acc_kernel(const float *, const float *, const int *, float *, int, int, int, int, float, const int *, int, int, int)"
1.5,120857939,26144,4622.8,4608.0,4256,5312,137.2,dsv4_small_norm_pack_f32_fixed_order_kernel
1.5,118747735,52288,2271.0,2240.0,2048,3104,141.9,"void dsv4_hc_dot_split_partial_kernel<(int)16>(const float *, const float *, float *)"
1.2,99139673,91200,1087.1,1056.0,863,1856,200.7,dsv4_rope_kernel
1.1,91740422,52288,1754.5,1792.0,1536,2048,86.1,dsv4_act_quant_fp8_kernel
1.0,82827318,78432,1056.0,1056.0,704,1600,150.3,dsv4_scale_rows_kernel
0.9,74093324,104576,708.5,704.0,608,1024,32.1,dsv4_cvt_bf16_kernel
0.8,63592273,12768,4980.6,5408.0,4000,5728,556.7,dsv4_topk_idx_numeric_kernel
0.8,62425309,52288,1193.9,1216.0,1088,1664,42.8,dsv4_hc_post_kernel
0.8,60052166,52288,1148.5,1152.0,704,1696,85.2,dsv4_scatter_rows_kernel
0.6,51570884,52288,986.3,944.0,736,1664,230.9,dsv4_swiglu_kernel
0.6,47137092,26144,1803.0,1824.0,1664,2112,55.9,dsv4_headrms_f32acc_kernel
0.6,45895165,26144,1755.5,1728.0,800,2432,228.4,"void dsv4_grouped_scatter_kernel<(bool)1>(const int *, const float *, const float *, const int *, int *, int *, float *, float *, float *, float *, int, int, int)"
0.6,45552921,6464,7047.2,6528.0,5888,57216,5581.9,dsv4_compressor_pool_kernel
0.5,38908890,12768,3047.4,3008.0,2783,4000,140.3,"void dsv4_gemv_bf16_m_kernel<(int)1>(const unsigned short *, const unsigned short *, float *, int, int, int, int)"
0.5,37059506,32912,1126.0,1152.0,864,2176,129.8,dsv4_rmsnorm_f32acc_kernel
0.5,36647214,26144,1401.7,1376.0,1280,1888,63.7,dsv4_combine_rows_m_kernel
0.5,36084309,26144,1380.2,1376.0,1280,1696,48.2,"dsv4_grouped_partition_prefix_kernel(const int *, const int *, int *, int *, int *, int, int, int, int *, int)"
0.4,34753031,15960,2177.5,2240.0,1856,2560,150.7,dsv4_hadamard_kernel
0.4,32780260,29416,1114.4,1120.0,991,1472,57.1,dsv4_act_quant_kernel
0.4,29889959,26144,1143.3,1120.0,960,1600,99.7,"void dsv4_grouped_count_kernel<(bool)1>(const int *, int *, int, int *, int *, float *, float *, float *, float *, int)"
0.3,21635771,15960,1355.6,1376.0,1088,1664,106.3,dsv4_fp4_act_quant_kernel
0.3,21202874,26144,811.0,832.0,704,1152,45.9,dsv4_add_inplace_kernel
0.2,16669152,12768,1305.5,1312.0,1216,1600,38.9,dsv4_q_transpose_m_kernel
0.2,12769454,13376,954.7,960.0,864,1216,37.1,dsv4_build_idx_redirect_m_kernel
0.1,10886720,5168,2106.6,2272.0,992,3968,903.5,"dsv4_sample_merge(const unsigned long *, unsigned long *, int, int)"
0.1,10689833,12768,837.2,832.0,768,1056,33.0,dsv4_build_idx_redirect_kernel
0.1,8345239,304,27451.4,27424.0,27360,29408,197.5,"dsv4_sample_offsets(double *, int)"
0.1,5735138,6464,887.2,1024.0,640,1376,198.3,dsv4_rope_at_kernel
0.0,2466181,304,8112.4,8096.0,7264,8736,118.3,"dsv4_sample_draw(const unsigned long *, const double *, const double *, int, double, double, unsigned int *, const double *)"
0.0,2348166,304,7724.2,7712.0,7648,8224,62.7,"dsv4_sample_exp_scan(const float *, const unsigned long *, double *, double *, int, double)"
0.0,1056259,304,3474.5,3456.0,3360,3744,59.5,dsv4_rowsq_scale_f32acc_kernel
0.0,970978,608,1597.0,1568.0,1472,1888,66.7,dsv4_embed_rows_kernel
0.0,584610,608,961.5,960.0,896,1184,40.3,dsv4_repeat_hc_kernel
0.0,445123,304,1464.2,1440.0,1376,1824,92.5,"dsv4_sample_prepare(const float *, float *, unsigned long *, const int *, int, float, float, float, unsigned int *)"
0.0,334944,304,1101.8,1088.0,1056,1312,35.7,dsv4_hc_collapse_kernel
0.0,321217,304,1056.6,1056.0,992,1248,41.5,dsv4_hc_head_pre_m_kernel
