timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/24 18:18:12.316, 39, 14.39 W, 180 MHz, 405 MHz, 0 MiB, 0 %
2026/09/24 18:18:12.574, 39, 14.39 W, 180 MHz, 405 MHz, 1 MiB, 0 %
2026/09/24 18:18:12.825, 40, 24.66 W, 180 MHz, 405 MHz, 595 MiB, 1 %
2026/09/24 18:18:13.075, 40, 24.66 W, 180 MHz, 405 MHz, 595 MiB, 1 %
2026/09/24 18:18:13.325, 40, 40.29 W, 2310 MHz, 13365 MHz, 1459 MiB, 0 %
2026/09/24 18:18:13.576, 40, 40.29 W, 2310 MHz, 13365 MHz, 1811 MiB, 0 %
2026/09/24 18:18:13.826, 40, 75.22 W, 2310 MHz, 13365 MHz, 2323 MiB, 3 %
2026/09/24 18:18:14.076, 40, 75.22 W, 2310 MHz, 13365 MHz, 2835 MiB, 3 %
2026/09/24 18:18:14.326, 40, 75.67 W, 2310 MHz, 13365 MHz, 3283 MiB, 4 %
2026/09/24 18:18:14.577, 40, 75.67 W, 2310 MHz, 13365 MHz, 3795 MiB, 4 %
2026/09/24 18:18:14.827, 40, 75.67 W, 2310 MHz, 13365 MHz, 4275 MiB, 4 %
2026/09/24 18:18:15.077, 40, 75.67 W, 2310 MHz, 13365 MHz, 4787 MiB, 4 %
2026/09/24 18:18:15.327, 40, 75.69 W, 2310 MHz, 13365 MHz, 5267 MiB, 4 %
2026/09/24 18:18:15.578, 40, 75.69 W, 2310 MHz, 13365 MHz, 5747 MiB, 4 %
2026/09/24 18:18:15.828, 40, 75.96 W, 2310 MHz, 13365 MHz, 6195 MiB, 4 %
2026/09/24 18:18:16.078, 40, 75.96 W, 2310 MHz, 13365 MHz, 6707 MiB, 4 %
2026/09/24 18:18:16.329, 40, 76.37 W, 2310 MHz, 13365 MHz, 7219 MiB, 3 %
2026/09/24 18:18:16.579, 40, 76.37 W, 2310 MHz, 13365 MHz, 7699 MiB, 3 %
2026/09/24 18:18:16.829, 40, 76.60 W, 2310 MHz, 13365 MHz, 8179 MiB, 4 %
2026/09/24 18:18:17.079, 40, 76.60 W, 2310 MHz, 13365 MHz, 8659 MiB, 4 %
2026/09/24 18:18:17.330, 40, 76.36 W, 2310 MHz, 13365 MHz, 9171 MiB, 4 %
2026/09/24 18:18:17.580, 40, 76.36 W, 2310 MHz, 13365 MHz, 9683 MiB, 4 %
2026/09/24 18:18:17.830, 40, 76.31 W, 2310 MHz, 13365 MHz, 10131 MiB, 4 %
2026/09/24 18:18:18.080, 40, 76.31 W, 2310 MHz, 13365 MHz, 10579 MiB, 4 %
2026/09/24 18:18:18.331, 40, 76.46 W, 2310 MHz, 13365 MHz, 11091 MiB, 4 %
2026/09/24 18:18:18.581, 40, 76.46 W, 2310 MHz, 13365 MHz, 11603 MiB, 4 %
2026/09/24 18:18:18.831, 40, 76.69 W, 2310 MHz, 13365 MHz, 12083 MiB, 4 %
2026/09/24 18:18:19.081, 40, 76.69 W, 2310 MHz, 13365 MHz, 12595 MiB, 4 %
2026/09/24 18:18:19.332, 40, 76.61 W, 2310 MHz, 13365 MHz, 13043 MiB, 4 %
2026/09/24 18:18:19.582, 40, 76.61 W, 2310 MHz, 13365 MHz, 13555 MiB, 4 %
2026/09/24 18:18:19.832, 41, 76.40 W, 2310 MHz, 13365 MHz, 14003 MiB, 4 %
2026/09/24 18:18:20.083, 41, 76.40 W, 2310 MHz, 13365 MHz, 14515 MiB, 4 %
2026/09/24 18:18:20.333, 41, 76.58 W, 2310 MHz, 13365 MHz, 14739 MiB, 2 %
2026/09/24 18:18:20.583, 41, 76.58 W, 2310 MHz, 13365 MHz, 14739 MiB, 2 %
2026/09/24 18:18:20.833, 41, 76.18 W, 2310 MHz, 13365 MHz, 14739 MiB, 0 %
2026/09/24 18:18:21.084, 41, 76.18 W, 2310 MHz, 13365 MHz, 14739 MiB, 0 %
2026/09/24 18:18:21.334, 41, 75.75 W, 2310 MHz, 13365 MHz, 14739 MiB, 0 %
2026/09/24 18:18:21.584, 41, 75.75 W, 2310 MHz, 13365 MHz, 14739 MiB, 0 %
2026/09/24 18:18:21.834, 41, 75.75 W, 2310 MHz, 13365 MHz, 14739 MiB, 0 %
