procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 350478716 216528 152292488    0    0    54  9444 1952    0  0  0 100  0  0  0
 2  0      0 348906996 216528 152308648    0    0     0     0 5241 4513  1  3 96  0  0  0
 2  0      0 348511868 216528 152308920    0    0     0     0 5358 2671  2  2 96  0  0  0
 2  0      0 348484568 216528 152308920    0    0     0     0 5267 2593  3  2 96  0  0  0
 2  0      0 348453408 216528 152308920    0    0     0     0 5420 2635  2  2 96  0  0  0
 2  0      0 348423244 216536 152308920    0    0     0    28 5318 2668  2  2 96  0  0  0
 2  0      0 348354924 216536 152308920    0    0     0     0 5448 2753  2  2 96  0  0  0
 2  0      0 348211232 216536 152308920    0    0     0     0 4964 2617  2  2 96  0  0  0
 2  0      0 348179980 216544 152310984    0    0     0     0 4423 3130  3  1 96  0  0  0
 2  0      0 348176704 216544 152310984    0    0     0     0 3308 2872  4  0 96  0  0  0
 2  0      0 348176704 216544 152310984    0    0     0    28 3856 3447  4  0 96  0  0  0
 2  0      0 348177460 216552 152310984    0    0     0    48 3571 2726  4  1 96  0  0  0
 2  0      0 348182520 216552 152310988    0    0     0     0 3565 3445  4  0 96  0  0  0
 2  0      0 348185440 216552 152310988    0    0     0     0 3404 3265  4  0 96  0  0  0
 1  0      0 348209092 216552 152311012    0    0     0     0 2841 3126  2  1 97  0  0  0
 1  0      0 348213444 216564 152311016    0    0     0    80 2067 2128  2  0 98  0  0  0
 1  0      0 348217092 216572 152311016    0    0     0    28 2096 2423  2  0 98  0  0  0
 1  0      0 348219876 216572 152311016    0    0     0     0 2027 2035  1  1 98  0  0  0
 1  0      0 348224380 216572 152311016    0    0     0     0 2141 2542  2  0 98  0  0  0
 1  0      0 348226200 216572 152311016    0    0     0     0 2102 2616  2  0 98  0  0  0
 1  0      0 348229180 216572 152311024    0    0     0     4 2089 2385  2  0 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 348230456 216580 152311024    0    0     0    56 2102 2044  2  0 98  0  0  0
 1  0      0 348235064 216580 152311024    0    0     0     0 2132 2542  2  0 98  0  0  0
 1  0      0 348234824 216580 152311024    0    0     0     0 2033 2040  1  1 98  0  0  0
 1  0      0 348235332 216580 152311024    0    0     0     0 2038 2409  2  0 98  0  0  0
 1  0      0 348235092 216580 152311024    0    0     0  4204 2142 2587  2  0 98  0  0  0
 2  0      0 348236080 216588 152311060    0    0     0    12 2805 2887  2  0 98  0  0  0
 2  0      0 348235380 216588 152311080    0    0     0     0 4099 2951  4  1 96  0  0  0
 2  0      0 348237100 216588 152311080    0    0     0     0 4166 3592  4  0 96  0  0  0
 2  0      0 348234592 216588 152311080    0    0     0     0 3774 2986  3  1 96  0  0  0
 2  0      0 348236640 216588 152311088    0    0     0     0 3856 3189  3  1 96  0  0  0
 2  0      0 348234120 216596 152311088    0    0     0    36 4011 2916  4  0 96  0  0  0
 2  0      0 348220480 216596 152311100    0    0     0     0 6071 4034  3  1 96  0  0  0
 2  0      0 348217720 216596 152311108    0    0     0     0 4015 3145  4  0 96  0  0  0
 2  0      0 348218800 216596 152311108    0    0     0     0 4208 3491  3  1 96  0  0  0
 2  0      0 348216532 216596 152311108    0    0     0    72 3990 3077  4  0 96  0  0  0
 2  0      0 348216028 216604 152311112    0    0     0    20 4026 3329  4  1 96  0  0  0
 2  0      0 348215176 216604 152311112    0    0     0     0 3844 3016  4  0 96  0  0  0
 2  0      0 348215192 216604 152311116    0    0     0     0 3944 3018  3  1 96  0  0  0
 1  0      0 348215192 216604 152311116    0    0     0     0 2924 3046  2  0 97  0  0  0
 1  0      0 348215192 216604 152311120    0    0     0    28 2590 2571  1  1 98  0  0  0
 1  0      0 348215192 216612 152311112    0    0     0    24 2562 2439  2  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 348215192 216612 152311124    0    0     0     0 2719 2529  2  1 98  0  0  0
 1  0      0 348215192 216612 152311124    0    0     0     0 2636 2903  2  0 98  0  0  0
 1  0      0 348215192 216612 152311124    0    0     0     0 2504 2414  1  1 98  0  0  0
 1  0      0 348215192 216612 152311124    0    0     0     0 2498 2758  2  0 98  0  0  0
 1  0      0 348215192 216620 152311124    0    0     0    68 2774 2596  1  1 98  0  0  0
 1  0      0 348215192 216620 152311124    0    0     0     0 2583 2687  2  0 98  0  0  0
 1  0      0 348214952 216620 152311132    0    0     0     0 2536 2552  1  1 98  0  0  0
 1  0      0 348215960 216620 152311132    0    0     0     0 2585 2666  2  0 98  0  0  0
 1  0      0 348220676 216620 152311132    0    0     0     0 2600 2711  1  1 98  0  0  0
 1  0      0 348223460 216628 152311124    0    0     0    12 2535 2528  2  0 98  0  0  0
 1  0      0 348227120 216628 152311136    0    0     0    36 2575 2721  2  1 98  0  0  0
