name, memory.total [MiB], memory.used [MiB], memory.free [MiB], temperature.gpu, power.draw [W]
NVIDIA GeForce RTX 5090 Laptop GPU, 24463 MiB, 2 MiB, 23983 MiB, 67, 32.52 W
