=== Q35 SPEC ROW REPAIR x3 2026-08-02T00:04:48Z git=cf8a9358 profile=performance llama=[version: 9837 (c73069749)] ===
--- rep 1: llama arm ---
  [llama/p1-code-short rep1] spec_toks = 240.89
  [llama/p2-code-medium rep1] spec_toks = 217.86
  [llama/p3-agentic-long rep1] spec_toks = 231.31
--- rep 1: memra arm ---
  [memra/p1-code-short rep1] prompt_ntok = 28
  [memra/p1-code-short rep1] gen_toks = null
  [memra/p1-code-short rep1] spec_k2_toks = 305.68
  [memra/p1-code-short rep1] acceptance_pct = 81.4
  [memra/p1-code-short rep1] self_consistency_pass = 1
  [memra/p2-code-medium rep1] prompt_ntok = 1845
  [memra/p2-code-medium rep1] gen_toks = null
  [memra/p2-code-medium rep1] spec_k2_toks = 241.90
  [memra/p2-code-medium rep1] acceptance_pct = 59.9
  [memra/p2-code-medium rep1] self_consistency_pass = 1
  [memra/p3-agentic-long rep1] prompt_ntok = 5420
  [memra/p3-agentic-long rep1] gen_toks = null
  [memra/p3-agentic-long rep1] spec_k2_toks = 275.62
  [memra/p3-agentic-long rep1] acceptance_pct = 84.2
  [memra/p3-agentic-long rep1] self_consistency_pass = 1
--- rep 2: llama arm ---
  [llama/p1-code-short rep2] spec_toks = 239.50
  [llama/p2-code-medium rep2] spec_toks = 217.46
  [llama/p3-agentic-long rep2] spec_toks = 227.75
--- rep 2: memra arm ---
  [memra/p1-code-short rep2] prompt_ntok = 28
  [memra/p1-code-short rep2] gen_toks = null
  [memra/p1-code-short rep2] spec_k2_toks = 305.38
  [memra/p1-code-short rep2] acceptance_pct = 81.4
  [memra/p1-code-short rep2] self_consistency_pass = 1
  [memra/p2-code-medium rep2] prompt_ntok = 1845
  [memra/p2-code-medium rep2] gen_toks = null
  [memra/p2-code-medium rep2] spec_k2_toks = 241.65
  [memra/p2-code-medium rep2] acceptance_pct = 59.9
  [memra/p2-code-medium rep2] self_consistency_pass = 1
  [memra/p3-agentic-long rep2] prompt_ntok = 5420
  [memra/p3-agentic-long rep2] gen_toks = null
  [memra/p3-agentic-long rep2] spec_k2_toks = 275.61
  [memra/p3-agentic-long rep2] acceptance_pct = 84.2
  [memra/p3-agentic-long rep2] self_consistency_pass = 1
--- rep 3: llama arm ---
  [llama/p1-code-short rep3] spec_toks = 241.68
  [llama/p2-code-medium rep3] spec_toks = 216.53
  [llama/p3-agentic-long rep3] spec_toks = 232.68
--- rep 3: memra arm ---
  [memra/p1-code-short rep3] prompt_ntok = 28
  [memra/p1-code-short rep3] gen_toks = null
  [memra/p1-code-short rep3] spec_k2_toks = 305.28
  [memra/p1-code-short rep3] acceptance_pct = 81.4
  [memra/p1-code-short rep3] self_consistency_pass = 1
  [memra/p2-code-medium rep3] prompt_ntok = 1845
  [memra/p2-code-medium rep3] gen_toks = null
  [memra/p2-code-medium rep3] spec_k2_toks = 241.88
  [memra/p2-code-medium rep3] acceptance_pct = 59.9
  [memra/p2-code-medium rep3] self_consistency_pass = 1
  [memra/p3-agentic-long rep3] prompt_ntok = 5420
  [memra/p3-agentic-long rep3] gen_toks = null
  [memra/p3-agentic-long rep3] spec_k2_toks = 275.99
  [memra/p3-agentic-long rep3] acceptance_pct = 84.2
  [memra/p3-agentic-long rep3] self_consistency_pass = 1
ROW-REPAIR-DONE 2026-08-02T00:07:59Z
